pageid,ns,title,index,coordinates,imagerepository,imageinfo,query_lat,query_lon,radius
15580032,6,File:Riemst-Tumulus van Genoelselderen (1).JPG,25,"[{'lat': 50.80487778, 'lon': 5.52400833, 'primary': True}]",,,50.780411024272375,5.518021278359958,5000
15580034,6,File:Riemst-Tumulus van Genoelselderen (2).JPG,26,"[{'lat': 50.80357778, 'lon': 5.53473889, 'primary': True}]",,,50.780411024272375,5.518021278359958,5000
16716017,6,"File:Moerenpoort, Tongeren.jpg",27,"[{'lat': 50.77891, 'lon': 5.4713, 'primary': False}]",,,50.780411024272375,5.518021278359958,5000
16733911,6,File:Sint Servatuskerk.jpg,28,"[{'lat': 50.76598, 'lon': 5.53072, 'primary': False}]",,,50.780411024272375,5.518021278359958,5000
20406295,6,File:InfirmerieTongeren.JPG,29,"[{'lat': 50.77878, 'lon': 5.46955, 'primary': False}]",,,50.780411024272375,5.518021278359958,5000
20406301,6,File:Sint-RosastraatTongeren.JPG,30,"[{'lat': 50.77929, 'lon': 5.46978, 'primary': False}]",,,50.780411024272375,5.518021278359958,5000
20406306,6,File:SmeetorenTongeren.JPG,31,"[{'lat': 50.78117, 'lon': 5.47137, 'primary': False}]",,,50.780411024272375,5.518021278359958,5000
21285902,6,File:Berg tongeren.jpg,32,"[{'lat': 50.7904, 'lon': 5.49333, 'primary': False}]",local,"[{'thumburl': 'https://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/Berg_tongeren.jpg/320px-Berg_tongeren.jpg', 'thumbwidth': 320, 'thumbheight': 480, 'responsiveUrls': {'1.5': 'https://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/Berg_tongeren.jpg/480px-Berg_tongeren.jpg', '2': 'https://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/Berg_tongeren.jpg/640px-Berg_tongeren.jpg'}, 'url': 'https://upload.wikimedia.org/wikipedia/commons/a/a6/Berg_tongeren.jpg', 'descriptionurl': 'https://commons.wikimedia.org/wiki/File:Berg_tongeren.jpg', 'descriptionshorturl': 'https://commons.wikimedia.org/w/index.php?curid=21285902'}]",50.780411024272375,5.518021278359958,5000
21316078,6,"File:Tongeren-Sluizen, de Sint Servatiuskerk oeg37590 foto3 2012-06-17 14.07.JPG",33,"[{'lat': 50.76598, 'lon': 5.53072, 'primary': False}]",,,50.780411024272375,5.518021278359958,5000
21316080,6,"File:Tongeren-Berg, parochiekerk Sint Martinus oeg37432 foto3 2012-06-17 11.49.JPG",34,"[{'lat': 50.7904, 'lon': 5.49333, 'primary': False}]",,,50.780411024272375,5.518021278359958,5000
21340075,6,"File:Stadsomwalling, Tongeren.jpg",35,"[{'lat': 50.78117, 'lon': 5.47137, 'primary': False}]",,,50.780411024272375,5.518021278359958,5000
23590189,6,"File:Tongeren, straatzicht Stationslaan foto5 2012-06-17 12.13.JPG",36,"[{'lat': 50.78388889, 'lon': 5.47361111, 'primary': True}]",,,50.780411024272375,5.518021278359958,5000
25836602,6,File:Tongeren Lakenmakerstoren.JPG,37,"[{'lat': 50.77867, 'lon': 5.4693, 'primary': False}]",,,50.780411024272375,5.518021278359958,5000
25836603,6,File:Tongeren Brouwhuis Lakenmakerstoren 1.JPG,38,"[{'lat': 50.77867, 'lon': 5.4693, 'primary': False}]",,,50.780411024272375,5.518021278359958,5000
25836604,6,File:Tongeren Brouwhuis Lakenmakerstoren 2.JPG,39,"[{'lat': 50.77867, 'lon': 5.4693, 'primary': False}]",,,50.780411024272375,5.518021278359958,5000
25848386,6,File:Tongeren Sint-Jozefstraat n°8 (2).JPG,40,"[{'lat': 50.77901, 'lon': 5.46996, 'primary': False}]",,,50.780411024272375,5.518021278359958,5000
25848387,6,File:Tongeren Sint-Jozefstraat n°8 (1).JPG,41,"[{'lat': 50.779, 'lon': 5.46976, 'primary': False}]",,,50.780411024272375,5.518021278359958,5000
25849128,6,File:Tongeren Sint-Rosastraat anno 1648.JPG,42,"[{'lat': 50.77933, 'lon': 5.47056, 'primary': False}]",,,50.780411024272375,5.518021278359958,5000
25849129,6,File:Tongeren Sint-Rosastraat anno 1643.JPG,43,"[{'lat': 50.77929, 'lon': 5.46978, 'primary': False}]",,,50.780411024272375,5.518021278359958,5000
28182808,6,File:37433-Pastorie.jpg,44,"[{'lat': 50.79125, 'lon': 5.49307, 'primary': False}]",local,"[{'thumburl': 'https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/37433-Pastorie.jpg/320px-37433-Pastorie.jpg', 'thumbwidth': 320, 'thumbheight': 398, 'responsiveUrls': {'1.5': 'https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/37433-Pastorie.jpg/480px-37433-Pastorie.jpg', '2': 'https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/37433-Pastorie.jpg/640px-37433-Pastorie.jpg'}, 'url': 'https://upload.wikimedia.org/wikipedia/commons/2/2b/37433-Pastorie.jpg', 'descriptionurl': 'https://commons.wikimedia.org/wiki/File:37433-Pastorie.jpg', 'descriptionshorturl': 'https://commons.wikimedia.org/w/index.php?curid=28182808'}]",50.780411024272375,5.518021278359958,5000
28182817,6,File:37432-Parochiekerk Sint-Martinus (3).jpg,45,"[{'lat': 50.7904, 'lon': 5.49333, 'primary': False}]",local,"[{'thumburl': 'https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/37432-Parochiekerk_Sint-Martinus_%283%29.jpg/320px-37432-Parochiekerk_Sint-Martinus_%283%29.jpg', 'thumbwidth': 320, 'thumbheight': 427, 'responsiveUrls': {'1.5': 'https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/37432-Parochiekerk_Sint-Martinus_%283%29.jpg/480px-37432-Parochiekerk_Sint-Martinus_%283%29.jpg', '2': 'https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/37432-Parochiekerk_Sint-Martinus_%283%29.jpg/640px-37432-Parochiekerk_Sint-Martinus_%283%29.jpg'}, 'url': 'https://upload.wikimedia.org/wikipedia/commons/6/65/37432-Parochiekerk_Sint-Martinus_%283%29.jpg', 'descriptionurl': 'https://commons.wikimedia.org/wiki/File:37432-Parochiekerk_Sint-Martinus_(3).jpg', 'descriptionshorturl': 'https://commons.wikimedia.org/w/index.php?curid=28182817'}]",50.780411024272375,5.518021278359958,5000
