image_path,predicted_score
data/processed/wikimedia_commons/images/UK/ns6/612/File:Caledonian Road ^ Barnsbury Station - geograph.org.uk - 4336687.jpeg,1.9690735
data/processed/wikimedia_commons/images/CZ/ns6/1965/File:Kobylisy 2.jpeg,1.8560908
data/processed/wikimedia_commons/images/DE/ns6/7118/File:Berlin - S-Bahnhof Köpenick (7712989104).jpeg,1.9617453
"data/processed/wikimedia_commons/images/ES/ns6/1253/File:Valencia, tramvajová zatáčka.jpeg",1.9885073
data/processed/wikimedia_commons/images/AT/ns6/870/File:Wien 10 Hertha Firnberg Schule c.jpeg,1.949733
"data/processed/wikimedia_commons/images/PT/ns6/7/File:2016 Albufeira, Municipal Tourist Office Estrada de Ferreiras, 10 November (3).jpeg",1.9654949
data/processed/wikimedia_commons/images/FR/ns6/14556/File:Musée des maquettes à nourrir et courir le monde à Clairvaux-les-Lacs - 27.jpeg,1.8688946
"data/processed/wikimedia_commons/images/UK/ns6/410/File:Hogarth Roundabout, Burlington Lane approach - geograph.org.uk - 2219657.jpeg",1.9626485
data/processed/wikimedia_commons/images/FR/ns6/32587/File:Autoroute A1 - Saint-Denis (FR93) - 2022-01-29 - 1.jpeg,1.9349375
data/processed/wikimedia_commons/images/NL/ns6/2311/File:Rotterdamse Schouwburg I73512 - kopie.jpeg,1.8418157
"data/processed/wikimedia_commons/images/DE/ns6/5020/File:2020-11-24 Stuttgarter Straße, Dresden 04.jpeg",1.9306507
data/processed/wikimedia_commons/images/FR/ns6/22926/File:2021-10-31 12-41-27 sf-connexion-Colmar.jpeg,1.8805597
"data/processed/wikimedia_commons/images/FI/ns6/68/File:Katajanokka, Helsinki, Cinderella - 20230806 - 06.jpeg",1.9357598
data/processed/wikimedia_commons/images/DK/ns6/260/File:Frederiksberg Allé Station 14.jpeg,1.908195
data/processed/wikimedia_commons/images/FR/ns6/34539/File:Station Trocadéro Métro Paris Ligne 6 - Paris XVI (FR75) - 2022-07-01 - 1.jpeg,1.9138577
data/processed/wikimedia_commons/images/PT/ns6/165/File:Un avion à l'embarquement en janvier 2022 à l'aéroport de Lisbonne (5).jpeg,1.9265583
data/processed/wikimedia_commons/images/DE/ns6/5325/File:Pestalozzischule Meißen 2021-03-14 5.jpeg,1.971836
"data/processed/wikimedia_commons/images/BE/ns6/269/File:Oetingen (Gooik) - Internationale Wielertrofee Jong Maar Moedig, 24 juni 2015 (E09, Grote Prijs Alfons Willems).jpeg",1.8663294
"data/processed/wikimedia_commons/images/UK/ns6/487/File:'The Gherkin' seen from Borough High Street, south London - geograph.org.uk - 1522084.jpeg",1.9971764
data/processed/wikimedia_commons/images/FR/ns6/31414/File:Rue Général Lucotte - Paris XV (FR75) - 2021-08-10 - 1.jpeg,1.9376485
data/processed/wikimedia_commons/images/DE/ns6/6787/File:Ihme-Zentrum apartment complex Spinnereistrasse Linden Mitte Hannover Germany 02.jpeg,1.8219849
data/processed/wikimedia_commons/images/DE/ns6/1586/File:Feuerwehr Güglingen - panoramio.jpeg,1.9100914
data/processed/wikimedia_commons/images/FR/ns6/37600/File:Place Général Leclerc - Saint-Denis (FR93) - 2022-07-30 - 2.jpeg,1.9779625
data/processed/wikimedia_commons/images/DE/ns6/7056/File:Halensee Kurfürstendammbrücke-004.jpeg,1.9308705
"data/processed/wikimedia_commons/images/DE/ns6/6777/File:RE3 + RE2, 3, 1, Mitte, Hannover.jpeg",1.9924705
data/processed/wikimedia_commons/images/FR/ns6/28842/File:Vélizy 2 le 23 avril 2017 - 07.jpeg,1.7789922
data/processed/wikimedia_commons/images/BE/ns6/216/File:Aachener & Burtscheider Pferdeiseenbahn (Liège).jpeg,1.838525
"data/processed/wikimedia_commons/images/CZ/ns6/1906/File:Praha, kostel U Jákobova žebříku, malý sál, celkový pohled.jpeg",1.9635952
"data/processed/wikimedia_commons/images/NL/ns6/1337/File:British Petroleum petrol station, Groningen (2020) 04.jpeg",1.9808263
data/processed/wikimedia_commons/images/FR/ns6/34335/File:Avenue Charles Garcia - Fontenay-sous-Bois (FR94) - 2023-09-06 - 1.jpeg,1.950694
data/processed/wikimedia_commons/images/FR/ns6/35460/File:Place Louis Joseph Maës - Clichy (FR92) - 2023-07-08 - 1.jpeg,1.8847778
"data/processed/wikimedia_commons/images/CZ/ns6/1833/File:Karosářská, areál ČSAD Logistik.jpeg",1.9449819
data/processed/wikimedia_commons/images/FR/ns6/35818/File:Promenade Saint Leufroy - Suresnes (FR92) - 2023-09-09 - 2.jpeg,1.9808993
"data/processed/wikimedia_commons/images/IE/ns6/104/File:Cluain Meala (Clonmel), Gladstone Street - geograph.org.uk - 260582.jpeg",1.996491
data/processed/wikimedia_commons/images/AT/ns6/276/File:Baufortschritt - Science Tower - panoramio (14).jpeg,1.9723896
"data/processed/wikimedia_commons/images/PL/ns6/1485/File:Nowy Dwór Mazowiecki, Nowołęczna 6 - fotopolska.eu (329652).jpeg",1.988638
data/processed/wikimedia_commons/images/NL/ns6/1359/File:20120728 Gabriëlstraat 2-190 (Woonzorgcentrum Gabriël) Hoogkerk Groningen NL.jpeg,1.8750658
data/processed/wikimedia_commons/images/AT/ns6/912/File:FEI STU 03.jpeg,1.9903198
data/processed/wikimedia_commons/images/UK/ns6/1433/File:KFC Garston.jpeg,1.8815751
"data/processed/wikimedia_commons/images/ES/ns6/4044/File:Campo de fútbol do Loureiro, Oza dos Ríos - 1.jpeg",1.9821804
data/processed/wikimedia_commons/images/FR/ns6/30134/File:Station Métro Château Vincennes Ligne 1 - Vincennes (FR94) - 2022-06-09 - 4.jpeg,1.980576
data/processed/wikimedia_commons/images/FR/ns6/9822/File:Ancienne blanchisserie des Hospices Civils de Lyon - cours Lafayette - travaux (2).jpeg,1.987401
data/processed/wikimedia_commons/images/LT/ns6/240/File:Unnamed2 - panoramio (4890).jpeg,1.994977
data/processed/wikimedia_commons/images/ES/ns6/1773/File:Feria de Madrid 2.jpeg,1.7209591
data/processed/wikimedia_commons/images/FR/ns6/31407/File:Station Métro Motte Picquet Grenelle Lignes 8 & 10 - Paris XV (FR75) - 2022-06-18 - 1.jpeg,1.9137737
"data/processed/wikimedia_commons/images/SE/ns6/1025/File:Duvan 6, Stockholm -01.jpeg",1.9767113
data/processed/wikimedia_commons/images/NL/ns6/394/File:Den Haag - 2013 - panoramio (86).jpeg,1.9934652
data/processed/wikimedia_commons/images/MT/ns6/34/File:Gharghur and Paceville 01.jpeg,1.9349828
data/processed/wikimedia_commons/images/PL/ns6/2425/File:Dąbrowa Górnicza Train Station - entrance to the underpass leading to the platform and the other side.jpeg,1.9437549
"data/processed/wikimedia_commons/images/DE/ns6/6446/File:A2 - Kreuz 28, Ostwestfalen - Lippe (500m) - geo-en.hlipp.de - 13892.jpeg",1.9427599
data/processed/wikimedia_commons/images/DE/ns6/3146/File:Frankfurt November 2012 - panoramio (3).jpeg,1.954145
data/processed/wikimedia_commons/images/DE/ns6/3378/File:Schleußner Staße Bad Homburg 170312 01.jpeg,1.8539464
data/processed/wikimedia_commons/images/PL/ns6/1179/File:Budynek Urzędu Gminy Wiśniew.jpeg,1.9742534
data/processed/wikimedia_commons/images/ES/ns6/4110/File:Erandioko Metro geltokia.jpeg,1.8563812
data/processed/wikimedia_commons/images/LT/ns6/117/File:Kauno paveikslų galerija - grafičiai.jpeg,1.9849182
data/processed/wikimedia_commons/images/FR/ns6/29857/File:Rue Camille Desmoulins - Villejuif (FR94) - 2022-03-06 - 2.jpeg,1.9499979
"data/processed/wikimedia_commons/images/PL/ns6/1844/File:Tkacka Street in Szczecin, September 2022 02.jpeg",1.8832532
data/processed/wikimedia_commons/images/FR/ns6/3859/File:Bus Tisséo - Métro La Vache.jpeg,1.7731906
data/processed/wikimedia_commons/images/FR/ns6/37600/File:Rails Tramway IdF Ligne 5 Avenue Roger Sémat - Saint-Denis (FR93) - 2022-07-30 - 2.jpeg,1.8493388
data/processed/wikimedia_commons/images/FR/ns6/12867/File:Plaque Rue Granges Bardes - Bourg-en-Bresse (FR01) - 2021-12-22 - 1.jpeg,1.9862344
data/processed/wikimedia_commons/images/FR/ns6/35891/File:Station Clichy Bois Mairie Tramway IdF Ligne 4 - Clichy-sous-Bois (FR93) - 2023-10-29 - 3.jpeg,1.8503071
data/processed/wikimedia_commons/images/DE/ns6/4545/File:Generalsanierung große Start- und Landebahn Airport Köln Bonn-6528.jpeg,1.8322363
data/processed/wikimedia_commons/images/HU/ns6/320/File:103-as busz (GNX-342).jpeg,1.8894922
data/processed/wikimedia_commons/images/CZ/ns6/1917/File:Praha Liben Kovanecka 27 UNYP Arena b.jpeg,1.9939021
data/processed/wikimedia_commons/images/FR/ns6/31345/File:Meeting Rachida Dati - mars 2020.jpeg,1.5941951
data/processed/wikimedia_commons/images/FR/ns6/35975/File:Station Mairie Lilas Métro Paris Ligne 11 - Les Lilas (FR93) - 2024-02-18 - 4.jpeg,1.8958888
data/processed/wikimedia_commons/images/FR/ns6/39673/File:Gare de Franchet d'Esperey-2016.jpeg,1.9863504
data/processed/wikimedia_commons/images/PT/ns6/165/File:Lisbon-Portela Airport in 2020.04.jpeg,1.957943
data/processed/wikimedia_commons/images/CZ/ns6/1894/File:Spitfire Butterfly Prag C.jpeg,1.884338
data/processed/wikimedia_commons/images/ES/ns6/2217/File:Ferrari Store (1804755573).jpeg,1.9392838
"data/processed/wikimedia_commons/images/DE/ns6/6149/File:Westerbönen, 59199 Bönen, Germany - panoramio (3).jpeg",1.925113
data/processed/wikimedia_commons/images/CH/ns6/693/File:Electronics At Sls At Psi (248229745).jpeg,1.9285873
data/processed/wikimedia_commons/images/DK/ns6/92/File:Brundtlandcenteret.jpeg,1.9601644
data/processed/wikimedia_commons/images/SK/ns6/68/File:2020-07-05 Siemens Vectron MS of ELL Austria in RegioJet service at Bratislava hlavná stanica platform 10.jpeg,1.8931543
data/processed/wikimedia_commons/images/UK/ns6/99/File:Sharp Road - geograph.org.uk - 397931.jpeg,1.9960158
data/processed/wikimedia_commons/images/ES/ns6/2483/File:Estació Sabadell- Rambla - Obres ampliació.jpeg,1.9619142
"data/processed/wikimedia_commons/images/UK/ns6/1100/File:Train clearing Britain's railways, Solihull - geograph.org.uk - 2897737.jpeg",1.92076
data/processed/wikimedia_commons/images/UK/ns6/442/File:Dee Street E14 - Graffiti - geograph.org.uk - 476870.jpeg,1.9338698
data/processed/wikimedia_commons/images/EE/ns6/242/File:TLT Solaris Urbino 18 CNG 1553 21-09-2022.jpeg,1.9699076
data/processed/wikimedia_commons/images/AT/ns6/271/File:Graz - Flickr - -ErWin (3).jpeg,1.8731084
data/processed/wikimedia_commons/images/FR/ns6/38096/File:Arrêt Bus Cimetière Route Tremblay - Villepinte (FR93) - 2023-04-08 - 1.jpeg,1.8444655
data/processed/wikimedia_commons/images/CZ/ns6/2522/File:Most - panoramio (15).jpeg,1.9743996
data/processed/wikimedia_commons/images/FR/ns6/4192/File:Honeymoon-636 (14626912296).jpeg,1.9862099
"data/processed/wikimedia_commons/images/CZ/ns6/341/File:Dukovany, jaderná elektrárna, interiér informačního střediska (04).jpeg",1.8884038
data/processed/wikimedia_commons/images/PL/ns6/2327/File:Chorzów tram depot hall 2017.jpeg,1.9839424
"data/processed/wikimedia_commons/images/BE/ns6/36/File:Fourmies - Grand Prix de Fourmies, 6 septembre 2015 (D58).jpeg",1.773792
data/processed/wikimedia_commons/images/FR/ns6/30586/File:Mondial Ping - Ping star - Sandra Laoura 01.jpeg,1.9504899
data/processed/wikimedia_commons/images/DE/ns6/4224/File:Police in front of a motorway junction at Ende Gelände 28-10-2018 03.jpeg,1.9586744
data/processed/wikimedia_commons/images/FR/ns6/21521/File:24 heures du Mans 1970 (5000553681).jpeg,1.9116877
data/processed/wikimedia_commons/images/UK/ns6/484/File:Tower Bridge Road towards Tower Bridge - geograph.org.uk - 3644897.jpeg,1.8755316
data/processed/wikimedia_commons/images/IT/ns6/1765/File:Tram Mestre (1).jpeg,1.8993542
"data/processed/wikimedia_commons/images/SE/ns6/1106/File:Starlight, Baltic Princess, 20220827.jpeg",1.8901141
"data/processed/wikimedia_commons/images/DE/ns6/6834/File:Verkehrswende jetzt! - Fahrraddemo über die AVUS - Potsdam - Glienicker Brücke, Bahnhof Wannsee, Berlin 2020-06-17 25.jpeg",1.9885228
data/processed/wikimedia_commons/images/FR/ns6/30904/File:Station Bonne Nouvelle Métro Paris Ligne 9 - Paris X (FR75) - 2022-07-02 - 4.jpeg,1.8171471
data/processed/wikimedia_commons/images/UK/ns6/817/File:47828 Witham DGL 201015.jpeg,1.958353
data/processed/wikimedia_commons/images/FR/ns6/20546/File:2023-07-28 17-14-20 TA-PlancheBellesFilles.jpeg,1.7929971
"data/processed/wikimedia_commons/images/ES/ns6/3324/File:Polígono industrial de Racelo, A Lama.jpeg",1.9952555
data/processed/wikimedia_commons/images/CZ/ns6/1742/File:Muzeum ČD Lužná u Rakovníka - panoramio (54).jpeg,1.8886442
"data/processed/wikimedia_commons/images/FR/ns6/34918/File:Eurostar Paris Gare du Nord Station, 8 October 2011.jpeg",1.9641542
"data/processed/wikimedia_commons/images/CZ/ns6/2571/File:Mladá Boleslav, náměstí Republiky, autobus PID a IDOL.jpeg",1.974216
"data/processed/wikimedia_commons/images/UK/ns6/1255/File:Robinson ^ Young, Wem - geograph.org.uk - 4194060.jpeg",1.7700334
data/processed/wikimedia_commons/images/FR/ns6/35424/File:Station Exelmans Métro Paris Ligne 9 - Paris XVI (FR75) - 2022-07-04 - 1.jpeg,1.9997606
data/processed/wikimedia_commons/images/DE/ns6/7147/File:S-Warschauer neue Fußgängerbrücke-14.jpeg,1.8060604
data/processed/wikimedia_commons/images/FR/ns6/28105/File:Centre commercial régional Ulis 2 aux Ulis le 23 août 2012 - 23.jpeg,1.7920728
data/processed/wikimedia_commons/images/LT/ns6/7/File:XL size Norfa in Druskininkai.jpeg,1.9236771
data/processed/wikimedia_commons/images/DE/ns6/6985/File:OH-SAJ (16430545235).jpeg,1.9633942
data/processed/wikimedia_commons/images/FI/ns6/883/File:Vaasa oikeustalo 2018.jpeg,1.9816211
data/processed/wikimedia_commons/images/FR/ns6/29641/File:Villejuif in 2022 - rue des Coquettes 134.jpeg,1.9684669
"data/processed/wikimedia_commons/images/DE/ns6/7172/File:Police at Landsberger Allee-Petersburger Straße in Berlin in front of the ""Heß-Marsch"" Demonstration.jpeg",1.9451952
data/processed/wikimedia_commons/images/PL/ns6/1311/File:20180810 090849 Warszawa Zachodnia bus station august 2018.jpeg,1.8532348
"data/processed/wikimedia_commons/images/BE/ns6/184/File:Wambrechies, la Deule (été 2016) (2).jpeg",1.9953866
data/processed/wikimedia_commons/images/SE/ns6/844/File:X60 train 6009 passing by (3203294683).jpeg,1.9291492
data/processed/wikimedia_commons/images/ES/ns6/464/File:Boeing 737-8AS Ryanair EI-EFA (7157015029).jpeg,1.9402294
data/processed/wikimedia_commons/images/EL/ns6/415/File:Akti Posidonos - panoramio (1).jpeg,1.8653651
data/processed/wikimedia_commons/images/DE/ns6/6471/File:Baruth Mark-Bernhardsmüh Ortsansicht 01.jpeg,1.9864094
data/processed/wikimedia_commons/images/PL/ns6/2307/File:Podczas meczu (7684847598).jpeg,1.9995351
data/processed/wikimedia_commons/images/PL/ns6/711/File:Renoma01.jpeg,1.7664623
"data/processed/wikimedia_commons/images/FR/ns6/16535/File:Lycée Blanche-de-Castille, Nantes 03.jpeg",1.9726977
"data/processed/wikimedia_commons/images/DE/ns6/5162/File:Linie O1, 1, Haan, Landkreis Mettmann.jpeg",1.9812696
data/processed/wikimedia_commons/images/FR/ns6/5045/File:Poterie Le Chêne Vert 01.jpeg,1.9962516
data/processed/wikimedia_commons/images/FR/ns6/10766/File:Kiloutou Beynost - Mai 2017 - 2.jpeg,1.9000597
data/processed/wikimedia_commons/images/DE/ns6/7134/File:Straßenbahn Haltestelle S Karlshorst-9247.jpeg,1.9551148
data/processed/wikimedia_commons/images/PL/ns6/2329/File:Świętochłowice Lipiny - ulica Barlickiego 07.jpeg,1.9803966
data/processed/wikimedia_commons/images/FR/ns6/37084/File:Accès Station Métro Front Populaire Place Front Populaire - Aubervilliers (FR93) - 2022-01-29 - 1.jpeg,1.9125502
data/processed/wikimedia_commons/images/FR/ns6/33312/File:Place Martyrs Résistance Déportation - Rosny-sous-Bois (FR93) - 2023-03-15 - 2.jpeg,1.9577184
"data/processed/wikimedia_commons/images/CZ/ns6/1830/File:Štěrboholy, Fashion Arena, autobus, zezadu (01).jpeg",1.9287859
data/processed/wikimedia_commons/images/FR/ns6/15216/File:Travys TPYG 229.jpeg,1.8780737
"data/processed/wikimedia_commons/images/PL/ns6/845/File:Radom, Frigolanda - Frigo Radom Sp. z o - fotopolska.eu (305081) (cropped).jpeg",1.9781849
data/processed/wikimedia_commons/images/ES/ns6/383/File:Metro Granada - Anfiteatro 03.jpeg,1.8261178
data/processed/wikimedia_commons/images/UK/ns6/560/File:KSC Carpets Swansea - geograph.org.uk - 3670771.jpeg,1.9921637
data/processed/wikimedia_commons/images/DE/ns6/4936/File:FFH-Gebiet Kahler Berg und Drachenschwanz bei Tunzenhausen.jpeg,1.9538064
"data/processed/wikimedia_commons/images/CZ/ns6/1979/File:Újezd nad Lesy, Staroklánovická, křižovatka.jpeg",1.986014
data/processed/wikimedia_commons/images/DE/ns6/7247/File:Märkisches Viertel Stadtbad.jpeg,1.8945546
data/processed/wikimedia_commons/images/SE/ns6/880/File:Stockholm subway sätra 20060913 002.jpeg,1.9741702
"data/processed/wikimedia_commons/images/CZ/ns6/1838/File:Strašnice, Průběžná, rekonstrukce TT, Dubečská, asfaltéři.jpeg",1.9648001
"data/processed/wikimedia_commons/images/CZ/ns6/1874/File:Náměstí Bratří Synků, od Boleslavovy.jpeg",1.8499303
data/processed/wikimedia_commons/images/DE/ns6/7615/File:2019-07-04 BeachVolleyball Weltmeisterschaft Hamburg 2019 StP 3239 LR by Stepro.jpeg,1.9186057
data/processed/wikimedia_commons/images/SE/ns6/1025/File:Centralplan01.jpeg,1.9529352
data/processed/wikimedia_commons/images/FR/ns6/14329/File:Lausanne - panoramio (5).jpeg,1.9802468
"data/processed/wikimedia_commons/images/CZ/ns6/1910/File:Libeň, Lisabonská, ČKD Kompresory.jpeg",1.9025862
data/processed/wikimedia_commons/images/UK/ns6/625/File:Hampstead Theatre logo.jpeg,1.9387223
data/processed/wikimedia_commons/images/DE/ns6/876/File:2021 10 14 OG Albersboesch 05.jpeg,1.9625943
data/processed/wikimedia_commons/images/DE/ns6/7526/File:A1-A7 - Kreuz 40 (Horster Dreieck) - geo.hlipp.de - 31219.jpeg,1.907031
data/processed/wikimedia_commons/images/LT/ns6/81/File:VMS in Vilnius 20190817 135815.jpeg,1.9384499
data/processed/wikimedia_commons/images/FR/ns6/32471/File:Boulevard Maurice Berteaux - Neuilly-sur-Marne (FR93) - 2021-04-08 - 2.jpeg,1.963567
data/processed/wikimedia_commons/images/FR/ns6/31913/File:Avant Étape 21 Tour France 2022 Boulevard Bouvets - Nanterre (FR92) - 2022-07-24 - 4.jpeg,1.9315872
data/processed/wikimedia_commons/images/UK/ns6/1484/File:Vauxhall Road - geograph.org.uk - 4096783.jpeg,1.9960556
"data/processed/wikimedia_commons/images/CZ/ns6/579/File:Zlín, Sokolská, trolejbus ev. č. 204 s reklamou na Zoo Zlín.jpeg",1.8143907
"data/processed/wikimedia_commons/images/PL/ns6/1262/File:Konstal 13N, Tramwaje Warszawskie (15812938740).jpeg",1.9610878
"data/processed/wikimedia_commons/images/ES/ns6/1774/File:Indra headquarters (Alcobendas, Spain) 01.jpeg",1.9846022
data/processed/wikimedia_commons/images/UK/ns6/1199/File:Train on the level crossing heading South - geograph.org.uk - 404491.jpeg,1.9829988
data/processed/wikimedia_commons/images/ES/ns6/1384/File:Estadi balear nou.jpeg,1.9367285
"data/processed/wikimedia_commons/images/CZ/ns6/1849/File:Praha, Vinohrady, Vinohradská, tramvaj 9237.jpeg",1.987565
data/processed/wikimedia_commons/images/NL/ns6/27/File:LKW Scania V120 ~ Frisinghelli ~ Eynatten.jpeg,1.984014
"data/processed/wikimedia_commons/images/DE/ns6/6387/File:Am Bahnhof 8, 1, Alfeld, Landkreis Hildesheim.jpeg",1.8863143
"data/processed/wikimedia_commons/images/CZ/ns6/1826/File:Horní Měcholupy, Na Vartě, sport bar Klec.jpeg",1.9128585
data/processed/wikimedia_commons/images/UK/ns6/1694/File:Northallerton prison wfm IMG 20150728 111920.jpeg,1.8845032
data/processed/wikimedia_commons/images/ES/ns6/1813/File:Portugal e Espanha DSC04935 (26056279545).jpeg,1.9621885
data/processed/wikimedia_commons/images/DE/ns6/4917/File:WikiCon 2021 Erfurt 032.jpeg,1.9279056
"data/processed/wikimedia_commons/images/PL/ns6/1260/File:Warsaw, 22 Towarowa Street, Centrum Handlowe Jupiter, 8.jpeg",1.9797376
data/processed/wikimedia_commons/images/FR/ns6/30957/File:Rue Provence - Rungis (FR94) - 2022-05-25 - 1.jpeg,1.9069095
data/processed/wikimedia_commons/images/FR/ns6/34948/File:Ateliers La Villette RATP - TME 22 & V323.jpeg,1.7703793
data/processed/wikimedia_commons/images/FI/ns6/669/File:Ahjokatu 12 in Jyväskylä.jpeg,1.9053433
data/processed/wikimedia_commons/images/FR/ns6/29596/File:Arrêt bus Pompadour Créteil 5.jpeg,1.8960036
data/processed/wikimedia_commons/images/DE/ns6/7236/File:BVG Bus 350 Berlin-Karow 03.jpeg,1.9152718
data/processed/wikimedia_commons/images/FR/ns6/26069/File:LH-0920-36.jpeg,1.9529432
data/processed/wikimedia_commons/images/FR/ns6/26528/File:Centre commercial de la Giroderie à Rambouillet le 23 mai 2017 - 12.jpeg,1.9161506
"data/processed/wikimedia_commons/images/DE/ns6/3508/File:Schauenstein, St. Bartholomäus (50).jpeg",1.9411268
data/processed/wikimedia_commons/images/FR/ns6/31776/File:Station Pelleport Métro Paris Ligne 3bis - Paris XX (FR75) - 2022-06-24 - 6.jpeg,1.9989507
data/processed/wikimedia_commons/images/NO/ns6/39/File:Elkjøp Kristiansand.jpeg,1.6618037
"data/processed/wikimedia_commons/images/CZ/ns6/1815/File:Sedlářova street, north part, Praha.jpeg",1.9341247
"data/processed/wikimedia_commons/images/PL/ns6/1217/File:Scania CN270UB, -A-589, PKS Grodzisk Mazowiecki (16881583696).jpeg",1.955534
data/processed/wikimedia_commons/images/ES/ns6/142/File:Bahía Mar Cinemas 14 (9090554573).jpeg,1.9006643
"data/processed/wikimedia_commons/images/UK/ns6/37/File:St Austell Library - children's library area, Cornwall - November 2022.jpeg",1.8413079
"data/processed/wikimedia_commons/images/UK/ns6/566/File:NW side of J ^ B Sewing Machine premises, Newport - geograph.org.uk - 2794430.jpeg",1.9219112
data/processed/wikimedia_commons/images/IT/ns6/755/File:Torre Maura (platform).jpeg,1.9640884
data/processed/wikimedia_commons/images/IT/ns6/2138/File:Via Surpunt 6.jpeg,1.9196588
data/processed/wikimedia_commons/images/DE/ns6/1171/File:Offendorf carrefour express rue de gambsheim1.jpeg,1.9266555
"data/processed/wikimedia_commons/images/ES/ns6/1223/File:12 153 Bf Valencia Hbf, ET 3818.jpeg",1.8949345
"data/processed/wikimedia_commons/images/IE/ns6/291/File:Eamonn Burke Limited, Massreagh, Skreen, Co. Sligo - geograph.org.uk - 4687458.jpeg",1.820964
