image_path,predicted_score
data/processed/wikimedia_commons/images/IE/ns6/22/File:House with a view - geograph.org.uk - 4189646.jpeg,4.2844563
data/processed/wikimedia_commons/images/DE/ns6/7222/File:Wagenitz Preussischer Ganzmeilenstein-03.jpeg,4.0961447
"data/processed/wikimedia_commons/images/ES/ns6/3074/File:Valença, Cristelo Covo e Arão (52058048781).jpeg",4.4045367
data/processed/wikimedia_commons/images/UK/ns6/1924/File:Summit of Snarhead Hill - geograph.org.uk - 2973476.jpeg,4.143334
data/processed/wikimedia_commons/images/HR/ns6/325/File:Gornja Supetarska Draga - panoramio.jpeg,4.503166
data/processed/wikimedia_commons/images/UK/ns6/1964/File:Moorland north of Windlestraw Law - geograph.org.uk - 1717127.jpeg,4.1529603
data/processed/wikimedia_commons/images/SK/ns6/421/File:Uherská (30).jpeg,4.3906546
data/processed/wikimedia_commons/images/EL/ns6/760/File:Meteora-246 (22777728666).jpeg,4.7262383
data/processed/wikimedia_commons/images/DE/ns6/11/File:Blaue Piste Söllerecktalabfahrt - panoramio (1).jpeg,4.405181
data/processed/wikimedia_commons/images/AT/ns6/304/File:Birgitz.jpeg,4.7806244
"data/processed/wikimedia_commons/images/IE/ns6/119/File:Bell tower, Moor Abbey - geograph.org.uk - 5918653.jpeg",4.027686
data/processed/wikimedia_commons/images/ES/ns6/3142/File:SANT ISCLE I SANTA VICTÒRIA - LLINARS - IB-222.jpeg,4.0751343
data/processed/wikimedia_commons/images/FR/ns6/8398/File:Grand-Brassac église sculptures portail nord détail (22).jpeg,4.217272
data/processed/wikimedia_commons/images/IT/ns6/892/File:Amiternum 2013 by-RaBoe 104.jpeg,4.4100623
"data/processed/wikimedia_commons/images/CZ/ns6/787/File:Louka (okres Písek), rybník na jihu.jpeg",4.137943
data/processed/wikimedia_commons/images/MK/ns6/107/File:Matka 29.05 (332).jpeg,4.3716164
"data/processed/wikimedia_commons/images/IT/ns6/2194/File:39040 Kastelruth, Province of Bolzano - South Tyrol, Italy - panoramio (86).jpeg",4.87121
data/processed/wikimedia_commons/images/PL/ns6/2390/File:Kopa Biskupia - widok 2.jpeg,4.329772
data/processed/wikimedia_commons/images/FR/ns6/9069/File:View of Nonette.jpeg,4.43481
data/processed/wikimedia_commons/images/DE/ns6/212/File:2013-07-14 Bergrettung Bodenschneid 1054.jpeg,4.0769763
data/processed/wikimedia_commons/images/DE/ns6/5052/File:2022-08-16 Schwedenlöcher 07.jpeg,4.283517
data/processed/wikimedia_commons/images/EL/ns6/200/File:Therma Kos 1.jpeg,4.764457
data/processed/wikimedia_commons/images/FR/ns6/10928/File:Talloires-Montmin (51221970329).jpeg,4.9341626
data/processed/wikimedia_commons/images/CH/ns6/158/File:Saint Pancratius church of Yvoire 03.jpeg,4.0606885
data/processed/wikimedia_commons/images/DE/ns6/7298/File:Wandlitz 3. Heiliger Pfuhl lub 2023-08-11.jpeg,4.337524
data/processed/wikimedia_commons/images/IT/ns6/2269/File:Am Timmelsjoch (2).jpeg,4.9090996
data/processed/wikimedia_commons/images/FR/ns6/17003/File:Hoedic De Portz Guen Vers Casperaquiz Plage Port Blanc - panoramio (1).jpeg,4.9473433
data/processed/wikimedia_commons/images/AT/ns6/93/File:Sankt Georgen am Längsee Hochosterwitz Burg W-Ansicht 14042021 0774.jpeg,4.642168
data/processed/wikimedia_commons/images/DE/ns6/3346/File:Rhine Boppard (10575078903).jpeg,4.2774134
data/processed/wikimedia_commons/images/UK/ns6/1809/File:Changue Fell - geograph.org.uk - 719400.jpeg,4.431486
data/processed/wikimedia_commons/images/HR/ns6/54/File:Luka Split 150126 stitch cyl.jpeg,4.341981
data/processed/wikimedia_commons/images/FR/ns6/31394/File:Tour Eiffel Passy (49886204292).jpeg,4.067394
data/processed/wikimedia_commons/images/IT/ns6/1893/File:Canto Alto all'orizzonte - panoramio.jpeg,4.253167
"data/processed/wikimedia_commons/images/ES/ns6/3906/File:À 3,5km de l'Aubisque, vue versant Ouest - panoramio.jpeg",4.7394447
"data/processed/wikimedia_commons/images/RO/ns6/236/File:Dridu, Romania - panoramio.jpeg",4.3618693
data/processed/wikimedia_commons/images/UK/ns6/2324/File:Falls on the Blackwater River - geograph.org.uk - 2225126.jpeg,4.2111793
data/processed/wikimedia_commons/images/UK/ns6/1977/File:Rashiefield Bridge - geograph.org.uk - 250370.jpeg,4.015638
data/processed/wikimedia_commons/images/FR/ns6/24112/File:Phare de Kermorvan - 001.jpeg,4.123798
data/processed/wikimedia_commons/images/UK/ns6/2403/File:Loch Cul a'Mhill - geograph.org.uk - 1510088.jpeg,4.768788
"data/processed/wikimedia_commons/images/ME/ns6/23/File:2024-02-03 A view from Sveti Ilija Peak, Vrmac Mountain 9.jpeg",4.775891
data/processed/wikimedia_commons/images/IS/ns6/43/File:Reykjanes peninsula I (15549455585).jpeg,4.304895
"data/processed/wikimedia_commons/images/CZ/ns6/977/File:Písečné (ZR), návesní rybník (4).jpeg",4.024032
data/processed/wikimedia_commons/images/DE/ns6/4186/File:Epen-Plaatweg 3 (6).jpeg,4.1715508
data/processed/wikimedia_commons/images/CZ/ns6/2051/File:Rybník Velký Karlov 11.jpeg,4.3739233
data/processed/wikimedia_commons/images/DE/ns6/4600/File:Kunitz 2003-09-29 02.jpeg,4.47028
data/processed/wikimedia_commons/images/IT/ns6/2297/File:Stazione di Bacu Abis 3.jpeg,4.7315445
data/processed/wikimedia_commons/images/BE/ns6/476/File:20090725 Zevergem (0005).jpeg,4.118165
data/processed/wikimedia_commons/images/FR/ns6/15509/File:Borne frontière France-Suisse (Doubs-Neuchâtel) no.143 - 08.jpeg,4.071111
data/processed/wikimedia_commons/images/LV/ns6/352/File:Cēsis Castle west tower in autumn 2014.jpeg,4.1037254
data/processed/wikimedia_commons/images/SE/ns6/918/File:Stockholms innerstad - KMB - 16001000185484.jpeg,4.3617887
data/processed/wikimedia_commons/images/CH/ns6/64/File:Crêt de la Dame @ Groisy (50968528153).jpeg,4.883715
data/processed/wikimedia_commons/images/ES/ns6/2780/File:Turó de Morou - 20210711 130026.jpeg,4.2016873
data/processed/wikimedia_commons/images/PT/ns6/340/File:Fraga da Pena - Queiriz- Portugal (9145846011).jpeg,4.927459
data/processed/wikimedia_commons/images/UK/ns6/2382/File:Geodha Mhartin - geograph.org.uk - 1346736.jpeg,4.8892264
"data/processed/wikimedia_commons/images/LV/ns6/238/File:House of Blackheads and St. Peter's Church Tower, Riga, Latvia - 17 September 2014.jpeg",4.0031776
data/processed/wikimedia_commons/images/NL/ns6/95/File:Riemst Kanne Oude Weg Kruispuntlinde (4) - 190806 - onroerenderfgoed.jpeg,4.024943
data/processed/wikimedia_commons/images/DE/ns6/6824/File:Canyon at NSG Glindower Alpen 2022-05-25 07.jpeg,4.069813
data/processed/wikimedia_commons/images/ES/ns6/2828/File:Torre de Iglesia de La Muedra (Soria).jpeg,4.261656
data/processed/wikimedia_commons/images/ES/ns6/2140/File:Hoces del Rio Duratón (2404620412).jpeg,4.71856
data/processed/wikimedia_commons/images/UK/ns6/1961/File:An oak tree above the Clyde - geograph.org.uk - 526635.jpeg,4.2162538
data/processed/wikimedia_commons/images/AT/ns6/384/File:Berngat Bünt Kapellenruine 3.jpeg,4.19476
data/processed/wikimedia_commons/images/FR/ns6/14972/File:Menhir-polissoir de Souhé à Naintré le 17 juillet 2017 - 7.jpeg,4.8552437
data/processed/wikimedia_commons/images/DE/ns6/2476/File:Weiler und Merxheim - 09.10.08 - panoramio.jpeg,4.008932
data/processed/wikimedia_commons/images/IT/ns6/2238/File:Bagni di San Candido3.jpeg,4.0554194
"data/processed/wikimedia_commons/images/CH/ns6/628/File:From Uetliberg to Felsenegg , Zurich - panoramio (1).jpeg",4.1257997
data/processed/wikimedia_commons/images/CZ/ns6/3095/File:20240321 xl 0838-Wanderung zu den Schrammsteinen (Sächsische Schweiz) in Zeiten des Klimawandels (2024) 45.jpeg,4.2510633
data/processed/wikimedia_commons/images/RO/ns6/866/File:Oraşul Bălan - panoramio (4).jpeg,4.5358152
data/processed/wikimedia_commons/images/CH/ns6/115/File:Vignoble @ Satigny (50890440702).jpeg,4.093448
data/processed/wikimedia_commons/images/DE/ns6/4601/File:Jenaprießnitz 1997-04-12.jpeg,4.339924
data/processed/wikimedia_commons/images/CH/ns6/753/File:Lindau Hafen - panoramio (5).jpeg,4.1139016
data/processed/wikimedia_commons/images/SE/ns6/2874/File:Snow crystals glittering in strong direct sunlight 21 - 22 - 23 - cropped.jpeg,4.166046
data/processed/wikimedia_commons/images/UK/ns6/1782/File:The entrance to Isle of Whithorn Harbour - geograph.org.uk - 214183.jpeg,4.8337913
data/processed/wikimedia_commons/images/FR/ns6/40344/File:Site archéologique du Mont Castel Port-en-Bessin campus romain 04.jpeg,4.558015
data/processed/wikimedia_commons/images/CH/ns6/181/File:Salendo al bivacco Oggioni (Monte Disgrazia).jpeg,4.463337
data/processed/wikimedia_commons/images/TR/ns6/499/File:Karaisalı 01.jpeg,4.5329204
"data/processed/wikimedia_commons/images/PL/ns6/2104/File:Beskid Śląski, widok z osiedla Cztery Pory Roku.jpeg",4.4002643
"data/processed/wikimedia_commons/images/EL/ns6/303/File:Armenistis Lighthouse, Faros Armenistis, Greece - 53495595382.jpeg",4.061238
data/processed/wikimedia_commons/images/NO/ns6/117/File:Match Cup Norway 2018 52.jpeg,4.43349
data/processed/wikimedia_commons/images/CZ/ns6/646/File:Strkov - zámek 1.jpeg,4.009669
data/processed/wikimedia_commons/images/FR/ns6/5078/File:France 2017-08-13 (37859419121).jpeg,4.349611
data/processed/wikimedia_commons/images/MK/ns6/21/File:Лева Река (01).jpeg,4.1654434
data/processed/wikimedia_commons/images/UK/ns6/2164/File:The beach at Port Langamull - geograph.org.uk - 1314908.jpeg,4.3698072
"data/processed/wikimedia_commons/images/SE/ns6/355/File:Vraket Swiks, Trollskogen, Öland 01.jpeg",4.2111797
data/processed/wikimedia_commons/images/LV/ns6/275/File:Карьер - panoramio (24).jpeg,4.1432004
data/processed/wikimedia_commons/images/FR/ns6/39515/File:Eglise - Façade sud - Clocher et abside - Verson - Médiathèque de l'architecture et du patrimoine - APMH00018494.jpeg,4.0457234
data/processed/wikimedia_commons/images/FR/ns6/22010/File:Parkansichten Queen-Auguste-Victoria-Park (Umkirch) jm31331.jpeg,4.1735773
data/processed/wikimedia_commons/images/NO/ns6/2140/File:HNoMS Thor Heyerdahl (F314) (49503464551).jpeg,4.051809
data/processed/wikimedia_commons/images/IE/ns6/152/File:Pasture at Lismulbreeda - geograph.org.uk - 1851668.jpeg,4.051573
data/processed/wikimedia_commons/images/UK/ns6/1843/File:Cattle on the Solway Marshes - geograph.org.uk - 933250.jpeg,4.016157
data/processed/wikimedia_commons/images/DE/ns6/3838/File:Heiliger Stein (Muschenheim) 12.jpeg,4.2629213
data/processed/wikimedia_commons/images/IE/ns6/166/File:Forded Stream - geograph.org.uk - 1312630.jpeg,4.0909815
data/processed/wikimedia_commons/images/ES/ns6/1184/File:Es Forti Cala Llonga (Cala d’Or) 02.jpeg,4.331586
data/processed/wikimedia_commons/images/ES/ns6/2925/File:Alto da Mourisca - Vista al norte - panoramio.jpeg,4.764616
"data/processed/wikimedia_commons/images/RO/ns6/619/File:Cetatea Sfântu Gheorghe văzută dinspre cimitirul local (3), August 2020.jpeg",4.092315
"data/processed/wikimedia_commons/images/ES/ns6/4008/File:Ayala-Aiara, Álava, Spain - panoramio (8).jpeg",4.0342755
data/processed/wikimedia_commons/images/EE/ns6/184/File:Haapsalu (34519689475).jpeg,4.326423
data/processed/wikimedia_commons/images/ES/ns6/1582/File:RISCOS EN LA CUERDA DE CAMPANARIOS - panoramio.jpeg,4.8457932
data/processed/wikimedia_commons/images/CZ/ns6/80/File:Stadtmauer Drosendorf Südseite.jpeg,4.4510508
data/processed/wikimedia_commons/images/NO/ns6/14/File:Fra St. Olavsvarden.jpeg,4.7126303
data/processed/wikimedia_commons/images/DE/ns6/1325/File:Wanderweg - panoramio (52).jpeg,4.0864515
data/processed/wikimedia_commons/images/DE/ns6/6139/File:Brücke Am Katenberg 2015-06-10 DSC 1938.jpeg,4.0461283
data/processed/wikimedia_commons/images/IT/ns6/807/File:Vieste - panoramio (25).jpeg,4.71104
data/processed/wikimedia_commons/images/RO/ns6/784/File:Dambu & Tudor from hills - panoramio.jpeg,4.1584706
data/processed/wikimedia_commons/images/IE/ns6/340/File:Sandy inlet - geograph.org.uk - 4653411.jpeg,4.8987164
data/processed/wikimedia_commons/images/IT/ns6/2079/File:Nebbia in val d'Arigna.jpeg,4.3214583
data/processed/wikimedia_commons/images/FR/ns6/17/File:Grande Terre from La Vigie (2850506035).jpeg,4.311598
"data/processed/wikimedia_commons/images/ES/ns6/32/File:Aerial view of the cemetery of Cofete on Fuerteventura, Canary Islands (51123256278).jpeg",4.3311443
data/processed/wikimedia_commons/images/IT/ns6/2728/File:Mansio Servasa - Brentino Belluno (Verona) 05.jpeg,4.2761526
data/processed/wikimedia_commons/images/SE/ns6/2662/File:Ladtjovagge 2022-08-23 97.jpeg,4.976798
data/processed/wikimedia_commons/images/AT/ns6/431/File:Wallfahrtskirche Maria Schnee 2004 2.jpeg,4.1888733
data/processed/wikimedia_commons/images/DE/ns6/4179/File:Eys-Grachterdalgrub (2).jpeg,4.3075056
data/processed/wikimedia_commons/images/DE/ns6/5529/File:Bachtal Saalscheider Siefen (6).jpeg,4.0442305
data/processed/wikimedia_commons/images/DE/ns6/107/File:Frillensee 2.jpeg,4.7561097
data/processed/wikimedia_commons/images/EL/ns6/539/File:Tholos (5987147374).jpeg,4.034566
data/processed/wikimedia_commons/images/IT/ns6/644/File:Cales area archeologica 153.jpeg,4.2403007
data/processed/wikimedia_commons/images/RS/ns6/162/File:Манастир Раваница - panoramio (12).jpeg,4.459012
data/processed/wikimedia_commons/images/ES/ns6/156/File:Amazing Rock Formations - Flickr - gailhampshire.jpeg,4.7026005
data/processed/wikimedia_commons/images/TR/ns6/1511/File:Mustafapaşa country SW of town in 2014 2083.jpeg,4.326455
data/processed/wikimedia_commons/images/ES/ns6/2057/File:Altafulla 2.jpeg,4.0381074
"data/processed/wikimedia_commons/images/EL/ns6/407/File:Korinth, Peirene-Brunnen 2015-09 (2).jpeg",4.0844183
"data/processed/wikimedia_commons/images/PL/ns6/313/File:Skály Kołoczek, gmina Kroczyce, Slezské vojvodství, Polsko 01.jpeg",4.632712
data/processed/wikimedia_commons/images/FR/ns6/11395/File:Grotte @ Le Fier @ Annecy-le-Vieux (51253603513).jpeg,4.724561
data/processed/wikimedia_commons/images/IT/ns6/2025/File:Piazza di sopra - Legnone.jpeg,4.812044
data/processed/wikimedia_commons/images/UK/ns6/2223/File:Footbridge over the Feith Talagain - geograph.org.uk - 497547.jpeg,4.4571524
data/processed/wikimedia_commons/images/UK/ns6/1919/File:Moorland and fence on Cnoc Clauchog - geograph.org.uk - 1564020.jpeg,4.047076
data/processed/wikimedia_commons/images/UK/ns6/2351/File:Sandy bay at Whyntle Head - geograph.org.uk - 1078447.jpeg,4.3871727
"data/processed/wikimedia_commons/images/UK/ns6/2365/File:Fish farm, Little Loch Broom - geograph.org.uk - 214052.jpeg",4.9822226
data/processed/wikimedia_commons/images/FR/ns6/13504/File:Vue Village Vergisson depuis Chemin Accès Roche Vergisson 2.jpeg,4.499553
data/processed/wikimedia_commons/images/BG/ns6/291/File:Вила-село Ямна - panoramio.jpeg,4.1393013
data/processed/wikimedia_commons/images/SE/ns6/489/File:Aerial photo of Gothenburg 2013-10-27 173.jpeg,4.3166904
data/processed/wikimedia_commons/images/NO/ns6/1667/File:Falstad 2012 (8613411422).jpeg,4.028266
data/processed/wikimedia_commons/images/ES/ns6/2731/File:MOLÍ DEL MIG - BELLVEÍ - IB-536.jpeg,4.112192
data/processed/wikimedia_commons/images/SI/ns6/102/File:Castle Celje (9741394524).jpeg,4.143736
"data/processed/wikimedia_commons/images/UK/ns6/2373/File:Moorland, Beannan Mòr - geograph.org.uk - 1815713.jpeg",4.369497
data/processed/wikimedia_commons/images/FR/ns6/8908/File:Champ de tournesols et Roc de Tormery (août 2023).jpeg,4.6433277
data/processed/wikimedia_commons/images/CH/ns6/361/File:BorNE.LCDM-LCPE-LELO-03.jpeg,4.0548596
data/processed/wikimedia_commons/images/DE/ns6/5827/File:Physconia sp. (27252986177).jpeg,4.0378923
data/processed/wikimedia_commons/images/PT/ns6/356/File:Castelo da Feira engalanado.jpeg,4.0568953
data/processed/wikimedia_commons/images/PT/ns6/367/File:Vila Nova de Gaia (52544251825).jpeg,4.798317
data/processed/wikimedia_commons/images/UK/ns6/2444/File:Ring of Brodgar - geograph.org.uk - 2052755.jpeg,4.19868
"data/processed/wikimedia_commons/images/PL/ns6/2285/File:Jindřichov, Svinný potok 01.jpeg",4.0294914
"data/processed/wikimedia_commons/images/ES/ns6/3549/File:146 Sant Quirze de Colera, restes de l'església primitiva.jpeg",4.152466
data/processed/wikimedia_commons/images/FR/ns6/1081/File:20240414 - Lac de Villeneuve-de-la-Raho.jpeg,4.6517854
data/processed/wikimedia_commons/images/IT/ns6/2146/File:StNikolaus-Pfarrkirche.jpeg,4.5556808
data/processed/wikimedia_commons/images/IE/ns6/147/File:Standing Stone - geograph.org.uk - 5808954.jpeg,4.3824835
data/processed/wikimedia_commons/images/SI/ns6/95/File:Vrhovlje Lukovica Slovenia 2.jpeg,4.0820327
data/processed/wikimedia_commons/images/FR/ns6/8057/File:Blaye (Gironde) Citadelle 06.jpeg,4.1819687
data/processed/wikimedia_commons/images/CH/ns6/78/File:Domodossola 03-2009 - panoramio.jpeg,4.6845255
data/processed/wikimedia_commons/images/UK/ns6/2215/File:Church on Sanday.jpeg,4.051187
data/processed/wikimedia_commons/images/DE/ns6/3588/File:LaurenburgBurgLaurenburg14.jpeg,4.125368
data/processed/wikimedia_commons/images/IT/ns6/1277/File:Monte Alpet panorama nord-ovest.jpeg,4.3890376
data/processed/wikimedia_commons/images/DE/ns6/162/File:20230530 163255 May 2023 in Germany.jpeg,4.36115
data/processed/wikimedia_commons/images/NO/ns6/102/File:I-hdb.jpeg,4.2430096
data/processed/wikimedia_commons/images/ES/ns6/5137/File:PLECS DE LA VALL DE CARDÓS - P1060767.jpeg,4.2292466
"data/processed/wikimedia_commons/images/NO/ns6/2569/File:Boats and ships in Husøy in Senja, Troms og Finnmark, Norway, 2022 August.jpeg",4.621541
data/processed/wikimedia_commons/images/IT/ns6/1048/File:MonteConero 21 (36833472922).jpeg,4.996476
"data/processed/wikimedia_commons/images/IT/ns6/2431/File:Seconda sala, Poggio Carlotta, Frammento di dolia, VI-III sec. a.C.jpeg",4.4930387
data/processed/wikimedia_commons/images/RO/ns6/923/File:Lunca Bradului (HDR) - panoramio - paulnasca (2).jpeg,4.96879
data/processed/wikimedia_commons/images/SE/ns6/1063/File:DIMG 8614 (6082769174).jpeg,4.2142467
data/processed/wikimedia_commons/images/PT/ns6/374/File:Castelo de Numão - Portugal (50330548221).jpeg,4.4482794
"data/processed/wikimedia_commons/images/EL/ns6/46/File:Malia 700 07, Greece - panoramio - Luca Ramoni (1).jpeg",4.9231253
data/processed/wikimedia_commons/images/IT/ns6/1163/File:Monte Cerignone and Monte Carpegna.jpeg,4.837677
data/processed/wikimedia_commons/images/DE/ns6/5958/File:Schmannewitz Alter Teich Seerose-04.jpeg,4.015997
"data/processed/wikimedia_commons/images/TR/ns6/2683/File:11600 Geçitli-Söğüt-Bilecik, Turkey - panoramio (10).jpeg",4.3586855
"data/processed/wikimedia_commons/images/ME/ns6/18/File:Golubovci, Montenegro - panoramio (1).jpeg",4.1119184
data/processed/wikimedia_commons/images/FI/ns6/395/File:Rock formation near Nälkäkallio - panoramio.jpeg,4.54447
"data/processed/wikimedia_commons/images/IE/ns6/203/File:Castles of Connaught, Caherglassaun, Galway (5) - geograph.org.uk - 4071617.jpeg",4.2227263
data/processed/wikimedia_commons/images/FR/ns6/2971/File:Cap d´ Antibes - panoramio (2).jpeg,4.517882
data/processed/wikimedia_commons/images/UK/ns6/1615/File:Yorke's Folly (2) - geograph.org.uk - 885959.jpeg,4.129489
data/processed/wikimedia_commons/images/IT/ns6/2637/File:Spiaggia degli Alberoni.jpeg,4.1306753
data/processed/wikimedia_commons/images/DE/ns6/7846/File:Dolmen Rerik 1.jpeg,4.3511696
"data/processed/wikimedia_commons/images/FI/ns6/1412/File:Riisitunturi, Finland - 49651427318.jpeg",4.6757774
data/processed/wikimedia_commons/images/PL/ns6/1599/File:NOTEĆ RZEKA KTÓRA ŁĄCZY - panoramio.jpeg,4.2729044
data/processed/wikimedia_commons/images/UK/ns6/646/File:Upper Clydach valley - geograph.org.uk - 301442.jpeg,4.800849
data/processed/wikimedia_commons/images/BG/ns6/274/File:Karandila.jpeg,4.701363
data/processed/wikimedia_commons/images/UK/ns6/1395/File:Welcome water - geograph.org.uk - 206997.jpeg,4.342757
data/processed/wikimedia_commons/images/UK/ns6/927/File:Near the summit of Dinas Hill - geograph.org.uk - 1970424.jpeg,4.9872
data/processed/wikimedia_commons/images/ES/ns6/399/File:Gotas de Luz (33244092376).jpeg,4.330494
"data/processed/wikimedia_commons/images/SK/ns6/318/File:Kráľova skala, cesta III.jpeg",4.635827
"data/processed/wikimedia_commons/images/RO/ns6/831/File:Село Керсэкошу на румынской стороне, оно в 7 км северо-восточнее города Хушь - panoramio.jpeg",4.781372
data/processed/wikimedia_commons/images/IT/ns6/92/File:Scogliera Aci Castello (6274099738).jpeg,4.5704994
data/processed/wikimedia_commons/images/CZ/ns6/2217/File:Komárovský rybník (Chotěšice) 06.jpeg,4.1707907
data/processed/wikimedia_commons/images/NO/ns6/1566/File:Fjellet over Torset - panoramio.jpeg,4.909058
"data/processed/wikimedia_commons/images/NL/ns6/56/File:2023 Maastricht, Gouvernement aan de Maas (02).jpeg",4.757603
data/processed/wikimedia_commons/images/UK/ns6/877/File:Field by Dyer's Hall Farm - geograph.org.uk - 1552961.jpeg,4.00185
"data/processed/wikimedia_commons/images/SK/ns6/363/File:Spiš Castle from the south in Spiš, Slovakia, 2016 June - 2.jpeg",4.550733
"data/processed/wikimedia_commons/images/ES/ns6/3080/File:Fachada igrexa Monte Redondo, Padrenda 2.jpeg",4.297485
"data/processed/wikimedia_commons/images/IS/ns6/114/File:Hrafnabjörg, a Tuya in Iceland.jpeg",4.917378
data/processed/wikimedia_commons/images/ES/ns6/40/File:Malpaís de Güímar-Montaña de La Mar.jpeg,4.571552
data/processed/wikimedia_commons/images/FR/ns6/31291/File:Blick ins Rheintal - panoramio (1).jpeg,4.363752
data/processed/wikimedia_commons/images/EL/ns6/323/File:Midea West Gate 2.jpeg,4.895548
data/processed/wikimedia_commons/images/CH/ns6/211/File:Lavorgo - panoramio (16).jpeg,4.9208627
data/processed/wikimedia_commons/images/ES/ns6/3108/File:Vistas Cuevas - panoramio.jpeg,4.5478487
data/processed/wikimedia_commons/images/UK/ns6/1150/File:Shelve Pool - geograph.org.uk - 620148.jpeg,4.304266
data/processed/wikimedia_commons/images/ES/ns6/968/File:Mérida 2015 10 17 1587 (24377231601).jpeg,4.033227
data/processed/wikimedia_commons/images/CH/ns6/530/File:Frauenwinkel - Kyloe - Seedamm Dammweg 2011-11-16 14-57-26 (SX230HS).jpeg,4.037505
data/processed/wikimedia_commons/images/FR/ns6/10799/File:Chalets des Vernettes @ Semnoz (51229446066).jpeg,4.4043794
data/processed/wikimedia_commons/images/DE/ns6/12/File:Rubinger oy03.jpeg,4.379487
data/processed/wikimedia_commons/images/CH/ns6/65/File:Geneva viewed from the Salève - panoramio (9).jpeg,4.335321
data/processed/wikimedia_commons/images/UK/ns6/1369/File:Grazing land south of Bethel - geograph.org.uk - 795045.jpeg,4.030966
data/processed/wikimedia_commons/images/DE/ns6/776/File:Hausen am Tann - Oberhausen153740.jpeg,4.0525346
data/processed/wikimedia_commons/images/CH/ns6/740/File:Rheinzufluss am Bodensee - panoramio.jpeg,4.533008
data/processed/wikimedia_commons/images/UK/ns6/77/File:Chalk cliffs and stacks at Handfast Point - geograph.org.uk - 3311774.jpeg,4.908641
data/processed/wikimedia_commons/images/NL/ns6/27/File:Raeren - Sankt Nikolauskirche.jpeg,4.055333
