image_path,predicted_score
"data/processed/wikimedia_commons/images/RO/ns6/235/File:OTP ""Henri Coanda"" Airport Bucharest (MAR2023) - img 04.jpeg",2.1623547
"data/processed/wikimedia_commons/images/FR/ns6/35430/File:FC Versailles 78 v. La Berrichonne de Châteauroux (Championnat National) - 22e journée - Stade Jean-Bouin (Paris XVI, FR75) - 23-02-2024 127.jpeg",2.4340544
data/processed/wikimedia_commons/images/DE/ns6/6079/File:Lindenhayn Duebener Strasse 12.jpeg,2.547664
"data/processed/wikimedia_commons/images/CZ/ns6/2357/File:Žatec, náměstí Svobody 48, Branka.jpeg",2.6035125
data/processed/wikimedia_commons/images/HR/ns6/224/File:Hiša Glavni trg 30.jpeg,2.7995403
data/processed/wikimedia_commons/images/FR/ns6/40557/File:Baustelle National-Stadion Luxembourg 01.jpeg,2.5934048
"data/processed/wikimedia_commons/images/PL/ns6/2204/File:Bielsko-Biała, ulica Bluszczowa 03.jpeg",2.3175046
data/processed/wikimedia_commons/images/FR/ns6/6222/File:Portes-en-Valdaine - Cimetière - Famille Estival-Reynaud.jpeg,2.4094234
"data/processed/wikimedia_commons/images/MT/ns6/12/File:Chapel of the Holy Family, Birżebbuġa (side).jpeg",2.6299093
data/processed/wikimedia_commons/images/SK/ns6/117/File:Zámkové terasy - panoramio.jpeg,2.5015507
data/processed/wikimedia_commons/images/IE/ns6/372/File:House at Bellewstown - geograph.org.uk - 544686.jpeg,2.9506779
data/processed/wikimedia_commons/images/FR/ns6/34948/File:Tramway 3b Station Canal Saint Denis.jpeg,2.357049
data/processed/wikimedia_commons/images/CZ/ns6/2038/File:Obecní hostinec v Dolanech.jpeg,2.6579921
data/processed/wikimedia_commons/images/DE/ns6/5797/File:Bahnhof Duisburg Hauptbahnhof 2304211857.jpeg,2.3891225
data/processed/wikimedia_commons/images/BE/ns6/539/File:Halen Steenbergstraat zonder nummer - 237975 - onroerenderfgoed.jpeg,2.5622866
data/processed/wikimedia_commons/images/FR/ns6/37359/File:Plaque Rue Claude Debussy - Tremblay-en-France (FR93) - 2023-04-07 - 1.jpeg,2.249012
"data/processed/wikimedia_commons/images/BE/ns6/655/File:Gent Rooigemlaan 419-429, Gaaipersstraat - 182749 - onroerenderfgoed.jpeg",2.2822485
data/processed/wikimedia_commons/images/DE/ns6/1327/File:Hochwasserrückhaltebecken 4 Urbach 2020 MTh 7779.jpeg,2.3858025
"data/processed/wikimedia_commons/images/HU/ns6/211/File:Vasút utca, Zichyújfalu 03.jpeg",2.73302
data/processed/wikimedia_commons/images/DE/ns6/631/File:Atriumsiedlung Bogenhausen Südblock 1.jpeg,2.5226882
data/processed/wikimedia_commons/images/FR/ns6/25005/File:Château de Fontainebleau 2011 (41).jpeg,2.848331
"data/processed/wikimedia_commons/images/PL/ns6/2185/File:Ostrava-Přívoz, Mariánskohorská 12, opuštěný dům, zadní pohled.jpeg",2.9605865
data/processed/wikimedia_commons/images/DE/ns6/1051/File:SWV Wegweiser FDSBA496 Nettlestrauf.jpeg,2.080059
data/processed/wikimedia_commons/images/FR/ns6/29659/File:Villejuif 2022 - sentier Emile Zola 02.jpeg,2.3897583
data/processed/wikimedia_commons/images/BE/ns6/541/File:Bilzen Tipstraat 78 en 82 - 148592 - onroerenderfgoed.jpeg,2.3321848
data/processed/wikimedia_commons/images/CZ/ns6/3070/File:PR Rybí loučky (červen 2021) (43).jpeg,2.9176497
data/processed/wikimedia_commons/images/IT/ns6/1067/File:CascinaSanLorenzoAlleCortiPanorama1.jpeg,2.6454508
"data/processed/wikimedia_commons/images/CZ/ns6/1023/File:Nejdek, pohled ke kostelu sv. Urbana.jpeg",2.7402809
data/processed/wikimedia_commons/images/PL/ns6/781/File:Szydłowiec. Ratusz 3.jpeg,2.884083
"data/processed/wikimedia_commons/images/SE/ns6/936/File:T-Centralen, busshållplats, 20230416.jpeg",2.0454082
data/processed/wikimedia_commons/images/DK/ns6/130/File:DalmoseStationSporsideSØ.jpeg,2.9588068
"data/processed/wikimedia_commons/images/NL/ns6/1987/File:'s-Hertogenbosch Rijksmonument 21620 Hinthamerstraat 203, 205.jpeg",2.5393724
"data/processed/wikimedia_commons/images/ES/ns6/2374/File:51 Fàbrica d'Anís del Mono (Badalona), entrada a la destil·leria, av. Eduard Maristany 115.jpeg",2.0202198
data/processed/wikimedia_commons/images/HR/ns6/71/File:Nekropola Crljivica (1).jpeg,2.503397
data/processed/wikimedia_commons/images/FR/ns6/26744/File:Mittelhausbergen rPrincipale 71 (1).jpeg,2.5638351
data/processed/wikimedia_commons/images/NL/ns6/2313/File:Rotterdam-Central 1260465.jpeg,2.2259758
data/processed/wikimedia_commons/images/UK/ns6/793/File:Pylons by Great Hadham Road - geograph.org.uk - 2917609.jpeg,2.7509317
data/processed/wikimedia_commons/images/IT/ns6/1330/File:Torre Embriaci 2.jpeg,2.7917862
data/processed/wikimedia_commons/images/NL/ns6/216/File:Culemborg Dolimetrein naar Veendam Class 66 MRCE 653-05 (13289774754).jpeg,2.9889076
data/processed/wikimedia_commons/images/FR/ns6/11687/File:Vue intérieure Bric à brac du foyer Notre-Dame-des-sans-abri (Villefranche-sur-Saône) février 2024.jpeg,2.084235
data/processed/wikimedia_commons/images/DK/ns6/446/File:AalborgHadsund26Sagavej.jpeg,2.348514
"data/processed/wikimedia_commons/images/RO/ns6/189/File:12 Strada Spătarului, Bucharest (01).jpeg",2.4096751
data/processed/wikimedia_commons/images/CZ/ns6/1315/File:Hodonín obecní úřad.jpeg,2.9664114
data/processed/wikimedia_commons/images/PL/ns6/1298/File:Szpital dzieciątka jezus pawilon 2.jpeg,2.707346
data/processed/wikimedia_commons/images/DE/ns6/5390/File:Bautzen Lokomotive BR52-03.jpeg,2.1516423
data/processed/wikimedia_commons/images/FR/ns6/33207/File:Rue Fontaines - Puteaux (FR92) - 2023-09-16 - 2.jpeg,2.5371153
data/processed/wikimedia_commons/images/FR/ns6/36833/File:Plaque Rue Avenir - Noisy-le-Sec (FR93) - 2021-04-18 - 2.jpeg,2.5006135
data/processed/wikimedia_commons/images/CH/ns6/390/File:Muse Resistance Tour 2010 European Stadium Stage.jpeg,2.106005
data/processed/wikimedia_commons/images/CZ/ns6/270/File:Natural monument Iruv dvur in 2011 (18).jpeg,2.5964937
"data/processed/wikimedia_commons/images/FR/ns6/32826/File:Billancourt–Rives de Seine, 92100 Boulogne-Billancourt, France - panoramio (4).jpeg",2.4945912
data/processed/wikimedia_commons/images/ES/ns6/1667/File:BALCONES EN MADRID (5514570431).jpeg,2.9053903
data/processed/wikimedia_commons/images/DE/ns6/6229/File:Kalkar Markt 6.jpeg,2.4133403
"data/processed/wikimedia_commons/images/FR/ns6/12352/File:Arrêt de bus Charles-de-Gaulle, côté centre commercial (Bellerive-sur-Allier) 2023-08-19.jpeg",2.143104
data/processed/wikimedia_commons/images/DE/ns6/6103/File:Freienhufener Eck-Ost at night.jpeg,2.170587
"data/processed/wikimedia_commons/images/ES/ns6/2289/File:Creu de Pedralbes Lluís Bonet i Garí, 1946. Jardins de la Creu de Pedralbes (46506070122).jpeg",2.8518944
data/processed/wikimedia_commons/images/CH/ns6/517/File:Alesis Fusion 6HD (50859875753).jpeg,2.2458687
data/processed/wikimedia_commons/images/BE/ns6/487/File:Lebbeke Hoogstraat 14 - 111353 - onroerenderfgoed.jpeg,2.893235
"data/processed/wikimedia_commons/images/DE/ns6/3911/File:Hauptstrasse 70 (2), Schönheide (Schule).jpeg",2.612321
"data/processed/wikimedia_commons/images/HU/ns6/430/File:MPL utánfutó, Magyar Posta Zrt. Logisztikai Üzem, 2017 Nyíregyháza.jpeg",2.0502276
"data/processed/wikimedia_commons/images/PL/ns6/990/File:Balkonik ""Julji"" - panoramio.jpeg",2.5875647
data/processed/wikimedia_commons/images/EL/ns6/439/File:Attica 06-13 Athens 05 Syntagma.jpeg,2.3487177
data/processed/wikimedia_commons/images/DE/ns6/4955/File:Schloss Altenburg 20230311 24.jpeg,2.569626
data/processed/wikimedia_commons/images/FI/ns6/356/File:Lappeenranta. Lönnrot School.jpeg,2.5704594
data/processed/wikimedia_commons/images/CZ/ns6/548/File:Městské lázně3.jpeg,2.1544795
data/processed/wikimedia_commons/images/DE/ns6/8008/File:Lautrupsbach Fußgänger Brücke HJL02 2019.jpeg,2.9521146
"data/processed/wikimedia_commons/images/DE/ns6/5311/File:2022-05-14 Staupitzstraße, Döbeln 04.jpeg",2.5202165
data/processed/wikimedia_commons/images/CH/ns6/424/File:Sisikon Bahnhof.jpeg,2.7815
data/processed/wikimedia_commons/images/IT/ns6/377/File:Teatro Apollo Lecce.jpeg,2.1931946
data/processed/wikimedia_commons/images/BE/ns6/664/File:Gent Nieuwevaart - 204609 - onroerenderfgoed.jpeg,2.3757172
"data/processed/wikimedia_commons/images/DE/ns6/2548/File:Alter Kranen, Kranenkai - panoramio.jpeg",2.8867028
data/processed/wikimedia_commons/images/FR/ns6/31628/File:Rue Eugène Sue - Saint-Maur-des-Fossés (FR94) - 2021-03-24 - 1.jpeg,2.4708674
data/processed/wikimedia_commons/images/DE/ns6/6018/File:Bahnhof Dortmund Kurl Front IMGP9243.jpeg,2.708519
data/processed/wikimedia_commons/images/DE/ns6/5324/File:Tzschuckestraße bohnitzsch 3 2020-02-25 7.jpeg,2.3988328
"data/processed/wikimedia_commons/images/CZ/ns6/1944/File:Praha, Staré Město, Ovocný trh, Pražský Jarmark, čínské tance a hudba II.jpeg",2.630476
data/processed/wikimedia_commons/images/FR/ns6/12620/File:Caravane Étape 12 Tour France 2023 Route D337 - Belleville-en-Beaujolais (FR69) - 2023-07-13 - 166.jpeg,2.166225
data/processed/wikimedia_commons/images/FR/ns6/20073/File:Rue Château - Moulins-en-Tonnerrois (FR89) - 2022-11-02 - 1.jpeg,2.7540066
data/processed/wikimedia_commons/images/DK/ns6/10/File:Brændte Ege 2022.jpeg,2.3479729
data/processed/wikimedia_commons/images/UK/ns6/701/File:Woodhill Road in Winter - geograph.org.uk - 305462.jpeg,2.8015687
data/processed/wikimedia_commons/images/UK/ns6/2063/File:Дома в Эдинбурге (39148807660).jpeg,2.8218126
data/processed/wikimedia_commons/images/FR/ns6/35873/File:Allée Montcalm - Livry-Gargan (FR93) - 2022-08-20 - 2.jpeg,2.3081455
data/processed/wikimedia_commons/images/FR/ns6/21940/File:Avenue du Haut-Sancé.jpeg,2.5445356
data/processed/wikimedia_commons/images/RO/ns6/254/File:RO MH Iron Gates 2.jpeg,2.376242
"data/processed/wikimedia_commons/images/TR/ns6/2597/File:Güvenlik Anıtı, 2023 04.jpeg",2.7685146
data/processed/wikimedia_commons/images/NL/ns6/1515/File:6191 stadswaag herenhuis swerten arent.jpeg,2.7987196
data/processed/wikimedia_commons/images/UK/ns6/779/File:Roebuck Inn. - geograph.org.uk - 107627.jpeg,2.8086858
data/processed/wikimedia_commons/images/FR/ns6/35967/File:Montreuil mairie.jpeg,2.5635166
data/processed/wikimedia_commons/images/DE/ns6/1648/File:Baderanwesen (Enkering) Nordost.jpeg,2.5354118
data/processed/wikimedia_commons/images/FR/ns6/14313/File:Salon Euroforest 2023 - Fendeuse à vis pour minipelle Rabaud FRH 508.jpeg,2.4396684
data/processed/wikimedia_commons/images/FR/ns6/4966/File:Cathedrale Montauban46.jpeg,2.6332052
data/processed/wikimedia_commons/images/DE/ns6/3891/File:Scheune in Sommersdorf (Gräfenthal).jpeg,2.3760417
"data/processed/wikimedia_commons/images/HU/ns6/123/File:Kossuth Lajos Sraße 26, 2021 Orosháza.jpeg",2.2706392
data/processed/wikimedia_commons/images/CH/ns6/110/File:Pont de Saint-Georges @ Along Route de Chancy @ Genève (50520175657).jpeg,2.1538687
data/processed/wikimedia_commons/images/BE/ns6/730/File:Brugge Sint-Baafskerk R11.jpeg,2.4132109
data/processed/wikimedia_commons/images/BE/ns6/613/File:Aalter Aalter Oostmolen-Noord 11 - 247106 - onroerenderfgoed.jpeg,2.9368792
data/processed/wikimedia_commons/images/BE/ns6/365/File:Belgische militaire begraafplaats ID 201112 19062016 (10) - kopie - 313501 - onroerenderfgoed.jpeg,2.591013
data/processed/wikimedia_commons/images/NL/ns6/723/File:Rhijnhofweg 1-4.jpeg,2.9664195
data/processed/wikimedia_commons/images/FR/ns6/25005/File:Château de Fontainebleau 2011 (56).jpeg,2.535688
data/processed/wikimedia_commons/images/FR/ns6/15365/File:Bibliothèque de Challans (Ancienne Mairie).jpeg,2.3825593
"data/processed/wikimedia_commons/images/PL/ns6/1485/File:Nowy Dwór Mazowiecki, Maszt telekomunikacyjny - fotopolska.eu (327340).jpeg",2.1392026
"data/processed/wikimedia_commons/images/IE/ns6/355/File:R129 Bridge, M1 - geograph.org.uk - 5932513.jpeg",2.1674714
data/processed/wikimedia_commons/images/FR/ns6/37578/File:Rue Fontaine - Le Bourget (FR93) - 2022-08-10 - 1.jpeg,2.196769
"data/processed/wikimedia_commons/images/BE/ns6/422/File:Schatkamer St-Servaasbasiliek, liturgisch vaatwerk.jpeg",2.9550982
"data/processed/wikimedia_commons/images/CZ/ns6/1791/File:Praha, Řepy, demolice obchodního centra 04.jpeg",2.0849962
"data/processed/wikimedia_commons/images/NL/ns6/1816/File:Nieuwe Ginnekenstraat, Breda P1600053.jpeg",2.262004
data/processed/wikimedia_commons/images/FR/ns6/36673/File:Station Épinettes Pouchet Tramway IdF Ligne 3b - Paris XVII (FR75) - 2022-07-11 - 1.jpeg,2.2671387
data/processed/wikimedia_commons/images/IT/ns6/1765/File:Venedig ACTV VE9329 Actv 48--2.jpeg,2.4831452
data/processed/wikimedia_commons/images/CH/ns6/187/File:Gland - panoramio (11).jpeg,2.1620796
data/processed/wikimedia_commons/images/DE/ns6/48/File:Eichmühle - panoramio.jpeg,2.696627
data/processed/wikimedia_commons/images/FR/ns6/33098/File:Rue Suzanne - Bobigny (FR93) - 2022-08-06 - 1.jpeg,2.319743
"data/processed/wikimedia_commons/images/DE/ns6/6298/File:Quellendorf, Schulstraße 6.jpeg",2.6090472
data/processed/wikimedia_commons/images/PL/ns6/2442/File:20200731 111816 Augustów.jpeg,2.845385
data/processed/wikimedia_commons/images/ES/ns6/4911/File:Capeia Arraiana - Encerro 05.jpeg,2.9213996
data/processed/wikimedia_commons/images/FR/ns6/40888/File:Fouquières-lès-Lens - Cité du Moulin (34).jpeg,2.5424902
data/processed/wikimedia_commons/images/FR/ns6/41002/File:Cimetière du Plomeux à Wasquehal24.jpeg,2.8523684
"data/processed/wikimedia_commons/images/DE/ns6/2899/File:Ölhafenbrücke, 2, Raunheim, Landkreis Groß-Gerau.jpeg",2.398325
data/processed/wikimedia_commons/images/ES/ns6/1738/File:Edificios en Calle Caleruega nº 43-45.jpeg,2.525331
data/processed/wikimedia_commons/images/FR/ns6/31588/File:Parc Olympiades Fontenay Bois 2.jpeg,2.5879502
"data/processed/wikimedia_commons/images/DE/ns6/5341/File:Maxim-Gorki-Straße 16, Dresden.jpeg",2.4073148
data/processed/wikimedia_commons/images/FR/ns6/32835/File:Rue Henri Barbusse - Meudon (FR92) - 2023-08-26 - 2.jpeg,2.1149561
data/processed/wikimedia_commons/images/CZ/ns6/456/File:Velká Lhota (03).jpeg,2.6338346
data/processed/wikimedia_commons/images/IT/ns6/1708/File:L'ARENA E LA STELLA.jpeg,2.705007
"data/processed/wikimedia_commons/images/UK/ns6/429/File:London Loop, Staines Road - geograph.org.uk - 2692350.jpeg",2.6950636
data/processed/wikimedia_commons/images/CZ/ns6/2449/File:Heřmanice obecní úřad.jpeg,2.2591884
data/processed/wikimedia_commons/images/DK/ns6/233/File:Kopenhagen am 13.3.2018 62.jpeg,2.084294
data/processed/wikimedia_commons/images/MT/ns6/28/File:Palazzo Ferreria during restoration 08.jpeg,2.313832
data/processed/wikimedia_commons/images/FR/ns6/11220/File:Bonlieu (51227367740).jpeg,2.110609
data/processed/wikimedia_commons/images/FR/ns6/20000/File:2023-01-29 14-33-14 carnaval-Guewenheim.jpeg,2.798723
"data/processed/wikimedia_commons/images/NO/ns6/653/File:Sandakerveien 350, Ringerike.jpeg",2.868372
"data/processed/wikimedia_commons/images/HU/ns6/332/File:Bestattungsinstitute, Mülltonnen, 2023 Üröm.jpeg",2.5672126
data/processed/wikimedia_commons/images/DE/ns6/3553/File:Aš ZUŚ Roberta Schumanna (1).jpeg,2.0516095
data/processed/wikimedia_commons/images/BE/ns6/498/File:Grimbergen Jozefdevleminckstraat Fransquin (2) - 308348 - onroerenderfgoed.jpeg,2.5200167
data/processed/wikimedia_commons/images/NL/ns6/996/File:Amsterdam - panoramio (37).jpeg,2.3804479
data/processed/wikimedia_commons/images/ES/ns6/1218/File:Circuit de la Comunitat Valenciana Ricardo Tormo 2011 005.jpeg,2.2344842
data/processed/wikimedia_commons/images/PL/ns6/120/File:Zatorska St. in Kraków.jpeg,2.82272
data/processed/wikimedia_commons/images/CZ/ns6/2043/File:Kostel svaté Kateřiny v Horní Rovni 03.jpeg,2.7655303
data/processed/wikimedia_commons/images/DE/ns6/6578/File:Universiteit Twente Biomagnetisch Centrum.jpeg,2.4518397
data/processed/wikimedia_commons/images/DE/ns6/7359/File:Werkstattwagen der BSAG an der Haltestelle Leibnizplatz.jpeg,2.2697644
"data/processed/wikimedia_commons/images/DE/ns6/6841/File:Potsdam, Waschbar - panoramio.jpeg",2.3034248
"data/processed/wikimedia_commons/images/NL/ns6/1213/File:Heliomare, Wijk aan Zee.jpeg",2.075984
data/processed/wikimedia_commons/images/PL/ns6/201/File:Narol church06.jpeg,2.963184
"data/processed/wikimedia_commons/images/UK/ns6/497/File:Post Office Underground station (former entrance), London (geograph 6046270).jpeg",2.1850462
data/processed/wikimedia_commons/images/UK/ns6/2048/File:Edinburgh Alva Street seen from Stafford Street to the northeast.jpeg,2.2798564
"data/processed/wikimedia_commons/images/CZ/ns6/366/File:Koryčany, pošta.jpeg",2.365957
data/processed/wikimedia_commons/images/FR/ns6/28502/File:Eurocopter EC-135 T2+ (7474071804).jpeg,2.4143693
data/processed/wikimedia_commons/images/DE/ns6/7874/File:Eutin Pferdestall.jpeg,2.4502988
data/processed/wikimedia_commons/images/ES/ns6/62/File:EC-MHJ - Binter Canarias - ATR72-500 (37285395371).jpeg,2.2451472
data/processed/wikimedia_commons/images/LT/ns6/78/File:Шешкине - panoramio.jpeg,2.0866954
"data/processed/wikimedia_commons/images/PL/ns6/2137/File:Przemyśl, nádraží, nástupiště II.jpeg",2.0458121
"data/processed/wikimedia_commons/images/UK/ns6/1239/File:All Saints, Newton, Norfolk - East end - geograph.org.uk - 311201.jpeg",2.418806
data/processed/wikimedia_commons/images/DK/ns6/194/File:VardeGrindsted01VardeStation.jpeg,2.2922797
data/processed/wikimedia_commons/images/PL/ns6/994/File:20230724 153702 July 2023 in Łódź.jpeg,2.1049495
data/processed/wikimedia_commons/images/CZ/ns6/1967/File:Troja (Praha) - vila čp. 350 v ul. Na Dlážděnce.jpeg,2.3700185
"data/processed/wikimedia_commons/images/UK/ns6/1737/File:Termon Road, Athenree - geograph.org.uk - 3557874.jpeg",2.618813
data/processed/wikimedia_commons/images/DE/ns6/4224/File:Westenergie Bücherschrank Girbelsrath.jpeg,2.3933544
"data/processed/wikimedia_commons/images/PL/ns6/850/File:Radom, Wróblewskiego 21 - fotopolska.eu (261432).jpeg",2.8282003
data/processed/wikimedia_commons/images/PL/ns6/1783/File:20220501 180024 Województwo podlaskie.jpeg,2.48523
data/processed/wikimedia_commons/images/DE/ns6/7873/File:Fussgängerzone sonntags in der Früh - panoramio.jpeg,2.409385
data/processed/wikimedia_commons/images/SE/ns6/1642/File:Rondellgestaltning av Lillemor Pettersson.jpeg,2.4295988
data/processed/wikimedia_commons/images/PT/ns6/378/File:Abandoned textile industry factory in Porto.jpeg,2.8861356
data/processed/wikimedia_commons/images/IT/ns6/1893/File:20230120-explo ubione 584-145.jpeg,2.4267457
"data/processed/wikimedia_commons/images/IE/ns6/327/File:Drumman Orange Hall, Donemana - geograph.org.uk - 206643.jpeg",2.522724
"data/processed/wikimedia_commons/images/CZ/ns6/1779/File:East view 2 of Souběžná I street in Jinonice, Prague.jpeg",2.3905828
data/processed/wikimedia_commons/images/FR/ns6/40882/File:Carvin - Cités de la fosse n° 4 des mines d'Ostricourt (01).jpeg,2.4288118
data/processed/wikimedia_commons/images/DE/ns6/538/File:GER — BY – Oberbayern — Landkreis München — Gemeinde Grünwald — Grünwald Ort — Laufzorner Str. 1 (Gymnasium) 2017-10-12 Mattes.jpeg,2.2116003
"data/processed/wikimedia_commons/images/PL/ns6/1920/File:Kapliczka w ""Bocianku"" - panoramio.jpeg",2.4685993
data/processed/wikimedia_commons/images/DE/ns6/7696/File:Farbenvielfalt - panoramio.jpeg,2.4092667
"data/processed/wikimedia_commons/images/BE/ns6/397/File:2023 Kopie Franse maquette van Maastricht, Nieuwen Biesen (2).jpeg",2.8055062
data/processed/wikimedia_commons/images/SE/ns6/804/File:Markim kyrka 21 september 2013 01.jpeg,2.5893838
"data/processed/wikimedia_commons/images/DE/ns6/6342/File:Toren, westzijde - 's-Heerenberg - 20105829 - RCE.jpeg",2.6041403
data/processed/wikimedia_commons/images/FR/ns6/5519/File:Ventoux - Gautier & Vichot.jpeg,2.737556
"data/processed/wikimedia_commons/images/UK/ns6/2002/File:Drybrough Crescent, Craigmillar - geograph.org.uk - 573940.jpeg",2.4492595
data/processed/wikimedia_commons/images/IT/ns6/782/File:Palazzo di via del Tritone 132 - Prospetto su Via del Tritone.jpeg,2.3850875
"data/processed/wikimedia_commons/images/HU/ns6/188/File:Alszegi cemetery, north entry, 2019 Kunszentmiklós.jpeg",2.930688
data/processed/wikimedia_commons/images/FR/ns6/32310/File:Porte Jour - Paris I (FR75) - 2021-06-17 - 1.jpeg,2.1087394
"data/processed/wikimedia_commons/images/UK/ns6/678/File:Adeyfield Road, Hemel Hempstead - geograph.org.uk - 6329971.jpeg",2.2414944
data/processed/wikimedia_commons/images/SI/ns6/98/File:Celje building - panoramio.jpeg,2.6134334
data/processed/wikimedia_commons/images/DE/ns6/5032/File:Wohnheime Gret-Palucca-Straße 2020-11 (3).jpeg,2.110672
data/processed/wikimedia_commons/images/NL/ns6/2729/File:PH-PJO (8459199574).jpeg,2.4328282
data/processed/wikimedia_commons/images/FR/ns6/25990/File:Le Tigre - Flickr - besopha.jpeg,2.5049307
"data/processed/wikimedia_commons/images/CZ/ns6/1960/File:Praha-Holešovice, nádraží, pohled k Bubenči.jpeg",2.3699265
data/processed/wikimedia_commons/images/UK/ns6/1127/File:Milepost along Lutterworth Road - geograph.org.uk - 865557.jpeg,2.5534754
data/processed/wikimedia_commons/images/DE/ns6/908/File:Kohlgasse 5 Ulm.jpeg,2.4379313
data/processed/wikimedia_commons/images/FI/ns6/423/File:The fountain in the center of Nokia 2 - panoramio.jpeg,2.8952956
data/processed/wikimedia_commons/images/IT/ns6/1231/File:Gare Monterosso - Monterosso al Mare (IT42) - 2022-08-29 - 17.jpeg,2.4259853
data/processed/wikimedia_commons/images/UK/ns6/562/File:Footpath from Morrisons Porth to the A4225 - geograph.org.uk - 2473037.jpeg,2.3328185
data/processed/wikimedia_commons/images/FR/ns6/33384/File:Jardin Arcades - Maisons-Alfort (FR94) - 2021-03-22 - 2.jpeg,2.5092106
data/processed/wikimedia_commons/images/DE/ns6/4937/File:Wormstedt 1991-11-08 09.jpeg,2.5448809
"data/processed/wikimedia_commons/images/ES/ns6/4705/File:Paseo hacia la Virgen de la Cabeza, un día antes de la Romería (23-4-2011) - panoramio.jpeg",2.6650252
"data/processed/wikimedia_commons/images/AT/ns6/345/File:Gemeinde Zellberg, Austria - panoramio (26).jpeg",2.4634247
data/processed/wikimedia_commons/images/PL/ns6/2019/File:Gdańsk Oliwa - Uniwersytet Gdański Wydział Nauk Społecznych w budowie (2).jpeg,2.1055698
"data/processed/wikimedia_commons/images/AT/ns6/128/File:Lienz, Lokschuppen, Südseite (1).jpeg",2.7624016
data/processed/wikimedia_commons/images/TR/ns6/234/File:Holidays Greece - panoramio (802).jpeg,2.6996787
"data/processed/wikimedia_commons/images/FR/ns6/25353/File:Maison 2 rue Magne, 17 et 17bis rue Saint-Antoine, Étampes, avril 2023 4.jpeg",2.526857
"data/processed/wikimedia_commons/images/NO/ns6/1609/File:P.A. Munchs gate 13, Trondheim.jpeg",2.461989
data/processed/wikimedia_commons/images/ES/ns6/2326/File:Barcelona - panoramio (187).jpeg,2.6177716
"data/processed/wikimedia_commons/images/CZ/ns6/895/File:Valašské Meziříčí, hřbitovní kaple (01).jpeg",2.6973581
data/processed/wikimedia_commons/images/LV/ns6/152/File:Zemgales prospekts 4 (Jelgava) (2).jpeg,2.5134788
data/processed/wikimedia_commons/images/FR/ns6/35826/File:Plaque Résidence Orée Golf - Garches (FR92) - 2023-09-02 - 2.jpeg,2.9863617
data/processed/wikimedia_commons/images/PL/ns6/1306/File:Sękocińska 2 a melanż trwa.jpeg,2.5382884
data/processed/wikimedia_commons/images/PT/ns6/0/File:Sagres (7321659298).jpeg,2.5166092
data/processed/wikimedia_commons/images/FR/ns6/32363/File:Paris - Franklin D. Roosevelt Station (24517593325).jpeg,2.6137588
data/processed/wikimedia_commons/images/FR/ns6/12359/File:Rue Racine - Chauffailles (FR71) - 2021-05-13 - 2.jpeg,2.402051
data/processed/wikimedia_commons/images/IT/ns6/2092/File:Belluno - Via Giacomo Matteotti.jpeg,2.2309942
data/processed/wikimedia_commons/images/CZ/ns6/2401/File:Elektrárna Mělník.jpeg,2.4326007
data/processed/wikimedia_commons/images/SE/ns6/1052/File:Ljungvägen1901.jpeg,2.5833592
"data/processed/wikimedia_commons/images/HU/ns6/154/File:P 2249 bridge, 2020 Zalaegerszeg.jpeg",2.5551157
data/processed/wikimedia_commons/images/FR/ns6/19199/File:Rue du chateau a auray - panoramio (7).jpeg,2.5983577
data/processed/wikimedia_commons/images/PL/ns6/2404/File:2011-10 Większyce 1.jpeg,2.6615672
data/processed/wikimedia_commons/images/DE/ns6/5785/File:Nedinsco 13.jpeg,2.7993646
data/processed/wikimedia_commons/images/PL/ns6/329/File:Tereszpol-Zaorenda-szkoła.jpeg,2.46929
data/processed/wikimedia_commons/images/ES/ns6/790/File:Panorama-view-Alicante.jpeg,2.8668437
data/processed/wikimedia_commons/images/DE/ns6/3940/File:14.05.95 Cranzahl 099.738 (6837369413).jpeg,2.2675562
"data/processed/wikimedia_commons/images/IE/ns6/244/File:Approaching a minor junction on the N52 at Clonfad, Co Westmeath - geograph.org.uk - 3811051.jpeg",2.833563
data/processed/wikimedia_commons/images/DE/ns6/5590/File:Herkules-Bergpreis Tulpenallee (2).jpeg,2.8891685
data/processed/wikimedia_commons/images/FR/ns6/26493/File:PRB – Route du Rhum 2014.jpeg,2.2708187
data/processed/wikimedia_commons/images/DE/ns6/1404/File:WTBW Making of 04.jpeg,2.7254477
"data/processed/wikimedia_commons/images/CZ/ns6/131/File:Charvátská Nová Ves, A. Kuběny (2).jpeg",2.5205107
data/processed/wikimedia_commons/images/CZ/ns6/2281/File:Nádražní - ulice v Opočně.jpeg,2.3978667
data/processed/wikimedia_commons/images/DE/ns6/121/File:Untere Dorfstrasse 458 Achenkirch.jpeg,2.5739112
data/processed/wikimedia_commons/images/DK/ns6/180/File:UggerslevKystskolen.jpeg,2.839903
data/processed/wikimedia_commons/images/IT/ns6/542/File:DSC 1048 (5368705160).jpeg,2.3472595
data/processed/wikimedia_commons/images/DE/ns6/6394/File:20221003 xl 1924-Kurhaus Bad Harzburg.jpeg,2.7560327
data/processed/wikimedia_commons/images/DE/ns6/1178/File:Gebäude und Straßenansichten von Deckenpfronn 158.jpeg,2.7153196
data/processed/wikimedia_commons/images/CZ/ns6/1571/File:Kluky u Kutné Hory - čp. 79.jpeg,2.8269317
