image_path,predicted_score
data/processed/wikimedia_commons/images/NL/ns6/1434/File:7656.Fivel.Juist.Hemert.Emmerwolde.Stedum.jpeg,3.720945
data/processed/wikimedia_commons/images/UK/ns6/364/File:Victoria Park Path - geograph.org.uk - 811085.jpeg,3.578335
data/processed/wikimedia_commons/images/DE/ns6/2367/File:Jugendherberge Walldürn 2022-01.jpeg,3.2825127
"data/processed/wikimedia_commons/images/LT/ns6/78/File:Šnipiškės, Vilnius, Lithuania - panoramio - Иван Бай (7).jpeg",3.6867828
data/processed/wikimedia_commons/images/BE/ns6/85/File:The curves of Grand-Hornu.jpeg,3.8139358
data/processed/wikimedia_commons/images/BE/ns6/675/File:Buggenhout Buggenhout Kerkstraat 101 - 249768 - onroerenderfgoed.jpeg,3.6499705
data/processed/wikimedia_commons/images/DE/ns6/919/File:Nabada23072018 3.jpeg,3.8589935
data/processed/wikimedia_commons/images/UK/ns6/1978/File:Netherton Braes TV Mast - geograph.org.uk - 234008.jpeg,3.6265185
data/processed/wikimedia_commons/images/UK/ns6/898/File:Tree-lined avenue to Whatbarns Farm (2) - geograph.org.uk - 4537258.jpeg,3.456915
data/processed/wikimedia_commons/images/UK/ns6/968/File:Restricted Byway to Heath ^ Melton Roads - geograph.org.uk - 2624577.jpeg,3.7057004
data/processed/wikimedia_commons/images/UK/ns6/2269/File:Snow on the Track - geograph.org.uk - 1801118.jpeg,3.6623142
data/processed/wikimedia_commons/images/FR/ns6/32368/File:Allée Adrienne Lecouvreur - Paris VII (FR75) - 2021-08-07 - 2.jpeg,3.6537793
data/processed/wikimedia_commons/images/DE/ns6/2110/File:2017 Soolo - by 2eight - DSC3001.jpeg,3.5649736
"data/processed/wikimedia_commons/images/PL/ns6/2096/File:Buk lesní červenolistý v Komenského parku, Český Těšín (5).jpeg",3.8473158
data/processed/wikimedia_commons/images/ES/ns6/1772/File:Monumento a Cervantes en la Avdª de Arcentales.jpeg,3.228203
data/processed/wikimedia_commons/images/DE/ns6/7219/File:Stendal Jakobikirche 2011-09-17.jpeg,3.8182993
data/processed/wikimedia_commons/images/FR/ns6/1919/File:Cathédrale Saint-Just-et-Saint-Pasteur à la vue d'Oppidum de Montlaurès006.jpeg,3.2976847
data/processed/wikimedia_commons/images/DE/ns6/4510/File:Kölner Altstadt 2013-07-23-01.jpeg,3.4843872
data/processed/wikimedia_commons/images/DE/ns6/4601/File:Ziegenhain 1999-07-04 17.jpeg,3.8878746
"data/processed/wikimedia_commons/images/IE/ns6/223/File:""A tree in a sculpture"" by Naomi Seki - geograph.org.uk - 4908639.jpeg",3.209124
data/processed/wikimedia_commons/images/DE/ns6/708/File:Munich Nov 2020 13 13 44 255000.jpeg,3.7190652
data/processed/wikimedia_commons/images/LU/ns6/1/File:Rumelange « Eis Freihet iwer alles » (101).jpeg,3.0074818
data/processed/wikimedia_commons/images/AT/ns6/423/File:Angerer ramsau0030.jpeg,3.6663647
"data/processed/wikimedia_commons/images/FR/ns6/17960/File:Domaine de Chanteloup, jeux 3.jpeg",3.6823425
data/processed/wikimedia_commons/images/RS/ns6/193/File:Zapis-0093-Saranovo-Hrast2 20150308 0850.jpeg,3.5337455
"data/processed/wikimedia_commons/images/AT/ns6/201/File:Bildstock Gratnerwinzerweg, Rohrbach.jpeg",3.6403193
data/processed/wikimedia_commons/images/PT/ns6/127/File:... to seek the beautiful in the inevitable ... (51549937957).jpeg,3.6770403
data/processed/wikimedia_commons/images/PL/ns6/1735/File:Bocian biały Sikory-Wojciechowięta.jpeg,3.599842
data/processed/wikimedia_commons/images/SE/ns6/62/File:Kivik harbour Aug 2008 (1).jpeg,3.7761433
data/processed/wikimedia_commons/images/DK/ns6/63/File:Liselund Behind Norwegian House.jpeg,3.739585
"data/processed/wikimedia_commons/images/UK/ns6/1422/File:Hope Cottage, Groes Road, Colwyn Bay - geograph.org.uk - 1756991.jpeg",3.5152137
data/processed/wikimedia_commons/images/BE/ns6/268/File:Roosdaal Keistraat 30 - 34230 - onroerenderfgoed.jpeg,3.5070586
data/processed/wikimedia_commons/images/AT/ns6/186/File:AT-61691 Filialkirche heiliger Johannes der Täufer (Flattnitz) 32.jpeg,3.747155
data/processed/wikimedia_commons/images/CZ/ns6/2542/File:Doksany - panoramio - Uzel (4).jpeg,3.7104037
data/processed/wikimedia_commons/images/PL/ns6/2216/File:Fire-fighting-facility node-3633271540.jpeg,3.569013
data/processed/wikimedia_commons/images/BG/ns6/0/File:Agriolefka 5.jpeg,3.9685454
data/processed/wikimedia_commons/images/CZ/ns6/62/File:Komařice památný strom u cesty na Sedlo.jpeg,3.3407257
data/processed/wikimedia_commons/images/DE/ns6/3772/File:EisenMeudtKapelle2.jpeg,3.4664743
"data/processed/wikimedia_commons/images/CZ/ns6/1231/File:Chodová Planá, náměstí.jpeg",3.6563983
data/processed/wikimedia_commons/images/BE/ns6/605/File:Consciencestraat 10 - 39740 - onroerenderfgoed.jpeg,3.3075483
data/processed/wikimedia_commons/images/CZ/ns6/2911/File:Kotel (u Osečné) - chalupa če. 47 (2).jpeg,3.0147033
data/processed/wikimedia_commons/images/BE/ns6/687/File:Hulshout Parochiekerk Sint-Mattheüs.jpeg,3.618907
data/processed/wikimedia_commons/images/ES/ns6/2485/File:Can Portell Vell (est).jpeg,3.354989
data/processed/wikimedia_commons/images/SK/ns6/23/File:Devinsky kostol celo.jpeg,3.5922527
"data/processed/wikimedia_commons/images/UK/ns6/202/File:West Somerset , Country Road - geograph.org.uk - 3494544.jpeg",3.545093
data/processed/wikimedia_commons/images/NL/ns6/328/File:Franciscuskerk Den Haag 04.jpeg,3.950144
data/processed/wikimedia_commons/images/FR/ns6/12857/File:Route Désirs - Vonnas (FR01) - 2020-12-02 - 2.jpeg,3.2383957
data/processed/wikimedia_commons/images/FR/ns6/11159/File:Mobeye-ÉtéDesVilles-Limoges-796.jpeg,3.19614
data/processed/wikimedia_commons/images/PL/ns6/406/File:Zamość - panoramio (10).jpeg,3.0250895
"data/processed/wikimedia_commons/images/DE/ns6/6522/File:Bornstedt, Kirche St. Mauritius 2.jpeg",3.6144898
"data/processed/wikimedia_commons/images/PL/ns6/355/File:Kowary, Kąpielisko - fotopolska.eu (326668).jpeg",3.2698908
"data/processed/wikimedia_commons/images/CZ/ns6/1757/File:Žloukovice, železniční most (01).jpeg",3.6522276
data/processed/wikimedia_commons/images/LV/ns6/276/File:Rigatown2013.jpeg,3.7934644
"data/processed/wikimedia_commons/images/DE/ns6/4821/File:Susteren, Limburg, basiliek voorkant.jpeg",3.655119
data/processed/wikimedia_commons/images/DK/ns6/290/File:Annebergparken 48.jpeg,3.6499817
data/processed/wikimedia_commons/images/SE/ns6/449/File:Packhusplan in Visby in 1999.jpeg,3.428325
"data/processed/wikimedia_commons/images/LT/ns6/65/File:Saidžiai, Saidės ir Neries santaka (7).jpeg",3.9960861
data/processed/wikimedia_commons/images/PL/ns6/1911/File:Klony przy jeziornej 70 w pluskach.jpeg,3.5055242
data/processed/wikimedia_commons/images/EL/ns6/216/File:Koufonisi 2023 14.jpeg,3.2178943
data/processed/wikimedia_commons/images/PL/ns6/1920/File:Biebrza NP in Dolistowo.jpeg,3.6357415
data/processed/wikimedia_commons/images/FR/ns6/37227/File:Prey église.jpeg,3.6182961
data/processed/wikimedia_commons/images/CY/ns6/5/File:Cyprus-Kolossi-Castle-12815.jpeg,3.967912
data/processed/wikimedia_commons/images/RO/ns6/1097/File:Успенська церква 130820 6523.jpeg,3.4275975
data/processed/wikimedia_commons/images/UK/ns6/1368/File:Plas Uchaf from Plas Lane - geograph.org.uk - 853929.jpeg,3.1172276
data/processed/wikimedia_commons/images/LV/ns6/116/File:Not True Position - Restrict Military Area - panoramio.jpeg,3.4823728
"data/processed/wikimedia_commons/images/CH/ns6/364/File:Neuchâtel, Switzerland - panoramio (157).jpeg",3.3000362
"data/processed/wikimedia_commons/images/CZ/ns6/1445/File:Mezí, domy II.jpeg",3.220057
"data/processed/wikimedia_commons/images/DE/ns6/7897/File:Schleswig-Holstein, Kreis Rendsburg-Eckernförde, Wildes Moor NIK 1573.jpeg",3.3201454
data/processed/wikimedia_commons/images/FR/ns6/19343/File:Redon-Mairie.jpeg,3.2170105
data/processed/wikimedia_commons/images/ES/ns6/3545/File:La Vajol 2011 003.jpeg,3.3101757
data/processed/wikimedia_commons/images/SI/ns6/66/File:In bloom (33791676526).jpeg,3.9032056
data/processed/wikimedia_commons/images/FR/ns6/12792/File:Contamines-geneva erd6.jpeg,3.7317567
"data/processed/wikimedia_commons/images/UK/ns6/175/File:Rooks in the Rookery, Bishopstone - geograph.org.uk - 735050.jpeg",3.7066407
data/processed/wikimedia_commons/images/PL/ns6/2615/File:Gdynia Rzeźnia siding - panoramio - pzdziarski.jpeg,3.7651768
"data/processed/wikimedia_commons/images/CZ/ns6/323/File:Kostelní Vydří, klášter, knihkupectví 01.jpeg",3.2277615
data/processed/wikimedia_commons/images/SE/ns6/816/File:Nysunds kyrka 2018.jpeg,3.8135
data/processed/wikimedia_commons/images/UK/ns6/1848/File:Entrance to Thornley Nurseries - geograph.org.uk - 509809.jpeg,3.340338
data/processed/wikimedia_commons/images/DE/ns6/811/File:DAH-Lauterbach Schloß 002 201501 273.jpeg,3.5827582
data/processed/wikimedia_commons/images/IT/ns6/1537/File:Torre di Villa Morosini (Lusia) 03.jpeg,3.691537
data/processed/wikimedia_commons/images/AT/ns6/537/File:Fire-fighting-facility node-4761805634 2.jpeg,3.056286
data/processed/wikimedia_commons/images/UK/ns6/812/File:The lower lake at Marks Hall - geograph.org.uk - 5799235.jpeg,3.8852499
data/processed/wikimedia_commons/images/DE/ns6/6963/File:Stolperstein Groninger Str 36 (Weddi) Hans Peter Samuel.jpeg,3.5537415
"data/processed/wikimedia_commons/images/SK/ns6/329/File:Majerovce, Grécko-katolícky kostol.jpeg",3.3488498
data/processed/wikimedia_commons/images/LV/ns6/9/File:Где то около леса - panoramio.jpeg,3.7912378
data/processed/wikimedia_commons/images/CZ/ns6/402/File:Strunkov (005).jpeg,3.009054
data/processed/wikimedia_commons/images/PT/ns6/382/File:Calles de Oporto. (7979906263).jpeg,3.0486097
data/processed/wikimedia_commons/images/DE/ns6/396/File:Leben im Wasser 03.jpeg,3.7581193
data/processed/wikimedia_commons/images/FI/ns6/675/File:Hankasalmen rautatieasema talvella (2).jpeg,3.5669372
data/processed/wikimedia_commons/images/FR/ns6/2631/File:Église Saint-Ost 2019 02.jpeg,3.4296808
data/processed/wikimedia_commons/images/SE/ns6/205/File:Backsipporna i Möllegårds naturreservat.jpeg,3.8675022
"data/processed/wikimedia_commons/images/HU/ns6/447/File:Abbey church, SE, Bélapátfalva, 2016 Hungary.jpeg",3.8776145
data/processed/wikimedia_commons/images/UK/ns6/1370/File:Approaching Penrhyn Castle - geograph.org.uk - 2945574.jpeg,3.7065377
"data/processed/wikimedia_commons/images/LT/ns6/270/File:Antalieptė, Lithuania - panoramio (16).jpeg",3.6136577
data/processed/wikimedia_commons/images/IT/ns6/2425/File:Livorno Scoglio della Regina 07 @chesi.jpeg,3.6629279
data/processed/wikimedia_commons/images/FR/ns6/30497/File:Père-Lachaise - Division 37 - Unidentified 12.jpeg,3.7037637
data/processed/wikimedia_commons/images/FR/ns6/9407/File:Stenotus binotatus (3617569882).jpeg,3.7664604
data/processed/wikimedia_commons/images/IE/ns6/179/File:Ballyragget Bridges - geograph.org.uk - 5737718.jpeg,3.642363
data/processed/wikimedia_commons/images/FR/ns6/40195/File:Eglise - Nojeon-en-Vexin - Médiathèque de l'architecture et du patrimoine - APMH00032280.jpeg,3.561659
"data/processed/wikimedia_commons/images/CZ/ns6/962/File:Krásná Hora, Bratroňov.jpeg",3.5756009
"data/processed/wikimedia_commons/images/NL/ns6/1266/File:Waterland, Amsterdam, Netherlands - panoramio (15).jpeg",3.7091246
"data/processed/wikimedia_commons/images/CZ/ns6/951/File:Záříčí u Mladé Vožice, hrana domu.jpeg",3.6567645
"data/processed/wikimedia_commons/images/ES/ns6/3690/File:Castillo de Portilla, reproducción pila bautismal en la iglesia de la Villa Vieja.jpeg",3.7922113
data/processed/wikimedia_commons/images/FR/ns6/20074/File:Pont Armançon - Nuits (FR89) - 2022-11-02 - 3.jpeg,3.5853584
data/processed/wikimedia_commons/images/DE/ns6/1322/File:Salzmanncamererdenkmal.jpeg,3.1156733
data/processed/wikimedia_commons/images/PL/ns6/1634/File:ZalezeKirkeSkakbrætsten2.jpeg,3.5508342
data/processed/wikimedia_commons/images/TR/ns6/2477/File:PİKNİK ALANI KAYIN AĞACLARI İÇİNDE PİKNİK SUUÇTU - panoramio.jpeg,3.9995449
data/processed/wikimedia_commons/images/FR/ns6/1413/File:Ext salse.jpeg,3.88584
"data/processed/wikimedia_commons/images/DE/ns6/5268/File:Church Poppel, Lanitz-Hassel-Tal 3.jpeg",3.832511
data/processed/wikimedia_commons/images/UK/ns6/987/File:Hadzor Hall - geograph.org.uk - 2309210.jpeg,3.0518947
data/processed/wikimedia_commons/images/DE/ns6/6385/File:Lügde - 2022-04-16 - NSG Bierberg (DSC 6003).jpeg,3.9559884
data/processed/wikimedia_commons/images/FR/ns6/3/File:Pocillopora verrucosa GCMP.jpeg,3.7686152
data/processed/wikimedia_commons/images/FR/ns6/9931/File:Fontaine des Jacobins (Lyon) en juin 2019 - 1.jpeg,3.49712
data/processed/wikimedia_commons/images/DE/ns6/617/File:2019-01-27 Augsburg 010 St. Ulrich und Afra (33278542588).jpeg,3.4681587
"data/processed/wikimedia_commons/images/DE/ns6/4099/File:Seisla, Dorfkirche (44).jpeg",3.6558228
"data/processed/wikimedia_commons/images/DE/ns6/6403/File:Tarthun, Blick zur Johanniskirche.jpeg",3.6346865
data/processed/wikimedia_commons/images/FR/ns6/40568/File:Église Saint-Martin de Réville (2).jpeg,3.731342
data/processed/wikimedia_commons/images/FR/ns6/26383/File:Rue de Panserot à Lardy en 2013 4.jpeg,3.8333883
data/processed/wikimedia_commons/images/DE/ns6/7015/File:Berlin-Schöneberg Kurt-Hiller-Park 2.jpeg,3.020881
data/processed/wikimedia_commons/images/PT/ns6/126/File:Marquis of Pombal statue.jpeg,3.7606
data/processed/wikimedia_commons/images/SK/ns6/332/File:RuskaBystraMikulas1.jpeg,3.4384568
data/processed/wikimedia_commons/images/UK/ns6/996/File:SSSI at Harbury Spoilbank (9) - geograph.org.uk - 1547240.jpeg,3.6883352
data/processed/wikimedia_commons/images/ME/ns6/22/File:Orahovac beach 3 - panoramio.jpeg,3.6311731
data/processed/wikimedia_commons/images/IT/ns6/2538/File:Castello di Canossa 28.jpeg,3.8040142
"data/processed/wikimedia_commons/images/UK/ns6/1107/File:King's Norton, Birmingham, UK - panoramio (9).jpeg",3.5299087
data/processed/wikimedia_commons/images/CZ/ns6/787/File:Tukleky (Oslov) Okres Písek (4).jpeg,3.521921
data/processed/wikimedia_commons/images/UK/ns6/1787/File:Farm track on the side of the wood. - geograph.org.uk - 114455.jpeg,3.487161
data/processed/wikimedia_commons/images/DE/ns6/6474/File:Karras Postbruecke Wegweiser 01.jpeg,3.1279047
"data/processed/wikimedia_commons/images/FR/ns6/6337/File:Vars, Winter 2012 - panoramio (10).jpeg",3.7940903
data/processed/wikimedia_commons/images/DE/ns6/1866/File:Dernbach-04-Schulhaus-Heilige Dreifaltigkeit-2023-gje.jpeg,3.6927323
data/processed/wikimedia_commons/images/DE/ns6/6489/File:Naturschutzgebiet Emsdettener Venn 27.jpeg,3.8627386
data/processed/wikimedia_commons/images/DE/ns6/3804/File:Ev Kirche Atzbach (009).jpeg,3.5949817
data/processed/wikimedia_commons/images/DE/ns6/3499/File:Flossteich im Lamitztal (MGK19169).jpeg,3.9206858
data/processed/wikimedia_commons/images/UK/ns6/1623/File:Minor road towards Spring Head - geograph.org.uk - 2488284.jpeg,3.0212374
data/processed/wikimedia_commons/images/FR/ns6/40902/File:Condé sur l'Escaut chevalement de la Fosse Ledoux (1).jpeg,3.6314144
data/processed/wikimedia_commons/images/DK/ns6/323/File:Frederiksværk kirke 35.jpeg,3.6875582
data/processed/wikimedia_commons/images/CZ/ns6/1198/File:StudenkaNewManor6.jpeg,3.913732
data/processed/wikimedia_commons/images/TR/ns6/100/File:Pier - panoramio (1).jpeg,3.6097548
"data/processed/wikimedia_commons/images/DE/ns6/6237/File:Ahlen, Germany - panoramio (47).jpeg",3.6317415
data/processed/wikimedia_commons/images/DE/ns6/4352/File:Storch im Flug 2H1A0990WI.jpeg,3.2706764
data/processed/wikimedia_commons/images/CZ/ns6/2047/File:PR Zámělský borek 01.jpeg,3.9926121
data/processed/wikimedia_commons/images/FR/ns6/6252/File:Cabrerets - panoramio (14).jpeg,3.8388677
data/processed/wikimedia_commons/images/NL/ns6/1644/File:Eindhoven-noordbrabantlaan-220805.jpeg,3.2551737
data/processed/wikimedia_commons/images/NL/ns6/50/File:Cadier en Keer-Geologisch monument Örenberg (25).jpeg,3.9422388
data/processed/wikimedia_commons/images/DE/ns6/1999/File:Kuhnst für Kinder - panoramio.jpeg,3.5139084
data/processed/wikimedia_commons/images/DE/ns6/1382/File:Neufahrn in Niederbayern Hebramsdorf Kirche Ostseite.jpeg,3.8635945
data/processed/wikimedia_commons/images/FR/ns6/7260/File:Prieuré-doyenné Saint-Pierre (ancien) - Cloître - Arcades de la galerie sud - Carennac - Médiathèque de l'architecture et du patrimoine - APMH00036678.jpeg,3.7812116
data/processed/wikimedia_commons/images/UK/ns6/1282/File:Llangollen Canal at Trevor - geograph.org.uk - 640635.jpeg,3.7990513
"data/processed/wikimedia_commons/images/EL/ns6/446/File:Athens, Greece - panoramio (56).jpeg",3.734839
data/processed/wikimedia_commons/images/DE/ns6/2374/File:St. Martin in Werbach 04.jpeg,3.630525
"data/processed/wikimedia_commons/images/FR/ns6/11124/File:Marcellaz-Albanais - 74150 - 2020.04.22 - Église, clocher - AnthonyLevrot.jpeg",3.6278477
"data/processed/wikimedia_commons/images/CH/ns6/480/File:Teufelsbrücke am Etzel über die Sihl, Egg SZ 20180708-jag9889.jpeg",3.8844535
data/processed/wikimedia_commons/images/PL/ns6/2091/File:POL Dębowiec Pomnikowy dąb koło stodoły RSP.jpeg,3.7566793
data/processed/wikimedia_commons/images/IT/ns6/2146/File:Stazione tranviaria di Mostizzolo scalo merci 20110707.jpeg,3.740848
data/processed/wikimedia_commons/images/NL/ns6/1597/File:Militair terrein in Kapellen II.jpeg,3.6929832
data/processed/wikimedia_commons/images/IT/ns6/2416/File:Ricca di Aries - Montone (PG).jpeg,3.6578474
data/processed/wikimedia_commons/images/PL/ns6/222/File:2023-07 Drogoszów (09) Z lotu ptaka.jpeg,3.9336777
data/processed/wikimedia_commons/images/AT/ns6/603/File:Hieflauer Friedhof.jpeg,3.8734
"data/processed/wikimedia_commons/images/PL/ns6/2356/File:Dziewięcierz, Cmentarz grekokatolicki - fotopolska.eu (304775).jpeg",3.781465
"data/processed/wikimedia_commons/images/ES/ns6/3718/File:Igrexa de Roo, Outes.jpeg",3.8093166
"data/processed/wikimedia_commons/images/BE/ns6/340/File:Overijse, Sint-Martinuskerk A.jpeg",3.4713564
data/processed/wikimedia_commons/images/UK/ns6/1359/File:Medieval silver Edwardian penny (FindID 460951).jpeg,3.9875097
data/processed/wikimedia_commons/images/LV/ns6/148/File:Remtes muižas pils 2.jpeg,3.0380044
data/processed/wikimedia_commons/images/UK/ns6/1774/File:Enniskillen Orange Hall(Co.Tyrone).jpeg,3.075145
data/processed/wikimedia_commons/images/LV/ns6/180/File:Ogres sala vasarā (no šosejas) - ogre11 - Panoramio.jpeg,3.6723523
"data/processed/wikimedia_commons/images/IT/ns6/1758/File:San Polo, 30100 Venice, Italy - panoramio (38).jpeg",3.5090392
data/processed/wikimedia_commons/images/PT/ns6/268/File:Ribeira da Sertã - Portugal (18492031293).jpeg,3.717592
data/processed/wikimedia_commons/images/BE/ns6/346/File:Tervuren Kerkstraat 4-6 achtergevel - 218320 - onroerenderfgoed.jpeg,3.649682
data/processed/wikimedia_commons/images/DE/ns6/4694/File:Pfarrhaus - Brunnenstube - Rathaus in Dippoldiswalde.jpeg,3.6808429
data/processed/wikimedia_commons/images/FR/ns6/40347/File:Omaha Memorial - panoramio.jpeg,3.731497
data/processed/wikimedia_commons/images/DE/ns6/1242/File:Furth Niederbayern 01.jpeg,3.978179
data/processed/wikimedia_commons/images/EL/ns6/903/File:Έξω απ’ την Πόλη - panoramio.jpeg,3.956166
data/processed/wikimedia_commons/images/CZ/ns6/266/File:Borčice8.jpeg,3.684111
data/processed/wikimedia_commons/images/BG/ns6/77/File:BASA-1771K-1-1174-35-Beglika.jpeg,3.106214
data/processed/wikimedia_commons/images/DE/ns6/7977/File:Pines (4743473538).jpeg,3.6074343
data/processed/wikimedia_commons/images/CZ/ns6/416/File:22.8.20 2 Malenice Staroceska Konopicka 172 (50256628496).jpeg,3.1797674
data/processed/wikimedia_commons/images/ES/ns6/3673/File:Iglesia parroquial de Viñales y zona recreativa.jpeg,3.71424
data/processed/wikimedia_commons/images/FR/ns6/11774/File:Cascade des Nantisses @ Villaz (51105287596).jpeg,3.7750573
data/processed/wikimedia_commons/images/SE/ns6/2807/File:1434Lofta kyrka.jpeg,3.7771502
"data/processed/wikimedia_commons/images/NL/ns6/2648/File:2024 Diken, grêfstien (16e iuw).jpeg",3.8731987
data/processed/wikimedia_commons/images/DE/ns6/6556/File:NU-Frankenförde Denkmal Weltkriege linke Seite.jpeg,3.0524476
data/processed/wikimedia_commons/images/ES/ns6/1331/File:Palma de Mallorca - Un calle del barrio de Son Cotoner - panoramio.jpeg,3.6669621
data/processed/wikimedia_commons/images/IT/ns6/2382/File:AscianoSantAgata6.jpeg,3.7871323
data/processed/wikimedia_commons/images/FR/ns6/21231/File:Église Saint-Maurice de Conflans-sur-Anille le 6 janvier 2020 - 6.jpeg,3.4275799
data/processed/wikimedia_commons/images/DE/ns6/394/File:Landappbw 370613 1824 Alter Grenzstein zwischen Kirchhofen und Staufen Ehrenkirchen.jpeg,3.8592849
data/processed/wikimedia_commons/images/HU/ns6/379/File:Margarethen Karner2.jpeg,3.9976523
"data/processed/wikimedia_commons/images/PL/ns6/1329/File:Pomnik Sándora Petőfiego, Park Górczewska, Warszawa (3).jpeg",3.5578225
data/processed/wikimedia_commons/images/IT/ns6/1000/File:Fonte del Canalino (Scarlino) 14.jpeg,3.5355806
data/processed/wikimedia_commons/images/LV/ns6/216/File:Slokas iela - panoramio (33).jpeg,3.1941314
data/processed/wikimedia_commons/images/DE/ns6/7469/File:Forest in Densow 2021-05-29 18.jpeg,3.5948944
data/processed/wikimedia_commons/images/AT/ns6/1134/File:Geranium dissectum sl32.jpeg,3.6786222
data/processed/wikimedia_commons/images/PL/ns6/1030/File:Lubiatów - Barokowy kościół filialny MB Częstochowskiej 4.jpeg,3.7358756
data/processed/wikimedia_commons/images/DE/ns6/6183/File:Saechsischer Forstgrenzstein Duebener Heide (6).jpeg,3.8313808
data/processed/wikimedia_commons/images/ES/ns6/1688/File:®s K3 SD Ð ┼ MADRID ARGANZUELA según KATRESYA - panoramio (37).jpeg,3.9343534
data/processed/wikimedia_commons/images/NO/ns6/437/File:Aas Meieri (8447627256).jpeg,3.5410275
data/processed/wikimedia_commons/images/CH/ns6/707/File:RunsbergBassersdorfI.jpeg,3.920921
data/processed/wikimedia_commons/images/DE/ns6/6317/File:Kriegerdenkmal Sacro Forst Lausitz 04.jpeg,3.6650255
data/processed/wikimedia_commons/images/NO/ns6/1017/File:Fossbygget til høgskulen i Sogndal 202310.jpeg,3.535202
"data/processed/wikimedia_commons/images/PL/ns6/2193/File:2014 Powiat cieszyński, Brzezówka, Widok z ulicy Leśnej 04.jpeg",3.36177
data/processed/wikimedia_commons/images/SE/ns6/63/File:Skåne 2017-05-12 (35358325586).jpeg,3.9867992
data/processed/wikimedia_commons/images/LV/ns6/196/File:Venta River - panoramio.jpeg,3.8276036
data/processed/wikimedia_commons/images/NL/ns6/188/File:Nieuwland GM Geer 37-38.jpeg,3.1716025
data/processed/wikimedia_commons/images/CH/ns6/740/File:Hard-Rheinbruecke Hard-Fussach-alpine rhine-01ASD.jpeg,3.1974754
"data/processed/wikimedia_commons/images/CH/ns6/659/File:Feldweg-Brücke bei Milandre über die Allaine, Boncourt JU 20231018-jag9889.jpeg",3.499385
"data/processed/wikimedia_commons/images/FR/ns6/24090/File:The Roman Amphitheatre, Roman Grand (Andesina), France (7693471016).jpeg",3.5992413
data/processed/wikimedia_commons/images/FI/ns6/429/File:Tampere-Härmälän lentoasema - panoramio.jpeg,3.5304866
data/processed/wikimedia_commons/images/UK/ns6/1787/File:Auldby Farm. - geograph.org.uk - 143785.jpeg,3.5040963
data/processed/wikimedia_commons/images/UK/ns6/1460/File:Farmland north of Forewood Lane - geograph.org.uk - 1872057.jpeg,3.2518425
data/processed/wikimedia_commons/images/UK/ns6/1402/File:The Meadows - geograph.org.uk - 3481963.jpeg,3.5861797
data/processed/wikimedia_commons/images/CZ/ns6/1947/File:Staroměstké náměstí - panoramio.jpeg,3.610444
