pageid,ns,title,index,multiple_coordinates,multiple_imageinfo,multiple_labels,coordinates.lat,coordinates.lon,coordinates.primary,thumbnail.source,thumbnail.width,thumbnail.height,entityterms.label,query_lat,query_lon,radius,query_id,country
26859985,0,Q24899402,23,False,False,False,39.638,20.1395,True,,,,Strovili cape,39.644247915936766,20.070883070699814,10000,0,AL
26884513,0,Q24924282,24,False,False,False,39.61611111,20.1725,True,,,,Sagiada bay,39.644247915936766,20.070883070699814,10000,0,AL
26974125,0,Q25014587,25,False,False,False,39.66277778,20.08888889,True,,,,Pagania cape,39.644247915936766,20.070883070699814,10000,0,AL
26974142,0,Q25014605,26,False,False,False,39.66578,20.08812,True,,,,Pagania bay,39.644247915936766,20.070883070699814,10000,0,AL
26976152,0,Q25016633,27,False,False,False,39.6734,20.0662,True,,,,Akra Nenoudha,39.644247915936766,20.070883070699814,10000,0,AL
26984455,0,Q25024753,28,False,False,False,39.65361111,20.11083333,True,,,,Kouramos bay,39.644247915936766,20.070883070699814,10000,0,AL
26994600,0,Q25035176,29,False,False,False,39.67833333,20.05444444,True,,,,Kato Aetos bay,39.644247915936766,20.070883070699814,10000,0,AL
27053554,0,Q25094341,30,False,False,False,39.57666667,20.03472222,True,,,,Kerkyra Strait,39.644247915936766,20.070883070699814,10000,0,AL
27064547,0,Q25105381,31,True,False,False,39.64756,20.15385,True,,,,Arkoudi,39.644247915936766,20.070883070699814,10000,0,AL
27076532,0,Q25117294,32,False,False,False,39.58555556,20.12055556,True,,,,Avathi Thiamidos,39.644247915936766,20.070883070699814,10000,0,AL
27076534,0,Q25117296,33,False,False,False,39.65138889,20.10138889,True,,,,Akra Akonia,39.644247915936766,20.070883070699814,10000,0,AL
27076535,0,Q25117297,34,False,False,False,39.67027778,20.04833333,True,,,,Ífalos Káto Aetoú,39.644247915936766,20.070883070699814,10000,0,AL
67008218,0,Q67402376,35,False,False,False,39.65215,20.15976,True,,,,Konispol border post,39.644247915936766,20.070883070699814,10000,0,AL
67008379,0,Q67402460,36,False,False,False,39.65181,20.15832,True,,,,Sagiada border post,39.644247915936766,20.070883070699814,10000,0,AL
95745558,0,Q97314850,37,False,False,False,39.7,20.0,True,https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Butrinti%2C_Sarande_04.jpg/320px-Butrinti%2C_Sarande_04.jpg,320.0,160.0,Korafi Hills,39.644247915936766,20.070883070699814,10000,0,AL
105901225,0,Q110880077,38,True,False,False,39.69003,20.062502,False,,,,Kato Aetos,39.644247915936766,20.070883070699814,10000,0,AL
108424897,0,Q113660543,39,False,False,False,39.639032,20.141946,True,,,,Fortress of Strovili,39.644247915936766,20.070883070699814,10000,0,AL
111747483,0,Q116954420,40,False,False,False,39.62567,20.18101,True,,,,"Bust of Grigorios Tsonkas, Sagiada",39.644247915936766,20.070883070699814,10000,0,AL
