pageid,ns,title,index,multiple_coordinates,multiple_imageinfo,multiple_labels,coordinates.lat,coordinates.lon,coordinates.primary,thumbnail.source,thumbnail.width,thumbnail.height,entityterms.label,query_lat,query_lon,radius,query_id,country
3244834,0,Q3405245,14,False,False,False,39.74166667,19.9925,True,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Extract_of_Butrint_-_Alipasina_pevnost_z_18._stol_uprostred_bazin_Vi.jpg/320px-Extract_of_Butrint_-_Alipasina_pevnost_z_18._stol_uprostred_bazin_Vi.jpg,320.0,185.0,Ali Pasha Castle,39.777899212125895,19.9711555691039,10000,2,AL
3389251,0,Q3560298,15,False,False,False,39.7581,19.9136,True,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Corfu_Kassiopi_R05.jpg/320px-Corfu_Kassiopi_R05.jpg,320.0,213.0,Kassopaioi Municipal Unit,39.777899212125895,19.9711555691039,10000,2,AL
5901242,0,Q6109785,16,False,False,False,39.810556,20.009444,True,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/St._George%27s_Monastery%2C_Sarand%C3%AB%2C_September_2022_02.jpg/320px-St._George%27s_Monastery%2C_Sarand%C3%AB%2C_September_2022_02.jpg,320.0,240.0,"St. George's Monastery, Sarandë",39.777899212125895,19.9711555691039,10000,2,AL
7883488,0,Q7943132,17,False,False,False,39.73333333,20.01666667,True,https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Butrinti%2C_Sarande_04.jpg/320px-Butrinti%2C_Sarande_04.jpg,320.0,160.0,Vrinë,39.777899212125895,19.9711555691039,10000,2,AL
7884106,0,Q7943690,18,False,False,False,39.8044,20.0714,True,,,,Vurg,39.777899212125895,19.9711555691039,10000,2,AL
11706965,0,Q10403174,19,False,False,False,39.79916667,19.87305556,True,,,,,39.777899212125895,19.9711555691039,10000,2,AL
14323473,0,Q12883505,20,False,False,False,39.747733,19.932703,True,,,,"Plagia, Kerkyra",39.777899212125895,19.9711555691039,10000,2,AL
14567451,0,Q13046666,21,False,False,False,39.74564722,20.02051111,True,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9b/Amphitheatre_of_Butrint_2009.jpg/320px-Amphitheatre_of_Butrint_2009.jpg,320.0,214.0,Greek Theatre of Butrint,39.777899212125895,19.9711555691039,10000,2,AL
16873830,0,Q15223914,22,False,False,False,39.787797,19.909553,True,,,,High School of Kassiopi,39.777899212125895,19.9711555691039,10000,2,AL
16945153,0,Q15297479,23,False,False,False,39.7923,19.9211,True,https://upload.wikimedia.org/wikipedia/commons/thumb/d/df/Kassiopi_Castle.jpg/320px-Kassiopi_Castle.jpg,320.0,277.0,Kassiopi Castle,39.777899212125895,19.9711555691039,10000,2,AL
17950413,0,Q16322646,24,False,False,False,39.763813,19.875364,True,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/Korfu_%28GR%29%2C_Palea_Peritheia%2C_Agios_Spiridon_--_2018_--_1037.jpg/320px-Korfu_%28GR%29%2C_Palea_Peritheia%2C_Agios_Spiridon_--_2018_--_1037.jpg,320.0,213.0,Palea Peritheia,39.777899212125895,19.9711555691039,10000,2,AL
17950520,0,Q16322753,25,False,False,False,39.74388889,19.93333333,True,https://upload.wikimedia.org/wikipedia/commons/thumb/4/41/Kalami%2C_Corfu%2C_July_1985_%2801%29.jpg/320px-Kalami%2C_Corfu%2C_July_1985_%2801%29.jpg,320.0,218.0,Kalami (Corfu),39.777899212125895,19.9711555691039,10000,2,AL
17961461,0,Q16332692,26,False,False,False,39.79274,19.95909,True,https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Albania_from_Corfu_045.JPG/320px-Albania_from_Corfu_045.JPG,320.0,240.0,Peristeres Island,39.777899212125895,19.9711555691039,10000,2,AL
17992146,0,Q16363174,27,False,False,False,39.72694397,19.99416733,True,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/Pavlla_river_.JPG/320px-Pavlla_river_.JPG,320.0,214.0,Pavllë,39.777899212125895,19.9711555691039,10000,2,AL
23597029,0,Q21555042,28,False,False,False,39.78344,19.8859,True,,,,Anapaftiria,39.777899212125895,19.9711555691039,10000,2,AL
23597030,0,Q21555043,29,False,False,False,39.79706,19.88585,True,,,,"Apraos, Kerkyra",39.777899212125895,19.9711555691039,10000,2,AL
23597031,0,Q21555044,30,False,False,False,39.78654,19.87753,True,,,,Loutses,39.777899212125895,19.9711555691039,10000,2,AL
23597032,0,Q21555045,31,False,False,False,39.79053,19.87594,True,,,,"Magarika, Kerkyra",39.777899212125895,19.9711555691039,10000,2,AL
23597034,0,Q21555047,32,False,False,False,39.79703,19.87427,True,,,,Agios Ilias Corfu,39.777899212125895,19.9711555691039,10000,2,AL
23597035,0,Q21555048,33,False,False,False,39.7975,19.86694444,True,,,,Vathy Corfu,39.777899212125895,19.9711555691039,10000,2,AL
23597037,0,Q21555050,34,False,False,False,39.7925,19.86083333,True,,,,Vouni Corfu,39.777899212125895,19.9711555691039,10000,2,AL
23597038,0,Q21555051,35,False,False,False,39.81027778,19.86555556,True,,,,Karniaris Corfu,39.777899212125895,19.9711555691039,10000,2,AL
23597039,0,Q21555052,36,False,False,False,39.78777778,19.85611111,True,,,,Krinias Corfu,39.777899212125895,19.9711555691039,10000,2,AL
23597040,0,Q21555053,37,False,False,False,39.80111111,19.87027778,True,,,,Pelekito Corfu,39.777899212125895,19.9711555691039,10000,2,AL
23597042,0,Q21555055,38,False,False,False,39.80083333,19.86388889,True,,,,"Perouli, Corfu",39.777899212125895,19.9711555691039,10000,2,AL
23597054,0,Q21555067,39,False,False,False,39.77111111,19.91222222,True,,,,Agios Georgios,39.777899212125895,19.9711555691039,10000,2,AL
23597055,0,Q21555068,40,False,False,False,39.7872,19.91023,True,,,,"Imerolia, Kerkyra",39.777899212125895,19.9711555691039,10000,2,AL
23597056,0,Q21555069,41,False,False,False,39.78062,19.9204,True,,,,"Kellia, Kerkyra",39.777899212125895,19.9711555691039,10000,2,AL
23597057,0,Q21555070,42,False,False,False,39.77685,19.91628,True,,,,"Lithiasmenos, Kerkyra",39.777899212125895,19.9711555691039,10000,2,AL
23597058,0,Q21555071,43,False,False,False,39.76078,19.91521,True,,,,"Pigi, Kerkyra",39.777899212125895,19.9711555691039,10000,2,AL
23597060,0,Q21555073,44,False,False,False,39.78057,19.90491,True,,,,"Podolakkos, Kerkyra",39.777899212125895,19.9711555691039,10000,2,AL
23597061,0,Q21555074,45,False,False,False,39.7925,19.96888889,True,,,,Psyllos Dyo Kerkyras,39.777899212125895,19.9711555691039,10000,2,AL
23597062,0,Q21555075,46,False,False,False,39.74455,19.9304,True,,,,"Vlachatika, Kerkyra",39.777899212125895,19.9711555691039,10000,2,AL
23597063,0,Q21555076,47,False,False,False,39.74246,19.92816,True,,,,"Gimari, Kerkyra",39.777899212125895,19.9711555691039,10000,2,AL
23597064,0,Q21555077,48,False,False,False,39.73851,19.92469,True,,,,"Kavalleraina, Kerkyra",39.777899212125895,19.9711555691039,10000,2,AL
23597065,0,Q21555078,49,False,False,False,39.73435,19.92414,True,,,,"Kentroma, Kerkyra",39.777899212125895,19.9711555691039,10000,2,AL
23597066,0,Q21555079,50,False,False,False,39.74135556,19.93223056,True,,,,"Rachi, Kerkyra",39.777899212125895,19.9711555691039,10000,2,AL
23597067,0,Q21555080,51,False,False,False,39.72973,19.89547,True,,,,"Apolysoi, Kerkyra",39.777899212125895,19.9711555691039,10000,2,AL
23597068,0,Q21555081,52,False,False,False,39.7295,19.88787,True,,,,"Vinglatouri, Kerkyra",39.777899212125895,19.9711555691039,10000,2,AL
23597069,0,Q21555082,53,False,False,False,39.73006,19.9022,True,,,,"Katavolos, Kerkyra",39.777899212125895,19.9711555691039,10000,2,AL
23597071,0,Q21555085,54,False,False,False,39.76667,19.94639,True,,,,"Agios Stefanos Sinion, Kerkyra",39.777899212125895,19.9711555691039,10000,2,AL
23597072,0,Q21555086,55,False,False,False,39.76012,19.93388,True,,,,"Agnitsini, Kerkyra",39.777899212125895,19.9711555691039,10000,2,AL
23597073,0,Q21555087,56,False,False,False,39.75026,19.92748,True,,,,"Vingla, Kerkyra",39.777899212125895,19.9711555691039,10000,2,AL
23597074,0,Q21555088,57,False,False,False,39.76727,19.93295,True,,,,"Karyotiko, Kerkyra",39.777899212125895,19.9711555691039,10000,2,AL
23597075,0,Q21555089,58,False,False,False,39.75511,19.92585,True,,,,"Kokkini, Kerkyra",39.777899212125895,19.9711555691039,10000,2,AL
23597076,0,Q21555090,59,False,False,False,39.7595,19.92469,True,,,,"Kokkokylas, Kerkyra",39.777899212125895,19.9711555691039,10000,2,AL
23597077,0,Q21555091,60,False,False,False,39.76472,19.92603,True,,,,"Kremithas, Kerkyra",39.777899212125895,19.9711555691039,10000,2,AL
23597078,0,Q21555092,61,False,False,False,39.75455,19.90324,True,,,,"Mengoulas, Kerkyra",39.777899212125895,19.9711555691039,10000,2,AL
23597080,0,Q21555094,62,False,False,False,39.7496,19.91688,True,,,,"Porta, Corfu",39.777899212125895,19.9711555691039,10000,2,AL
23597081,0,Q21555095,63,False,False,False,39.74399,19.90997,True,,,,"Rou, Kerkyra",39.777899212125895,19.9711555691039,10000,2,AL
23597082,0,Q21555096,64,False,False,False,39.75676,19.91143,True,,,,"Santa, Kerkyra",39.777899212125895,19.9711555691039,10000,2,AL
23597083,0,Q21555097,65,False,False,False,39.75049,19.93439,True,,,,Sarakinatika,39.777899212125895,19.9711555691039,10000,2,AL
23597084,0,Q21555098,66,False,False,False,39.75432,19.92019,True,,,,"Tritsi, Kerkyra",39.777899212125895,19.9711555691039,10000,2,AL
24034546,0,Q22002788,67,False,False,False,39.71194444,20.01333333,True,,,,Stilos,39.777899212125895,19.9711555691039,10000,2,AL
24034547,0,Q22002789,68,False,False,False,39.79611111,20.0075,True,,,,Maja e Dema,39.777899212125895,19.9711555691039,10000,2,AL
24034554,0,Q22002796,69,False,False,False,39.74613,20.02121,True,,,,Butrint,39.777899212125895,19.9711555691039,10000,2,AL
24034558,0,Q22002800,70,False,False,False,39.83722,20.00861,True,,,,Punta Denta,39.777899212125895,19.9711555691039,10000,2,AL
24034569,0,Q22002811,71,False,False,False,39.81666667,20.01666667,True,,,,Gormat,39.777899212125895,19.9711555691039,10000,2,AL
24034571,0,Q22002813,72,False,False,False,39.8,20.03,True,,,,Kalasë,39.777899212125895,19.9711555691039,10000,2,AL
24034583,0,Q22002825,73,False,False,False,39.7883,20.0575,True,,,,Liapes,39.777899212125895,19.9711555691039,10000,2,AL
24034597,0,Q22002839,74,False,False,False,39.75,20.05,True,,,,Liqeni i Rrezes,39.777899212125895,19.9711555691039,10000,2,AL
24034600,0,Q22002842,75,False,False,False,39.85667,20.005,True,,,,Gjiri i Sarandes,39.777899212125895,19.9711555691039,10000,2,AL
24034607,0,Q22002849,76,False,False,False,39.7542,20.015,True,,,,Bregu i Triskulit,39.777899212125895,19.9711555691039,10000,2,AL
24039378,0,Q22007659,77,False,False,False,39.73333333,19.96666667,True,,,,Liqeni i Almures,39.777899212125895,19.9711555691039,10000,2,AL
24039381,0,Q22007662,78,False,False,False,39.73361,19.98722,True,,,,Gjiri i Butrintit,39.777899212125895,19.9711555691039,10000,2,AL
24039382,0,Q22007663,79,False,False,False,39.74222222,19.99111111,True,,,,Kanali i Butrintit,39.777899212125895,19.9711555691039,10000,2,AL
24039387,0,Q22007668,80,False,False,False,39.76667,19.98333,True,,,,Ishulli i Tetranisit,39.777899212125895,19.9711555691039,10000,2,AL
24039392,0,Q22007673,81,False,False,False,39.75472,19.97361,True,,,,Kepi i Skales,39.777899212125895,19.9711555691039,10000,2,AL
24039395,0,Q22007676,82,False,False,False,39.68972,19.98139,True,,,,Kepi i Stilit,39.777899212125895,19.9711555691039,10000,2,AL
24039396,0,Q22007677,83,False,False,False,39.78333,19.98333,True,,,,Gjiri i Tetranisit,39.777899212125895,19.9711555691039,10000,2,AL
24039397,0,Q22007678,84,False,False,False,39.86667,19.98333,True,,,,Kepi i Varese,39.777899212125895,19.9711555691039,10000,2,AL
27119034,0,Q25159892,85,False,False,False,39.81583333,19.87444444,True,,,,Cape Agiou Spyridonos,39.777899212125895,19.9711555691039,10000,2,AL
27119044,0,Q25159902,86,False,False,False,39.735,19.93055556,True,,,,Cape Agni,39.777899212125895,19.9711555691039,10000,2,AL
27119072,0,Q25159930,87,False,False,False,39.80083333,19.88694444,True,,,,,39.777899212125895,19.9711555691039,10000,2,AL
27119085,0,Q25159943,88,False,False,False,39.77305556,19.95166667,True,,,,Cape Agios Stefanos,39.777899212125895,19.9711555691039,10000,2,AL
27119092,0,Q25159950,89,False,False,False,39.78583333,19.93638889,True,,,,,39.777899212125895,19.9711555691039,10000,2,AL
27119121,0,Q25159979,90,False,False,False,39.79444444,19.91972222,True,,,,Cape Kassiopi,39.777899212125895,19.9711555691039,10000,2,AL
27119145,0,Q25160003,91,False,False,False,39.74333333,19.94,True,,,,Cape Kouloura,39.777899212125895,19.9711555691039,10000,2,AL
27119161,0,Q25160019,92,False,False,False,39.76011,19.96336,True,,,,North Kerkyra Strait,39.777899212125895,19.9711555691039,10000,2,AL
27119187,0,Q25160045,93,False,False,False,39.78722,19.94275,True,,,,Cape Varvaro,39.777899212125895,19.9711555691039,10000,2,AL
27121529,0,Q25162449,94,False,False,False,39.77055556,19.95861111,True,,,,Serpa shoal,39.777899212125895,19.9711555691039,10000,2,AL
32200492,0,Q30589749,95,False,False,False,39.74555833,20.02292778,True,,,,Baptistery of Butrint,39.777899212125895,19.9711555691039,10000,2,AL
44010264,0,Q42754212,96,False,False,False,39.847417,20.034583,True,,,,,39.777899212125895,19.9711555691039,10000,2,AL
44010325,0,Q42754275,97,False,False,False,39.809972,20.011333,True,,,,,39.777899212125895,19.9711555691039,10000,2,AL
44010395,0,Q42754346,98,False,False,False,39.745039,20.019161,True,,,,,39.777899212125895,19.9711555691039,10000,2,AL
56179358,0,Q56240116,99,False,False,False,39.748135,19.87216,True,,,,Moni Pantokratora,39.777899212125895,19.9711555691039,10000,2,AL
56179393,0,Q56240150,100,False,False,False,39.79004,19.92168,True,,,,Church of Panagia Kassopitra,39.777899212125895,19.9711555691039,10000,2,AL
56179426,0,Q56240183,101,False,False,False,39.750369,19.913523,True,,,,"Former Primary School, Porta Kassopaion",39.777899212125895,19.9711555691039,10000,2,AL
57117003,0,Q57199986,102,False,False,False,39.7425,20.02,True,,,,Triangular Castle,39.777899212125895,19.9711555691039,10000,2,AL
67716690,0,Q68042145,103,False,False,False,39.74615,20.01982,True,,,,Archeological Museum of Butrint,39.777899212125895,19.9711555691039,10000,2,AL
67749547,0,Q68075648,104,False,False,False,39.744034,20.019756,True,,,,Butrint Venetian Towers,39.777899212125895,19.9711555691039,10000,2,AL
81430977,0,Q82073762,105,False,False,False,39.746536,20.023228,True,,,,Basilica of Butrint,39.777899212125895,19.9711555691039,10000,2,AL
81430985,0,Q82073772,106,False,False,False,39.745361,20.020073,True,,,,Temple of Zeus in Buthrotum,39.777899212125895,19.9711555691039,10000,2,AL
81430993,0,Q82073786,107,False,False,False,39.746201,20.023355,True,,,,Nympheum in Butrint,39.777899212125895,19.9711555691039,10000,2,AL
81431547,0,Q82074362,108,False,False,False,39.745262,20.020187,True,,,,Temple of Asclepius - Butrint,39.777899212125895,19.9711555691039,10000,2,AL
85087860,0,Q85813530,109,False,False,False,39.80444444,20.07138889,True,,,,Vurgu i Ri,39.777899212125895,19.9711555691039,10000,2,AL
85110243,0,Q85836640,110,False,False,False,39.744386,20.022116,True,,,,Triconch Palace at Butrint,39.777899212125895,19.9711555691039,10000,2,AL
92459692,0,Q93341714,111,False,False,False,39.83305556,20.0,True,,,,Butrint,39.777899212125895,19.9711555691039,10000,2,AL
95745558,0,Q97314850,112,False,False,False,39.7,20.0,True,,,,Korafi Hills,39.777899212125895,19.9711555691039,10000,2,AL
97293378,0,Q99312271,113,False,False,False,39.73416667,20.01166667,True,,,,Vrina plain,39.777899212125895,19.9711555691039,10000,2,AL
106110954,0,Q111116093,114,False,False,False,39.7648157,19.9962196,True,,,,Hotel Mira Mare,39.777899212125895,19.9711555691039,10000,2,AL
106110955,0,Q111116094,115,False,False,False,39.766717,20.0033301,True,,,,Blue Water Hotel,39.777899212125895,19.9711555691039,10000,2,AL
106110956,0,Q111116095,116,False,False,False,39.7778211,20.0087735,True,,,,Hotel Citrus,39.777899212125895,19.9711555691039,10000,2,AL
106110957,0,Q111116096,117,False,False,False,39.7636732,19.9943469,True,,,,Hotel Seadel,39.777899212125895,19.9711555691039,10000,2,AL
106110958,0,Q111116098,118,False,False,False,39.7712427,20.0119187,True,,,,Hotel Inada,39.777899212125895,19.9711555691039,10000,2,AL
106110959,0,Q111116099,119,False,False,False,39.7721755,20.0055693,True,,,,Kuburi Hotel,39.777899212125895,19.9711555691039,10000,2,AL
106110960,0,Q111116100,120,False,False,False,39.7708099,20.0072968,True,,,,Vila Renato,39.777899212125895,19.9711555691039,10000,2,AL
106110961,0,Q111116102,121,False,False,False,39.762932,20.002236,True,,,,Hotel Chris,39.777899212125895,19.9711555691039,10000,2,AL
106116434,0,Q111121709,122,False,False,False,39.8545365,20.0217153,True,,,,Art Hotel,39.777899212125895,19.9711555691039,10000,2,AL
106116440,0,Q111121715,123,False,False,False,39.8523047,20.0246364,True,,,,Hotel Keos,39.777899212125895,19.9711555691039,10000,2,AL
106116441,0,Q111121716,124,False,False,False,39.8541667,20.0227778,True,,,,Hotel Summer Dream,39.777899212125895,19.9711555691039,10000,2,AL
106116442,0,Q111121717,125,False,False,False,39.8579647,20.0209093,True,,,,Hotel Bella Vista,39.777899212125895,19.9711555691039,10000,2,AL
106116443,0,Q111121718,126,False,False,False,39.8553369,20.0219695,True,,,,Bora Bora Hotel,39.777899212125895,19.9711555691039,10000,2,AL
106116448,0,Q111121723,127,False,False,False,39.8513568,20.0220333,True,,,,Hotel Sole,39.777899212125895,19.9711555691039,10000,2,AL
106116449,0,Q111121724,128,False,False,False,39.8541667,20.0227778,True,,,,Summer Suite Hotel,39.777899212125895,19.9711555691039,10000,2,AL
106664483,0,Q111738744,129,False,False,False,39.76667,20.0,True,,,,Ksamil,39.777899212125895,19.9711555691039,10000,2,AL
109496679,0,Q114830798,130,False,False,False,39.74777778,20.06,True,,,,Lake Bufi,39.777899212125895,19.9711555691039,10000,2,AL
