pageid,ns,title,index,multiple_coordinates,multiple_imageinfo,multiple_labels,coordinates.lat,coordinates.lon,coordinates.primary,thumbnail.source,thumbnail.width,thumbnail.height,entityterms.label,query_lat,query_lon,radius,query_id,country
14562570,0,Q13043909,12,False,False,False,39.78291111,20.14129167,True,,,,Pandalejmon,39.777723115449575,20.17333256963372,10000,3,AL
14563229,0,Q13044293,13,False,False,False,39.80916667,20.08111111,True,,,,Pllakë,39.777723115449575,20.17333256963372,10000,3,AL
14565677,0,Q13045685,14,False,False,False,39.82027817,20.19750023,True,,,,Shëndre,39.777723115449575,20.17333256963372,10000,3,AL
17987704,0,Q16358941,15,False,False,False,39.8375,20.10555556,True,,,,Jermë,39.777723115449575,20.17333256963372,10000,3,AL
17988048,0,Q16359269,16,False,False,False,39.815,20.14472222,True,,,,Kalcat,39.777723115449575,20.17333256963372,10000,3,AL
17991969,0,Q16362999,17,False,False,False,39.80714722,20.14813333,True,,,,Llazat,39.777723115449575,20.17333256963372,10000,3,AL
17991993,0,Q16363022,18,False,False,False,39.83944444,20.21,True,,,,,39.777723115449575,20.17333256963372,10000,3,AL
20538052,0,Q18981197,19,False,False,False,39.82472222,20.18916667,True,,,,,39.777723115449575,20.17333256963372,10000,3,AL
24034548,0,Q22002790,20,False,False,False,39.8158,20.185,True,,,,Aravun,39.777723115449575,20.17333256963372,10000,3,AL
24034553,0,Q22002795,21,False,False,False,39.8558,20.2117,True,,,,Bushe,39.777723115449575,20.17333256963372,10000,3,AL
24034560,0,Q22002802,22,False,False,False,39.8489,20.1822,True,,,,Maja e Dhivrovinit,39.777723115449575,20.17333256963372,10000,3,AL
24034561,0,Q22002803,23,False,False,False,39.7,20.18333,True,,,,Qafa e Dishatit,39.777723115449575,20.17333256963372,10000,3,AL
24034565,0,Q22002807,24,False,False,False,39.8455,20.1641,True,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/Bashkia_e_Finiqit_n%C3%AB_Hart%C3%ABn_e_Shqip%C3%ABris%C3%AB.svg/320px-Bashkia_e_Finiqit_n%C3%AB_Hart%C3%ABn_e_Shqip%C3%ABris%C3%AB.svg.png,320.0,714.0,Finiq municipality,39.777723115449575,20.17333256963372,10000,3,AL
24034574,0,Q22002816,25,False,False,False,39.85,20.2,True,,,,Mal Kazanje,39.777723115449575,20.17333256963372,10000,3,AL
24034582,0,Q22002824,26,False,False,False,39.75,20.18333333,True,,,,,39.777723115449575,20.17333256963372,10000,3,AL
24034583,0,Q22002825,27,False,False,False,39.7883,20.0575,True,,,,Liapes,39.777723115449575,20.17333256963372,10000,3,AL
24034590,0,Q22002832,28,False,False,False,39.7125,20.1942,True,,,,Mali i Milese,39.777723115449575,20.17333256963372,10000,3,AL
24034591,0,Q22002833,29,False,False,False,39.7556,20.0919,True,https://upload.wikimedia.org/wikipedia/commons/thumb/8/82/Butrint_%2853102440842%29.jpg/320px-Butrint_%2853102440842%29.jpg,320.0,213.0,Mali i Milës,39.777723115449575,20.17333256963372,10000,3,AL
24034603,0,Q22002845,30,False,False,False,39.815,20.2667,True,,,,Maja e Shendenikut,39.777723115449575,20.17333256963372,10000,3,AL
24034604,0,Q22002846,31,False,False,False,39.8,20.23333333,True,,,,Sitena,39.777723115449575,20.17333256963372,10000,3,AL
24034608,0,Q22002850,32,False,False,False,39.7075,20.1408,True,,,,Tupal,39.777723115449575,20.17333256963372,10000,3,AL
24034611,0,Q22002853,33,False,False,False,39.7817,20.2175,True,,,,Vicoqica,39.777723115449575,20.17333256963372,10000,3,AL
24034612,0,Q22002854,34,False,False,False,39.75,20.1,True,,,,Vija Vilajetit,39.777723115449575,20.17333256963372,10000,3,AL
85087860,0,Q85813530,35,False,False,False,39.80444444,20.07138889,True,,,,Vurgu i Ri,39.777723115449575,20.17333256963372,10000,3,AL
100970207,0,Q105605076,36,False,False,False,39.75896389,20.11634167,True,,,,Vagalat,39.777723115449575,20.17333256963372,10000,3,AL
101052756,0,Q105690348,37,False,False,False,39.78,20.11,True,,,,"Sopik, Finiq",39.777723115449575,20.17333256963372,10000,3,AL
101064027,0,Q105702243,38,False,False,False,39.79126667,20.10154167,True,,,,Lefter Talo,39.777723115449575,20.17333256963372,10000,3,AL
101066431,0,Q105704502,39,False,False,False,39.7831,20.27129444,True,,,,"Zminec, Finiq",39.777723115449575,20.17333256963372,10000,3,AL
101066433,0,Q105704504,40,False,False,False,39.78544722,20.18671667,True,,,,"Qesarat, Finiq",39.777723115449575,20.17333256963372,10000,3,AL
101066442,0,Q105704513,41,False,False,False,39.80905278,20.10484167,True,,,,Kulluricë,39.777723115449575,20.17333256963372,10000,3,AL
101132032,0,Q105773024,42,False,False,False,39.79161667,20.16672778,True,,,,Gravë,39.777723115449575,20.17333256963372,10000,3,AL
101132033,0,Q105773025,43,False,False,False,39.77595833,20.16312778,True,,,,Komat,39.777723115449575,20.17333256963372,10000,3,AL
101132035,0,Q105773027,44,False,False,False,39.82081389,20.123525,True,,,,Kodër,39.777723115449575,20.17333256963372,10000,3,AL
