pageid,ns,title,index,coordinates,thumbnail.source,thumbnail.width,thumbnail.height,entityterms.label,query_lat,query_lon,radius
51787,0,Q49743,-1,"[{'lat': 50.73333333, 'lon': 5.68333333, 'primary': True}]",https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Vis%C3%A9_-_Casa_de_la_Vila.jpg/320px-Vis%C3%A9_-_Casa_de_la_Vila.jpg,320.0,544.0,['Visé'],50.716847144862456,5.618211744664125,5000
276692,0,Q286215,0,"[{'lat': 50.7083, 'lon': 5.6431, 'primary': True}]",https://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Oupeye_-_cdv_-_22-12.jpg/320px-Oupeye_-_cdv_-_22-12.jpg,320.0,231.0,['Oupeye'],50.716847144862456,5.618211744664125,5000
641469,0,Q680918,1,"[{'lat': 50.7586, 'lon': 5.6086, 'primary': True}]",https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Bassenge_%28Belgien%29_Saint-Pierre_196.JPG/320px-Bassenge_%28Belgien%29_Saint-Pierre_196.JPG,320.0,480.0,['Bassenge'],50.716847144862456,5.618211744664125,5000
738123,0,Q785123,2,"[{'lat': 50.69929, 'lon': 5.67804337, 'primary': True}]",https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/BE-A25.svg/320px-BE-A25.svg.png,320.0,213.0,['A25 motorway'],50.716847144862456,5.618211744664125,5000
738179,0,Q785179,3,"[{'lat': 50.69727, 'lon': 5.59721, 'primary': True}]",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/Autoroute601.JPG/320px-Autoroute601.JPG,320.0,240.0,['A601 motorway'],50.716847144862456,5.618211744664125,5000
895387,0,Q945264,4,"[{'lat': 50.7083, 'lon': 5.61833, 'primary': True}]",https://upload.wikimedia.org/wikipedia/commons/thumb/7/70/Herm%C3%A9e_-_Eglise_Saint-Jean_Baptiste.JPG/320px-Herm%C3%A9e_-_Eglise_Saint-Jean_Baptiste.JPG,320.0,427.0,['Hermée'],50.716847144862456,5.618211744664125,5000
1801644,0,Q1871333,5,"[{'lat': 50.69967, 'lon': 5.58181, 'primary': True}]",https://upload.wikimedia.org/wikipedia/commons/thumb/c/c8/Map_of_Liege_defences.svg/320px-Map_of_Liege_defences.svg.png,320.0,324.0,['Fort de Liers'],50.716847144862456,5.618211744664125,5000
1815046,0,Q1884871,6,"[{'lat': 50.6767, 'lon': 5.5864, 'primary': True}]",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Vottem_-_Eglise_Saint-Etienne.JPG/320px-Vottem_-_Eglise_Saint-Etienne.JPG,320.0,240.0,['Vottem'],50.716847144862456,5.618211744664125,5000
1913994,0,Q1985269,7,"[{'lat': 50.735472, 'lon': 5.676833, 'primary': True}]",https://upload.wikimedia.org/wikipedia/commons/thumb/8/82/Br%C3%A9ck_vun_Haccourt.jpg/320px-Br%C3%A9ck_vun_Haccourt.jpg,320.0,213.0,['Pont de Haccourt'],50.716847144862456,5.618211744664125,5000
1936938,0,Q2008680,8,"[{'lat': 50.69281, 'lon': 5.64044, 'primary': True}]",https://upload.wikimedia.org/wikipedia/commons/thumb/c/c8/Map_of_Liege_defences.svg/320px-Map_of_Liege_defences.svg.png,320.0,324.0,['Fort de Pontisse'],50.716847144862456,5.618211744664125,5000
1970322,0,Q2042642,9,"[{'lat': 50.7508, 'lon': 5.58, 'primary': True}]",https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/Boirs_-_Eglise_Saint-Lambert.jpg/320px-Boirs_-_Eglise_Saint-Lambert.jpg,320.0,427.0,['Boirs'],50.716847144862456,5.618211744664125,5000
1974873,0,Q2047279,10,"[{'lat': 50.7278, 'lon': 5.5633, 'primary': True}]",https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Slins_-_Eglise_Saint-Martin.jpg/320px-Slins_-_Eglise_Saint-Martin.jpg,320.0,427.0,['Slins'],50.716847144862456,5.618211744664125,5000
1993810,0,Q2066548,11,"[{'lat': 50.69833, 'lon': 5.56861, 'primary': True}]",https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/032_aangepast.jpg/320px-032_aangepast.jpg,320.0,240.0,['Liers railway station'],50.716847144862456,5.618211744664125,5000
1996250,0,Q2069051,12,"[{'lat': 50.75609, 'lon': 5.61147, 'primary': True}]",,,,['Bassenge railway station'],50.716847144862456,5.618211744664125,5000
2025304,0,Q2098699,13,"[{'lat': 50.7569, 'lon': 5.5953, 'primary': True}]",,,,['Roclenge-sur-Geer'],50.716847144862456,5.618211744664125,5000
2070304,0,Q2144554,14,"[{'lat': 50.714722, 'lon': 5.671889, 'primary': True}]",https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/Pont_Hermalle_%28Canal%29.jpg/320px-Pont_Hermalle_%28Canal%29.jpg,320.0,222.0,"[""Pont d'Hermalle-sous-Argenteau""]",50.716847144862456,5.618211744664125,5000
2141631,0,Q2217732,15,"[{'lat': 50.7339, 'lon': 5.6672, 'primary': True}]",https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/Haccourt_JPG001.jpg/320px-Haccourt_JPG001.jpg,320.0,213.0,['Haccourt'],50.716847144862456,5.618211744664125,5000
2154184,0,Q2230489,16,"[{'lat': 50.7222, 'lon': 5.5708, 'primary': True}]",https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/Fexhe-Slins%2C_straatzicht_foto4_2010-07-09_14.53.JPG/320px-Fexhe-Slins%2C_straatzicht_foto4_2010-07-09_14.53.JPG,320.0,240.0,['Fexhe-Slins'],50.716847144862456,5.618211744664125,5000
