pageid,ns,title,index,coordinates,thumbnail.source,thumbnail.width,thumbnail.height,entityterms.label,query_lat,query_lon,radius
2029035,0,Q2102506,15,"[{'lat': 50.749722, 'lon': 5.489722, 'primary': True}]",https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Kapel_van_Onze-Lieve-Vrouw_van_Zeven_Wee%C3%ABn_%28Vreren%29_13-03-2024_15-01-13.jpg/320px-Kapel_van_Onze-Lieve-Vrouw_van_Zeven_Wee%C3%ABn_%28Vreren%29_13-03-2024_15-01-13.jpg,320.0,180.0,['Kapel van Onze-Lieve-Vrouw van Zeven Weeën'],50.716847144862456,5.518089113176313,5000
2101636,0,Q2176642,16,"[{'lat': 50.7, 'lon': 5.46666667, 'primary': True}]",https://upload.wikimedia.org/wikipedia/commons/thumb/6/64/Oth%C3%A9e_-_Eglise_Saint-Pierre_et_Paul.jpg/320px-Oth%C3%A9e_-_Eglise_Saint-Pierre_et_Paul.jpg,320.0,427.0,['Othée'],50.716847144862456,5.518089113176313,5000
2154184,0,Q2230489,17,"[{'lat': 50.7222, 'lon': 5.5708, 'primary': True}]",https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/Fexhe-Slins%2C_straatzicht_foto4_2010-07-09_14.53.JPG/320px-Fexhe-Slins%2C_straatzicht_foto4_2010-07-09_14.53.JPG,320.0,240.0,['Fexhe-Slins'],50.716847144862456,5.518089113176313,5000
2158800,0,Q2235189,18,"[{'lat': 50.69735, 'lon': 5.47812, 'primary': True}]",https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Tumuls_xhendremael.jpg/320px-Tumuls_xhendremael.jpg,320.0,240.0,['Tumulus of Xhendremael'],50.716847144862456,5.518089113176313,5000
2257562,0,Q2336840,19,"[{'lat': 50.745631, 'lon': 5.484883, 'primary': True}]",https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Diets-Heur_-_Sint-Cunibertuskerk.jpg/320px-Diets-Heur_-_Sint-Cunibertuskerk.jpg,320.0,427.0,['Sint-Cunibertuskerk'],50.716847144862456,5.518089113176313,5000
2287726,0,Q2368007,20,"[{'lat': 50.7494, 'lon': 5.495, 'primary': True}]",https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Vreren_-_Sint-Medarduskerk.jpg/320px-Vreren_-_Sint-Medarduskerk.jpg,320.0,240.0,['Vreren'],50.716847144862456,5.518089113176313,5000
2404655,0,Q2490710,21,"[{'lat': 50.68111, 'lon': 5.54611, 'primary': True}]",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e1/Gare_de_Rocourt.jpg/320px-Gare_de_Rocourt.jpg,320.0,190.0,['Rocourt railway station'],50.716847144862456,5.518089113176313,5000
2511917,0,Q2603883,22,"[{'lat': 50.6742, 'lon': 5.5125, 'primary': True}]",https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Chateau_Waroux.jpg/320px-Chateau_Waroux.jpg,320.0,230.0,['Alleur'],50.716847144862456,5.518089113176313,5000
2640939,0,Q2750843,23,"[{'lat': 50.7267, 'lon': 5.5078, 'primary': True}]",https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/%C3%89glise_de_Wihogne.JPG/320px-%C3%89glise_de_Wihogne.JPG,320.0,213.0,['Wihogne'],50.716847144862456,5.518089113176313,5000
2667776,0,Q2780568,24,"[{'lat': 50.6878, 'lon': 5.5525, 'primary': True}]",https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Voroux-lez-Liers_-_Eglise_Saint-Joseph.jpg/320px-Voroux-lez-Liers_-_Eglise_Saint-Joseph.jpg,320.0,427.0,['Voroux-lez-Liers'],50.716847144862456,5.518089113176313,5000
2959242,0,Q3096549,25,"[{'lat': 50.75058, 'lon': 5.53548, 'primary': True}]",https://upload.wikimedia.org/wikipedia/commons/thumb/1/19/Glons_gare.jpg/320px-Glons_gare.jpg,320.0,213.0,['Glons railway station'],50.716847144862456,5.518089113176313,5000
2962628,0,Q3100214,26,"[{'lat': 50.7508, 'lon': 5.5464, 'primary': True}]",https://upload.wikimedia.org/wikipedia/commons/thumb/3/33/Glons%2C_kerk_foto9_2011-03-25_16.05.JPG/320px-Glons%2C_kerk_foto9_2011-03-25_16.05.JPG,320.0,427.0,['Glons'],50.716847144862456,5.518089113176313,5000
3069515,0,Q3214834,27,"[{'lat': 50.752369, 'lon': 5.497319, 'primary': True}]",https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Vreren_-_Sint-Medarduskerk.jpg/320px-Vreren_-_Sint-Medarduskerk.jpg,320.0,240.0,['Sint-Medarduskerk'],50.716847144862456,5.518089113176313,5000
3072040,0,Q3217651,28,"[{'lat': 50.6881, 'lon': 5.5239, 'primary': True}]",https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Lantin_-_Eglise_Saint-Servais.jpg/320px-Lantin_-_Eglise_Saint-Servais.jpg,320.0,240.0,['Lantin'],50.716847144862456,5.518089113176313,5000
3090974,0,Q3238232,29,"[{'lat': 50.6933, 'lon': 5.56556, 'primary': True}]",,,,['Liers'],50.716847144862456,5.518089113176313,5000
3275307,0,Q3438046,30,"[{'lat': 50.6761, 'lon': 5.5464, 'primary': True}]",https://upload.wikimedia.org/wikipedia/commons/thumb/6/6b/Rocourt_Gemeentehuis.jpg/320px-Rocourt_Gemeentehuis.jpg,320.0,240.0,['Rocourt'],50.716847144862456,5.518089113176313,5000
3308584,0,Q3473646,31,"[{'lat': 50.7081, 'lon': 5.5414, 'primary': True}]",https://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/%C3%89glise_de_Villers_St_Sim%C3%A9on.jpg/320px-%C3%89glise_de_Villers_St_Sim%C3%A9on.jpg,320.0,213.0,['Villers-Saint-Siméon'],50.716847144862456,5.518089113176313,5000
5282653,0,Q5521915,32,"[{'lat': 50.70805556, 'lon': 5.58194444, 'primary': True}]",,,,['Fexhe-Slins Interchange'],50.716847144862456,5.518089113176313,5000
6306086,0,Q6487617,33,"[{'lat': 50.68666667, 'lon': 5.53083333, 'primary': True}]",,,,['Lantin Prison'],50.716847144862456,5.518089113176313,5000
15519311,0,Q13860476,34,"[{'lat': 50.76028, 'lon': 5.52639, 'primary': True}]",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Sluizermolen_-_328512_-_onroerenderfgoed.jpg/320px-Sluizermolen_-_328512_-_onroerenderfgoed.jpg,320.0,233.0,['Sluizermolen'],50.716847144862456,5.518089113176313,5000
23802832,0,Q21764553,35,"[{'lat': 50.73333333, 'lon': 5.5, 'primary': True}]",,,,,50.716847144862456,5.518089113176313,5000
23805351,0,Q21767127,36,"[{'lat': 50.71008056, 'lon': 5.53043333, 'primary': True}]",,,,['Juprelle'],50.716847144862456,5.518089113176313,5000
42846039,0,Q41529998,37,"[{'lat': 50.74688889, 'lon': 5.55605556, 'primary': True}]",https://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Glons_la_vieille_tour.jpg/320px-Glons_la_vieille_tour.jpg,320.0,480.0,['Former Saint-Victor church'],50.716847144862456,5.518089113176313,5000
43403399,0,Q42108546,38,"[{'lat': 50.754654, 'lon': 5.53609, 'primary': True}]",,,,"[""Moulin d'Oborne""]",50.716847144862456,5.518089113176313,5000
43403606,0,Q42108773,39,"[{'lat': 50.747361, 'lon': 5.553467, 'primary': True}]",,,,['Ferme de Brus'],50.716847144862456,5.518089113176313,5000
43457731,0,Q42168791,40,"[{'lat': 50.753572, 'lon': 5.540853, 'primary': True}]",,,,['Ferme Saint-Laurent'],50.716847144862456,5.518089113176313,5000
43458954,0,Q42170067,41,"[{'lat': 50.748003, 'lon': 5.55294514, 'primary': True}]",,,,['Moulin Stockis'],50.716847144862456,5.518089113176313,5000
43543532,0,Q42259953,42,"[{'lat': 50.7512, 'lon': 5.54648, 'primary': True}]",https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Glons_-_Eglise_Saint-Victor.jpg/320px-Glons_-_Eglise_Saint-Victor.jpg,320.0,240.0,['Sint-Victorkerk'],50.716847144862456,5.518089113176313,5000
43588727,0,Q42306461,43,"[{'lat': 50.7046, 'lon': 5.478633, 'primary': True}]",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/Xhendremael_-_Eglise_Saint-Maurice.JPG/320px-Xhendremael_-_Eglise_Saint-Maurice.JPG,320.0,240.0,['Church Saint-Georges'],50.716847144862456,5.518089113176313,5000
43588728,0,Q42306462,44,"[{'lat': 50.726511, 'lon': 5.507589, 'primary': True}]",https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Wihogne_-_Eglise_Saint-Jean_l%27Evangeliste.jpg/320px-Wihogne_-_Eglise_Saint-Jean_l%27Evangeliste.jpg,320.0,240.0,"[""Church Saint-Jean l'Evangéliste""]",50.716847144862456,5.518089113176313,5000
43588729,0,Q42306463,45,"[{'lat': 50.728514, 'lon': 5.524403, 'primary': True}]",https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Paifve_-_Eglise_de_l%27Assomption_de_la_Vierge.jpg/320px-Paifve_-_Eglise_de_l%27Assomption_de_la_Vierge.jpg,320.0,240.0,"[""Notre-Dame de l'Assomption""]",50.716847144862456,5.518089113176313,5000
43598090,0,Q42315846,46,"[{'lat': 50.68816389, 'lon': 5.52385, 'primary': True}]",https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Lantin_-_Eglise_Saint-Servais.jpg/320px-Lantin_-_Eglise_Saint-Servais.jpg,320.0,240.0,['Église Saint-Servais'],50.716847144862456,5.518089113176313,5000
43598115,0,Q42315871,47,"[{'lat': 50.674169, 'lon': 5.51269323, 'primary': True}]",https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Alleur_-_Eglise_Saint-R%C3%A9my.JPG/320px-Alleur_-_Eglise_Saint-R%C3%A9my.JPG,320.0,240.0,"[""Église Saint-Rémi d'Alleur""]",50.716847144862456,5.518089113176313,5000
43610330,0,Q42328498,48,"[{'lat': 50.71099444, 'lon': 5.52732222, 'primary': True}]",https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Juprelle_-_Eglise_Saint-Barth%C3%A9l%C3%A9my.jpg/320px-Juprelle_-_Eglise_Saint-Barth%C3%A9l%C3%A9my.jpg,320.0,240.0,['Église Saint-Barthélemy'],50.716847144862456,5.518089113176313,5000
43610336,0,Q42328504,49,"[{'lat': 50.71520833, 'lon': 5.46898056, 'primary': True}]",,,,['Église Saints Pierre-et-Paul'],50.716847144862456,5.518089113176313,5000
43611038,0,Q42329236,50,"[{'lat': 50.707613, 'lon': 5.47139525, 'primary': True}]",,,,"[""Moulin d'Othée""]",50.716847144862456,5.518089113176313,5000
43617542,0,Q42336438,51,"[{'lat': 50.710039, 'lon': 5.543339, 'primary': True}]",,,,['Church Saint-Lambert'],50.716847144862456,5.518089113176313,5000
43624812,0,Q42344550,52,"[{'lat': 50.67851667, 'lon': 5.51951111, 'primary': True}]",,,,['Chapelle Saint-Pierre'],50.716847144862456,5.518089113176313,5000
43626088,0,Q42346017,53,"[{'lat': 50.687778, 'lon': 5.530472, 'primary': True}]",,,,['Prison of Lantin'],50.716847144862456,5.518089113176313,5000
43628563,0,Q42348794,54,"[{'lat': 50.678453, 'lon': 5.519367, 'primary': True}]",,,,['Hombroux'],50.716847144862456,5.518089113176313,5000
43641476,0,Q42363136,55,"[{'lat': 50.712919, 'lon': 5.472003, 'primary': True}]",,,,['Moulin du Château'],50.716847144862456,5.518089113176313,5000
43672556,0,Q42396410,56,"[{'lat': 50.687694, 'lon': 5.552544, 'primary': True}]",,,,['Église Saint-Joseph'],50.716847144862456,5.518089113176313,5000
43672564,0,Q42396420,57,"[{'lat': 50.693233, 'lon': 5.563656, 'primary': True}]",,,,['Église Saint-Rémy'],50.716847144862456,5.518089113176313,5000
43672573,0,Q42396432,58,"[{'lat': 50.722017, 'lon': 5.571117, 'primary': True}]",,,,['Église Saint-Remacle'],50.716847144862456,5.518089113176313,5000
43675098,0,Q42399110,59,"[{'lat': 50.727906, 'lon': 5.563644, 'primary': True}]",,,,['Église Saint-Martin'],50.716847144862456,5.518089113176313,5000
43675131,0,Q42399144,60,"[{'lat': 50.69384, 'lon': 5.564899, 'primary': True}]",,,,['Kasteel van Liers'],50.716847144862456,5.518089113176313,5000
43686406,0,Q42411454,61,"[{'lat': 50.682113, 'lon': 5.55294514, 'primary': True}]",,,,['Église Saint-Léon'],50.716847144862456,5.518089113176313,5000
56239577,0,Q56301000,62,"[{'lat': 50.706004, 'lon': 5.570262, 'primary': True}]",,,,,50.716847144862456,5.518089113176313,5000
95713905,0,Q97273782,63,"[{'lat': 50.686191, 'lon': 5.549574, 'primary': True}]",,,,['Clinique Saint-Vincent'],50.716847144862456,5.518089113176313,5000
97510200,0,Q99596463,64,"[{'lat': 50.732565, 'lon': 5.509059, 'primary': True}]",,,,,50.716847144862456,5.518089113176313,5000
99284024,0,Q103160368,65,"[{'lat': 50.733333, 'lon': 5.55, 'primary': True}]",,,,['Dalles-lez-Slins (Samian Ware Discovery Site)'],50.716847144862456,5.518089113176313,5000
99289063,0,Q103200115,66,"[{'lat': 50.733333, 'lon': 5.5, 'primary': True}]",,,,['Wihogne (Samian Ware Discovery Site)'],50.716847144862456,5.518089113176313,5000
108946251,0,Q114240378,67,"[{'lat': 50.68527778, 'lon': 5.54777778, 'primary': True}]",,,,,50.716847144862456,5.518089113176313,5000
109422844,0,Q114743637,68,"[{'lat': 50.67587185, 'lon': 5.54614504, 'primary': True}]",,,,"['Place Reine Astrid, Rocourt, Liège']",50.716847144862456,5.518089113176313,5000
109455593,0,Q114778754,69,"[{'lat': 50.748117, 'lon': 5.554778, 'primary': True}]",,,,['parsonage of Glons'],50.716847144862456,5.518089113176313,5000
118223445,0,Q124048796,70,"[{'lat': 50.6741877, 'lon': 5.5090997, 'primary': True}]",,,,,50.716847144862456,5.518089113176313,5000
119664178,0,Q125542717,71,"[{'lat': 50.713803, 'lon': 5.549977, 'primary': True}]",,,,['Villers-Juprelle railway station'],50.716847144862456,5.518089113176313,5000
