pageid,ns,title,index,coordinates,thumbnail.source,thumbnail.width,thumbnail.height,entityterms.label,query_lat,query_lon,radius
2072341,0,Q2146742,12,"[{'lat': 50.7575, 'lon': 5.6628, 'primary': True}]",,,,['Loën'],50.780411024272375,5.618279579480479,5000
2119537,0,Q2195124,13,"[{'lat': 50.807611, 'lon': 5.573697, 'primary': True}]",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Herderen_-_Sint-Janskerk.jpg/320px-Herderen_-_Sint-Janskerk.jpg,320.0,427.0,['Sint-Jan-de-Doperkerk'],50.780411024272375,5.618279579480479,5000
2247301,0,Q2326311,14,"[{'lat': 50.80559, 'lon': 5.5691, 'primary': True}]",https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Herderen-Tumulus_van_Herderen_%28De_La_Brassinnestraat%29_%281%29.JPG/320px-Herderen-Tumulus_van_Herderen_%28De_La_Brassinnestraat%29_%281%29.JPG,320.0,240.0,['Tumulus of Herderen'],50.780411024272375,5.618279579480479,5000
2294885,0,Q2375409,15,"[{'lat': 50.79417, 'lon': 5.66694, 'primary': True}]",,,,['plateau of Eben-Emael'],50.780411024272375,5.618279579480479,5000
2317137,0,Q2398607,16,"[{'lat': 50.7681, 'lon': 5.635, 'primary': True}]",,,,['Wonck'],50.780411024272375,5.618279579480479,5000
2348599,0,Q2431386,17,"[{'lat': 50.7853, 'lon': 5.5961, 'primary': True}]",https://upload.wikimedia.org/wikipedia/commons/thumb/5/56/Val-Meer-Sint-Stefanuskerk_%281%29.jpg/320px-Val-Meer-Sint-Stefanuskerk_%281%29.jpg,320.0,427.0,['Val-Meer'],50.780411024272375,5.618279579480479,5000
2373406,0,Q2457258,18,"[{'lat': 50.7942, 'lon': 5.6669, 'primary': True}]",https://upload.wikimedia.org/wikipedia/commons/thumb/4/44/20190804_175_eben_ezer.jpg/320px-20190804_175_eben_ezer.jpg,320.0,213.0,['Ében-Émael'],50.780411024272375,5.618279579480479,5000
2405317,0,Q2491402,19,"[{'lat': 50.8092, 'lon': 5.5756, 'primary': True}]",https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Herderen%2C_de_Sint_Jan_de_Doperkerk_RM36897_positie2_foto15_2012-06-17_15.02.JPG/320px-Herderen%2C_de_Sint_Jan_de_Doperkerk_RM36897_positie2_foto15_2012-06-17_15.02.JPG,320.0,427.0,['Herderen'],50.780411024272375,5.618279579480479,5000
2423683,0,Q2510966,20,"[{'lat': 50.78884, 'lon': 5.67368, 'primary': True}]",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/Bassenge-Groeve_Marnebel_%281%29.JPG/320px-Bassenge-Groeve_Marnebel_%281%29.JPG,320.0,240.0,['Quarry Marnebel'],50.780411024272375,5.618279579480479,5000
2430194,0,Q2517845,21,"[{'lat': 50.783972, 'lon': 5.688611, 'primary': True}]",https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Br%C3%A9ck_vu_Lanaye_BRW.jpg/320px-Br%C3%A9ck_vu_Lanaye_BRW.jpg,320.0,213.0,['Pont de Lanaye'],50.780411024272375,5.618279579480479,5000
2438229,0,Q2526274,22,"[{'lat': 50.76167, 'lon': 5.63662, 'primary': True}]",,,,['Wonck railway station'],50.780411024272375,5.618279579480479,5000
2534864,0,Q2628866,23,"[{'lat': 50.78611, 'lon': 5.55882, 'primary': True}]",https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Millen_Waterburcht.jpg/320px-Millen_Waterburcht.jpg,320.0,220.0,['Waterburcht van Millen'],50.780411024272375,5.618279579480479,5000
2568615,0,Q2665876,24,"[{'lat': 50.76508, 'lon': 5.66269, 'primary': True}]",,,,['Côte de Hallembaye'],50.780411024272375,5.618279579480479,5000
2575521,0,Q2673616,25,"[{'lat': 50.7389, 'lon': 5.61028, 'primary': True}]",,,,['Houtain-Saint-Siméon'],50.780411024272375,5.618279579480479,5000
2597108,0,Q2698934,26,"[{'lat': 50.797753, 'lon': 5.6335, 'primary': True}]",https://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/Zichen-Zussen-Bolder_-_Sint-Genovevakerk.jpg/320px-Zichen-Zussen-Bolder_-_Sint-Genovevakerk.jpg,320.0,427.0,['Sint-Genovevakerk'],50.780411024272375,5.618279579480479,5000
2647014,0,Q2757889,27,"[{'lat': 50.7847, 'lon': 5.5597, 'primary': True}]",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Millen_-_Sint-Stephanuskerk.jpg/320px-Millen_-_Sint-Stephanuskerk.jpg,320.0,240.0,['Millen'],50.780411024272375,5.618279579480479,5000
2658402,0,Q2770020,28,"[{'lat': 50.7942, 'lon': 5.6181, 'primary': True}]",https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Grondverschuivingen_in_Belgische_gemeente_Zichen-Zussen-Bolder%2C_Bestanddeelnr_919-0029.jpg/320px-Grondverschuivingen_in_Belgische_gemeente_Zichen-Zussen-Bolder%2C_Bestanddeelnr_919-0029.jpg,320.0,205.0,['Zichen-Zussen-Bolder'],50.780411024272375,5.618279579480479,5000
2749986,0,Q2872367,29,"[{'lat': 50.74982, 'lon': 5.57584, 'primary': True}]",,,,['Boirs railway station'],50.780411024272375,5.618279579480479,5000
2813885,0,Q2941868,30,"[{'lat': 50.75198, 'lon': 5.59923, 'primary': True}]",,,,['Roclenge railway station'],50.780411024272375,5.618279579480479,5000
2819165,0,Q2947489,31,"[{'lat': 50.791547, 'lon': 5.620544, 'primary': True}]",https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Zichen-Zussen-Bolder_-_Sint-Pieter_en_Laurentiuskerk.jpg/320px-Zichen-Zussen-Bolder_-_Sint-Pieter_en_Laurentiuskerk.jpg,320.0,240.0,['Sint-Pieterskerk'],50.780411024272375,5.618279579480479,5000
2901996,0,Q3035620,32,"[{'lat': 50.784678, 'lon': 5.560858, 'primary': True}]",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Millen_-_Sint-Stephanuskerk.jpg/320px-Millen_-_Sint-Stephanuskerk.jpg,320.0,240.0,['Sint-Stefanuskerk'],50.780411024272375,5.618279579480479,5000
3155656,0,Q3309256,33,"[{'lat': 50.755719, 'lon': 5.58942318, 'primary': True}]",,,,['N618 road'],50.780411024272375,5.618279579480479,5000
3363853,0,Q3533248,34,"[{'lat': 50.7762, 'lon': 5.64945, 'primary': True}]",https://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/From_the_south_with_stairs_and_door_Eben-Ezer.jpg/320px-From_the_south_with_stairs_and_door_Eben-Ezer.jpg,320.0,427.0,['Tower of Eben-Ezer'],50.780411024272375,5.618279579480479,5000
3846903,0,Q4036439,35,"[{'lat': 50.79583, 'lon': 5.68111, 'primary': True}]",https://upload.wikimedia.org/wikipedia/commons/thumb/3/3d/20130505_Plateau_van_Caestert_07.JPG/320px-20130505_Plateau_van_Caestert_07.JPG,320.0,240.0,['Caestert plateau'],50.780411024272375,5.618279579480479,5000
4108148,0,Q4297897,36,"[{'lat': 50.781477, 'lon': 5.65997601, 'primary': True}]",,,,['N619 road'],50.780411024272375,5.618279579480479,5000
15380723,0,Q13726394,37,"[{'lat': 50.80778, 'lon': 5.61806, 'primary': True}]",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/Heukelom_-_Heukelomseweg_Mariakapel.jpg/320px-Heukelom_-_Heukelomseweg_Mariakapel.jpg,320.0,479.0,['Heukelom'],50.780411024272375,5.618279579480479,5000
16015232,0,Q14346482,38,"[{'lat': 50.78691, 'lon': 5.59565, 'primary': True}]",https://upload.wikimedia.org/wikipedia/commons/thumb/3/34/Valmeer_-_Sint-Stefanuskerk.jpg/320px-Valmeer_-_Sint-Stefanuskerk.jpg,320.0,240.0,['Sint-Stefanuskerk'],50.780411024272375,5.618279579480479,5000
16309676,0,Q14635985,39,"[{'lat': 50.79356, 'lon': 5.59418, 'primary': True}]",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Val-Meer-Kwartjesboom_%281%29.jpg/320px-Val-Meer-Kwartjesboom_%281%29.jpg,320.0,427.0,['Kwartjesboom'],50.780411024272375,5.618279579480479,5000
17267386,0,Q15631350,40,"[{'lat': 50.78503889, 'lon': 5.59725833, 'primary': True}]",,,,,50.780411024272375,5.618279579480479,5000
17332038,0,Q15696570,41,"[{'lat': 50.79453889, 'lon': 5.61058889, 'primary': True}]",,,,['Bolder'],50.780411024272375,5.618279579480479,5000
17500624,0,Q15874267,42,"[{'lat': 50.7775, 'lon': 5.57721, 'primary': True}]",https://upload.wikimedia.org/wikipedia/commons/thumb/9/96/Groeve_De_Coolen_2_Val-Meer_Riemst_2.jpg/320px-Groeve_De_Coolen_2_Val-Meer_Riemst_2.jpg,320.0,240.0,['Groeve De Coolen'],50.780411024272375,5.618279579480479,5000
17501018,0,Q15874656,43,"[{'lat': 50.7906, 'lon': 5.55794, 'primary': True}]",,,,,50.780411024272375,5.618279579480479,5000
17501850,0,Q15875482,44,"[{'lat': 50.7642, 'lon': 5.56981111, 'primary': True}]",https://upload.wikimedia.org/wikipedia/commons/thumb/2/29/Riemst_Millen_Rukkelingenweg_Grensboom_-_171644_-_onroerenderfgoed.jpg/320px-Riemst_Millen_Rukkelingenweg_Grensboom_-_171644_-_onroerenderfgoed.jpg,320.0,227.0,['Galgeboom'],50.780411024272375,5.618279579480479,5000
17502750,0,Q15876380,45,"[{'lat': 50.789228, 'lon': 5.56258231, 'primary': True}]",,,,['Hoeve De Lexhy'],50.780411024272375,5.618279579480479,5000
17502751,0,Q15876381,46,"[{'lat': 50.78415, 'lon': 5.56105614, 'primary': True}]",https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Hoeve_Henrotte_%2817e_eeuw%29_Millen_22-09-2021_14-16-02.jpg/320px-Hoeve_Henrotte_%2817e_eeuw%29_Millen_22-09-2021_14-16-02.jpg,320.0,180.0,['Hoeve Henrotte'],50.780411024272375,5.618279579480479,5000
17502755,0,Q15876385,47,"[{'lat': 50.7955, 'lon': 5.60902, 'primary': True}]",,,,,50.780411024272375,5.618279579480479,5000
17502759,0,Q15876389,48,"[{'lat': 50.78423056, 'lon': 5.56266667, 'primary': True}]",https://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Millen_Hof_Eggertingen.jpg/320px-Millen_Hof_Eggertingen.jpg,320.0,244.0,['Hof van Eggertingen'],50.780411024272375,5.618279579480479,5000
17505634,0,Q15879276,49,"[{'lat': 50.79182222, 'lon': 5.58815278, 'primary': True}]",,,,,50.780411024272375,5.618279579480479,5000
17505818,0,Q15879460,50,"[{'lat': 50.808424, 'lon': 5.67229807, 'primary': True}]",,,,['Molen van Opkanne'],50.780411024272375,5.618279579480479,5000
17505863,0,Q15879505,51,"[{'lat': 50.7868, 'lon': 5.5623, 'primary': True}]",,,,,50.780411024272375,5.618279579480479,5000
17508259,0,Q15881924,52,"[{'lat': 50.8154, 'lon': 5.57375, 'primary': True}]",,,,,50.780411024272375,5.618279579480479,5000
17508392,0,Q15882054,53,"[{'lat': 50.792078, 'lon': 5.588525, 'primary': True}]",,,,['Sint-Severinuskapel'],50.780411024272375,5.618279579480479,5000
17508888,0,Q15882548,54,"[{'lat': 50.808446, 'lon': 5.60093522, 'primary': True}]",,,,['Swaenhof'],50.780411024272375,5.618279579480479,5000
17509290,0,Q15882952,55,"[{'lat': 50.79316, 'lon': 5.5594, 'primary': True}]",,,,['Tolhuis'],50.780411024272375,5.618279579480479,5000
17510549,0,Q15884209,56,"[{'lat': 50.7922, 'lon': 5.62207, 'primary': True}]",,,,,50.780411024272375,5.618279579480479,5000
17510599,0,Q15884259,57,"[{'lat': 50.7966, 'lon': 5.63372, 'primary': True}]",,,,,50.780411024272375,5.618279579480479,5000
18503683,0,Q16903625,58,"[{'lat': 50.7764, 'lon': 5.61281, 'primary': True}]",,,,['Wonck Airfield'],50.780411024272375,5.618279579480479,5000
23802807,0,Q21764528,59,"[{'lat': 50.81233889, 'lon': 5.59950278, 'primary': True}]",,,,['Riemst'],50.780411024272375,5.618279579480479,5000
23808412,0,Q21770201,60,"[{'lat': 50.75825556, 'lon': 5.60940833, 'primary': True}]",,,,['Bassenge'],50.780411024272375,5.618279579480479,5000
29775741,0,Q28074552,61,"[{'lat': 50.816006, 'lon': 5.622992, 'primary': True}]",,,,['Watertower'],50.780411024272375,5.618279579480479,5000
42591042,0,Q41268158,62,"[{'lat': 50.760719, 'lon': 5.609611, 'primary': True}]",,,,['Church of Saint-Pierre'],50.780411024272375,5.618279579480479,5000
43093106,0,Q41782505,63,"[{'lat': 50.801392, 'lon': 5.668619, 'primary': True}]",,,,,50.780411024272375,5.618279579480479,5000
43106019,0,Q41795359,64,"[{'lat': 50.809708, 'lon': 5.665942, 'primary': True}]",,,,['Tiendeberg'],50.780411024272375,5.618279579480479,5000
43206179,0,Q41899394,65,"[{'lat': 50.772569, 'lon': 5.671183, 'primary': True}]",,,,,50.780411024272375,5.618279579480479,5000
43272172,0,Q41968807,66,"[{'lat': 50.743692, 'lon': 5.643947, 'primary': True}]",,,,,50.780411024272375,5.618279579480479,5000
43272261,0,Q41968899,67,"[{'lat': 50.765335, 'lon': 5.621717, 'primary': True}]",,,,['Moulin Deborre'],50.780411024272375,5.618279579480479,5000
43273503,0,Q41970232,68,"[{'lat': 50.779369, 'lon': 5.683544, 'primary': True}]",,,,,50.780411024272375,5.618279579480479,5000
43276202,0,Q41973120,69,"[{'lat': 50.768951, 'lon': 5.62957048, 'primary': True}]",,,,['Sint-Lambertuskerk'],50.780411024272375,5.618279579480479,5000
43278128,0,Q41975167,70,"[{'lat': 50.791992, 'lon': 5.674214, 'primary': True}]",,,,,50.780411024272375,5.618279579480479,5000
43285865,0,Q41983455,71,"[{'lat': 50.7575, 'lon': 5.662778, 'primary': True}]",,,,['Nivelle'],50.780411024272375,5.618279579480479,5000
43292967,0,Q41991006,72,"[{'lat': 50.76926, 'lon': 5.634626, 'primary': True}]",,,,['Moulin Jorissen'],50.780411024272375,5.618279579480479,5000
43403558,0,Q42108721,73,"[{'lat': 50.7607, 'lon': 5.639631, 'primary': True}]",,,,,50.780411024272375,5.618279579480479,5000
43410233,0,Q42115979,74,"[{'lat': 50.779579, 'lon': 5.660349, 'primary': True}]",,,,['Moulin Thonnard'],50.780411024272375,5.618279579480479,5000
43410580,0,Q42116366,75,"[{'lat': 50.759844, 'lon': 5.607494, 'primary': True}]",,,,['Le petit Lourdes'],50.780411024272375,5.618279579480479,5000
43451633,0,Q42162517,76,"[{'lat': 50.794481, 'lon': 5.667633, 'primary': True}]",,,,['Église Notre-Dame'],50.780411024272375,5.618279579480479,5000
43456239,0,Q42167246,77,"[{'lat': 50.751287, 'lon': 5.57927102, 'primary': True}]",,,,['Église Saint-Lambert'],50.780411024272375,5.618279579480479,5000
43457015,0,Q42168054,78,"[{'lat': 50.782469, 'lon': 5.667361, 'primary': True}]",,,,,50.780411024272375,5.618279579480479,5000
43459041,0,Q42170156,79,"[{'lat': 50.797175, 'lon': 5.672783, 'primary': True}]",,,,['Moulin Loverix'],50.780411024272375,5.618279579480479,5000
43459052,0,Q42170167,80,"[{'lat': 50.784965, 'lon': 5.66469133, 'primary': True}]",,,,['Moulin Depuis'],50.780411024272375,5.618279579480479,5000
43543476,0,Q42259896,81,"[{'lat': 50.782292, 'lon': 5.660106, 'primary': True}]",,,,['Church Saint-Georges'],50.780411024272375,5.618279579480479,5000
43543519,0,Q42259940,82,"[{'lat': 50.756939, 'lon': 5.59408754, 'primary': True}]",,,,['Sint-Remigiuskerk'],50.780411024272375,5.618279579480479,5000
44592206,0,Q43370004,83,"[{'lat': 50.73914167, 'lon': 5.6098, 'primary': True}]",,,,['Saint Simon Church'],50.780411024272375,5.618279579480479,5000
65922233,0,Q66311931,84,"[{'lat': 50.7586, 'lon': 5.6086, 'primary': True}]",,,,['Bassenge'],50.780411024272375,5.618279579480479,5000
65922281,0,Q66311977,85,"[{'lat': 50.8089, 'lon': 5.6019, 'primary': True}]",,,,['Riemst'],50.780411024272375,5.618279579480479,5000
73042701,0,Q73401586,86,"[{'lat': 50.817444, 'lon': 5.657778, 'primary': True}]",,,,['Groeve De Nieuwe Keel'],50.780411024272375,5.618279579480479,5000
88088776,0,Q88860859,87,"[{'lat': 50.797, 'lon': 5.678, 'primary': True}]",,,,['Eben-Emael seismometer'],50.780411024272375,5.618279579480479,5000
94850616,0,Q96069917,88,"[{'lat': 50.80946667, 'lon': 5.66861111, 'primary': True}]",,,,['Mergelgroeve van Kanne'],50.780411024272375,5.618279579480479,5000
94856812,0,Q96076292,89,"[{'lat': 50.81355833, 'lon': 5.66268333, 'primary': True}]",,,,['Groeve Mathus'],50.780411024272375,5.618279579480479,5000
99284213,0,Q103161052,90,"[{'lat': 50.799999, 'lon': 5.666666, 'primary': True}]",,,,['Eben-Emael (Samian Ware Discovery Site)'],50.780411024272375,5.618279579480479,5000
99286430,0,Q103176977,91,"[{'lat': 50.75, 'lon': 5.666666, 'primary': True}]",,,,['Lixhe (Samian Ware Discovery Site)'],50.780411024272375,5.618279579480479,5000
99287956,0,Q103191584,92,"[{'lat': 50.799999, 'lon': 5.599999, 'primary': True}]",,,,['Riemst (Samian Ware Discovery Site)'],50.780411024272375,5.618279579480479,5000
101842284,0,Q106556615,93,"[{'lat': 50.789263, 'lon': 5.61665, 'primary': True}]",,,,['Mergelgrotten Zichen-Bolder'],50.780411024272375,5.618279579480479,5000
101842304,0,Q106556635,94,"[{'lat': 50.793008, 'lon': 5.620774, 'primary': True}]",,,,['Heemkunde Sint-Servaas Zichen-Zussen-Bolder'],50.780411024272375,5.618279579480479,5000
101842324,0,Q106556655,95,"[{'lat': 50.808934, 'lon': 5.573967, 'primary': True}]",,,,['Museum van de Dynastie en België'],50.780411024272375,5.618279579480479,5000
101842345,0,Q106556676,96,"[{'lat': 50.810182, 'lon': 5.669012, 'primary': True}]",,,,['Mergelmuseum Mergelgrotten van Kanne'],50.780411024272375,5.618279579480479,5000
103377427,0,Q108106885,97,"[{'lat': 50.75533429, 'lon': 5.64922529, 'primary': True}]",,,,['Wonck-Lixhe tunnel'],50.780411024272375,5.618279579480479,5000
103409819,0,Q108141316,98,"[{'lat': 50.792883, 'lon': 5.67307, 'primary': True}]",,,,['Thier à la Tombe'],50.780411024272375,5.618279579480479,5000
104355475,0,Q109157629,99,"[{'lat': 50.785992, 'lon': 5.64851761, 'primary': True}]",,,,['Carrière du Romont'],50.780411024272375,5.618279579480479,5000
104480322,0,Q109310247,100,"[{'lat': 50.764821, 'lon': 5.67445993, 'primary': True}]",,,,['CBR Lixhe'],50.780411024272375,5.618279579480479,5000
104495471,0,Q109327476,101,"[{'lat': 50.74747222, 'lon': 5.64927778, 'primary': True}]",,,,['Carrière Kreco'],50.780411024272375,5.618279579480479,5000
104502756,0,Q109335566,102,"[{'lat': 50.754614, 'lon': 5.65034151, 'primary': True}]",,,,['Carrière CBR'],50.780411024272375,5.618279579480479,5000
104533123,0,Q109372630,103,"[{'lat': 50.76521, 'lon': 5.66358, 'primary': True}]",,,,['Carrière Dierkx'],50.780411024272375,5.618279579480479,5000
104574455,0,Q109420978,104,"[{'lat': 50.7786423, 'lon': 5.6591577, 'primary': True}]",,,,['Lava'],50.780411024272375,5.618279579480479,5000
105079231,0,Q109984139,105,"[{'lat': 50.752553, 'lon': 5.63083649, 'primary': True}]",,,,['Island of Hallembaye'],50.780411024272375,5.618279579480479,5000
107696857,0,Q112843221,106,"[{'lat': 50.7869, 'lon': 5.5956, 'primary': True}]",,,,,50.780411024272375,5.618279579480479,5000
