pageid,ns,title,index,imagerepository,multiple_coordinates,multiple_imageinfo,multiple_labels,coordinates.lat,coordinates.lon,coordinates.primary,imageinfo.thumburl,imageinfo.thumbwidth,imageinfo.thumbheight,imageinfo.responsiveUrls.1.5,imageinfo.responsiveUrls.2,imageinfo.url,imageinfo.descriptionurl,imageinfo.descriptionshorturl,coordinates.bearing,query_lat,query_lon,radius,query_id,country
73142115,6,File:Agios Georgios Kamitsianis 2.jpg,-1,local,False,False,False,39.763098,20.36173,True,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Agios_Georgios_Kamitsianis_2.jpg/320px-Agios_Georgios_Kamitsianis_2.jpg,320.0,427.0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Agios_Georgios_Kamitsianis_2.jpg/480px-Agios_Georgios_Kamitsianis_2.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Agios_Georgios_Kamitsianis_2.jpg/640px-Agios_Georgios_Kamitsianis_2.jpg,https://upload.wikimedia.org/wikipedia/commons/e/e3/Agios_Georgios_Kamitsianis_2.jpg,https://commons.wikimedia.org/wiki/File:Agios_Georgios_Kamitsianis_2.jpg,https://commons.wikimedia.org/w/index.php?curid=73142115,,39.7775470198668,20.37550905490921,10000,4,AL
73142116,6,File:Agios Georgios Kamitsianis 1.jpg,0,local,False,False,False,39.763098,20.36173,True,https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Agios_Georgios_Kamitsianis_1.jpg/320px-Agios_Georgios_Kamitsianis_1.jpg,320.0,240.0,https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Agios_Georgios_Kamitsianis_1.jpg/480px-Agios_Georgios_Kamitsianis_1.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Agios_Georgios_Kamitsianis_1.jpg/640px-Agios_Georgios_Kamitsianis_1.jpg,https://upload.wikimedia.org/wikipedia/commons/4/49/Agios_Georgios_Kamitsianis_1.jpg,https://commons.wikimedia.org/wiki/File:Agios_Georgios_Kamitsianis_1.jpg,https://commons.wikimedia.org/w/index.php?curid=73142116,,39.7775470198668,20.37550905490921,10000,4,AL
73142117,6,File:Agios Georgios Kamitsianis 3.jpg,1,local,False,False,False,39.763098,20.36173,True,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Agios_Georgios_Kamitsianis_3.jpg/320px-Agios_Georgios_Kamitsianis_3.jpg,320.0,240.0,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Agios_Georgios_Kamitsianis_3.jpg/480px-Agios_Georgios_Kamitsianis_3.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Agios_Georgios_Kamitsianis_3.jpg/640px-Agios_Georgios_Kamitsianis_3.jpg,https://upload.wikimedia.org/wikipedia/commons/a/a9/Agios_Georgios_Kamitsianis_3.jpg,https://commons.wikimedia.org/wiki/File:Agios_Georgios_Kamitsianis_3.jpg,https://commons.wikimedia.org/w/index.php?curid=73142117,,39.7775470198668,20.37550905490921,10000,4,AL
101576666,6,File:ISS043-E-100679 - View of Earth.jpg,2,local,False,False,False,39.8,20.3,True,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cc/ISS043-E-100679_-_View_of_Earth.jpg/320px-ISS043-E-100679_-_View_of_Earth.jpg,320.0,213.0,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cc/ISS043-E-100679_-_View_of_Earth.jpg/480px-ISS043-E-100679_-_View_of_Earth.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cc/ISS043-E-100679_-_View_of_Earth.jpg/640px-ISS043-E-100679_-_View_of_Earth.jpg,https://upload.wikimedia.org/wikipedia/commons/c/cc/ISS043-E-100679_-_View_of_Earth.jpg,https://commons.wikimedia.org/wiki/File:ISS043-E-100679_-_View_of_Earth.jpg,https://commons.wikimedia.org/w/index.php?curid=101576666,,39.7775470198668,20.37550905490921,10000,4,AL
101576667,6,File:ISS043-E-100680 - View of Earth.jpg,3,local,False,False,False,39.8,20.3,True,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/ISS043-E-100680_-_View_of_Earth.jpg/320px-ISS043-E-100680_-_View_of_Earth.jpg,320.0,213.0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/ISS043-E-100680_-_View_of_Earth.jpg/480px-ISS043-E-100680_-_View_of_Earth.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/ISS043-E-100680_-_View_of_Earth.jpg/640px-ISS043-E-100680_-_View_of_Earth.jpg,https://upload.wikimedia.org/wikipedia/commons/6/6a/ISS043-E-100680_-_View_of_Earth.jpg,https://commons.wikimedia.org/wiki/File:ISS043-E-100680_-_View_of_Earth.jpg,https://commons.wikimedia.org/w/index.php?curid=101576667,,39.7775470198668,20.37550905490921,10000,4,AL
101576669,6,File:ISS043-E-100681 - View of Earth.jpg,4,local,False,False,False,39.8,20.3,True,https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/ISS043-E-100681_-_View_of_Earth.jpg/320px-ISS043-E-100681_-_View_of_Earth.jpg,320.0,213.0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/ISS043-E-100681_-_View_of_Earth.jpg/480px-ISS043-E-100681_-_View_of_Earth.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/ISS043-E-100681_-_View_of_Earth.jpg/640px-ISS043-E-100681_-_View_of_Earth.jpg,https://upload.wikimedia.org/wikipedia/commons/6/67/ISS043-E-100681_-_View_of_Earth.jpg,https://commons.wikimedia.org/wiki/File:ISS043-E-100681_-_View_of_Earth.jpg,https://commons.wikimedia.org/w/index.php?curid=101576669,,39.7775470198668,20.37550905490921,10000,4,AL
101576672,6,File:ISS043-E-100682 - View of Earth.jpg,5,local,False,False,False,39.8,20.3,True,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/ISS043-E-100682_-_View_of_Earth.jpg/320px-ISS043-E-100682_-_View_of_Earth.jpg,320.0,213.0,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/ISS043-E-100682_-_View_of_Earth.jpg/480px-ISS043-E-100682_-_View_of_Earth.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/ISS043-E-100682_-_View_of_Earth.jpg/640px-ISS043-E-100682_-_View_of_Earth.jpg,https://upload.wikimedia.org/wikipedia/commons/5/5c/ISS043-E-100682_-_View_of_Earth.jpg,https://commons.wikimedia.org/wiki/File:ISS043-E-100682_-_View_of_Earth.jpg,https://commons.wikimedia.org/w/index.php?curid=101576672,,39.7775470198668,20.37550905490921,10000,4,AL
102007923,6,File:ISS045-E-166599 - View of Earth.jpg,6,local,False,False,False,39.8,20.3,True,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/ISS045-E-166599_-_View_of_Earth.jpg/320px-ISS045-E-166599_-_View_of_Earth.jpg,320.0,213.0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/ISS045-E-166599_-_View_of_Earth.jpg/480px-ISS045-E-166599_-_View_of_Earth.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/ISS045-E-166599_-_View_of_Earth.jpg/640px-ISS045-E-166599_-_View_of_Earth.jpg,https://upload.wikimedia.org/wikipedia/commons/e/ef/ISS045-E-166599_-_View_of_Earth.jpg,https://commons.wikimedia.org/wiki/File:ISS045-E-166599_-_View_of_Earth.jpg,https://commons.wikimedia.org/w/index.php?curid=102007923,,39.7775470198668,20.37550905490921,10000,4,AL
102481731,6,File:ISS050-E-20298 - View of Earth.jpg,7,local,False,False,False,39.8,20.3,True,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/ISS050-E-20298_-_View_of_Earth.jpg/320px-ISS050-E-20298_-_View_of_Earth.jpg,320.0,213.0,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/ISS050-E-20298_-_View_of_Earth.jpg/480px-ISS050-E-20298_-_View_of_Earth.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/ISS050-E-20298_-_View_of_Earth.jpg/640px-ISS050-E-20298_-_View_of_Earth.jpg,https://upload.wikimedia.org/wikipedia/commons/f/fa/ISS050-E-20298_-_View_of_Earth.jpg,https://commons.wikimedia.org/wiki/File:ISS050-E-20298_-_View_of_Earth.jpg,https://commons.wikimedia.org/w/index.php?curid=102481731,,39.7775470198668,20.37550905490921,10000,4,AL
102721114,6,File:ISS052-E-76893 - View of Earth.jpg,8,local,False,False,False,39.8,20.3,True,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/ISS052-E-76893_-_View_of_Earth.jpg/320px-ISS052-E-76893_-_View_of_Earth.jpg,320.0,213.0,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/ISS052-E-76893_-_View_of_Earth.jpg/480px-ISS052-E-76893_-_View_of_Earth.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/ISS052-E-76893_-_View_of_Earth.jpg/640px-ISS052-E-76893_-_View_of_Earth.jpg,https://upload.wikimedia.org/wikipedia/commons/4/4c/ISS052-E-76893_-_View_of_Earth.jpg,https://commons.wikimedia.org/wiki/File:ISS052-E-76893_-_View_of_Earth.jpg,https://commons.wikimedia.org/w/index.php?curid=102721114,,39.7775470198668,20.37550905490921,10000,4,AL
