pageid,ns,title,index,imagerepository,multiple_coordinates,multiple_imageinfo,multiple_labels,coordinates.lat,coordinates.lon,coordinates.primary,imageinfo.thumburl,imageinfo.thumbwidth,imageinfo.thumbheight,imageinfo.responsiveUrls.1.5,imageinfo.responsiveUrls.2,imageinfo.url,imageinfo.descriptionurl,imageinfo.descriptionshorturl,coordinates.bearing,query_lat,query_lon,radius,query_id,country
111103113,6,File:ISS018-E-16449 - View of Albania.jpg,9,local,False,False,False,39.8,20.1,False,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/ISS018-E-16449_-_View_of_Albania.jpg/320px-ISS018-E-16449_-_View_of_Albania.jpg,320,213,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/ISS018-E-16449_-_View_of_Albania.jpg/480px-ISS018-E-16449_-_View_of_Albania.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/ISS018-E-16449_-_View_of_Albania.jpg/640px-ISS018-E-16449_-_View_of_Albania.jpg,https://upload.wikimedia.org/wikipedia/commons/f/f7/ISS018-E-16449_-_View_of_Albania.jpg,https://commons.wikimedia.org/wiki/File:ISS018-E-16449_-_View_of_Albania.jpg,https://commons.wikimedia.org/w/index.php?curid=111103113,174.0,39.777723115449575,20.17333256963372,10000,3,AL
111392355,6,File:ISS023-E-20317 - View of Earth.jpg,10,local,False,False,False,39.8,20.2,True,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/ISS023-E-20317_-_View_of_Earth.jpg/320px-ISS023-E-20317_-_View_of_Earth.jpg,320,213,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/ISS023-E-20317_-_View_of_Earth.jpg/480px-ISS023-E-20317_-_View_of_Earth.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/ISS023-E-20317_-_View_of_Earth.jpg/640px-ISS023-E-20317_-_View_of_Earth.jpg,https://upload.wikimedia.org/wikipedia/commons/f/f2/ISS023-E-20317_-_View_of_Earth.jpg,https://commons.wikimedia.org/wiki/File:ISS023-E-20317_-_View_of_Earth.jpg,https://commons.wikimedia.org/w/index.php?curid=111392355,,39.777723115449575,20.17333256963372,10000,3,AL
111930533,6,File:ISS030-E-202791 - View of Earth.jpg,11,local,False,False,False,39.8,20.2,True,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/ISS030-E-202791_-_View_of_Earth.jpg/320px-ISS030-E-202791_-_View_of_Earth.jpg,320,213,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/ISS030-E-202791_-_View_of_Earth.jpg/480px-ISS030-E-202791_-_View_of_Earth.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/ISS030-E-202791_-_View_of_Earth.jpg/640px-ISS030-E-202791_-_View_of_Earth.jpg,https://upload.wikimedia.org/wikipedia/commons/5/50/ISS030-E-202791_-_View_of_Earth.jpg,https://commons.wikimedia.org/wiki/File:ISS030-E-202791_-_View_of_Earth.jpg,https://commons.wikimedia.org/w/index.php?curid=111930533,,39.777723115449575,20.17333256963372,10000,3,AL
111930715,6,File:ISS030-E-202789 - View of Earth.jpg,12,local,False,False,False,39.8,20.1,True,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/ISS030-E-202789_-_View_of_Earth.jpg/320px-ISS030-E-202789_-_View_of_Earth.jpg,320,213,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/ISS030-E-202789_-_View_of_Earth.jpg/480px-ISS030-E-202789_-_View_of_Earth.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/ISS030-E-202789_-_View_of_Earth.jpg/640px-ISS030-E-202789_-_View_of_Earth.jpg,https://upload.wikimedia.org/wikipedia/commons/b/b1/ISS030-E-202789_-_View_of_Earth.jpg,https://commons.wikimedia.org/wiki/File:ISS030-E-202789_-_View_of_Earth.jpg,https://commons.wikimedia.org/w/index.php?curid=111930715,,39.777723115449575,20.17333256963372,10000,3,AL
111930780,6,File:ISS030-E-202790 - View of Earth.jpg,13,local,False,False,False,39.8,20.2,True,https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/ISS030-E-202790_-_View_of_Earth.jpg/320px-ISS030-E-202790_-_View_of_Earth.jpg,320,213,https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/ISS030-E-202790_-_View_of_Earth.jpg/480px-ISS030-E-202790_-_View_of_Earth.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/ISS030-E-202790_-_View_of_Earth.jpg/640px-ISS030-E-202790_-_View_of_Earth.jpg,https://upload.wikimedia.org/wikipedia/commons/5/58/ISS030-E-202790_-_View_of_Earth.jpg,https://commons.wikimedia.org/wiki/File:ISS030-E-202790_-_View_of_Earth.jpg,https://commons.wikimedia.org/w/index.php?curid=111930780,,39.777723115449575,20.17333256963372,10000,3,AL
111932605,6,File:ISS030-E-204260 - View of Earth.jpg,14,local,False,False,False,39.8,20.2,True,https://upload.wikimedia.org/wikipedia/commons/thumb/d/df/ISS030-E-204260_-_View_of_Earth.jpg/320px-ISS030-E-204260_-_View_of_Earth.jpg,320,213,https://upload.wikimedia.org/wikipedia/commons/thumb/d/df/ISS030-E-204260_-_View_of_Earth.jpg/480px-ISS030-E-204260_-_View_of_Earth.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/df/ISS030-E-204260_-_View_of_Earth.jpg/640px-ISS030-E-204260_-_View_of_Earth.jpg,https://upload.wikimedia.org/wikipedia/commons/d/df/ISS030-E-204260_-_View_of_Earth.jpg,https://commons.wikimedia.org/wiki/File:ISS030-E-204260_-_View_of_Earth.jpg,https://commons.wikimedia.org/w/index.php?curid=111932605,,39.777723115449575,20.17333256963372,10000,3,AL
111932717,6,File:ISS030-E-204259 - View of Earth.jpg,15,local,False,False,False,39.8,20.2,True,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/ISS030-E-204259_-_View_of_Earth.jpg/320px-ISS030-E-204259_-_View_of_Earth.jpg,320,213,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/ISS030-E-204259_-_View_of_Earth.jpg/480px-ISS030-E-204259_-_View_of_Earth.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/ISS030-E-204259_-_View_of_Earth.jpg/640px-ISS030-E-204259_-_View_of_Earth.jpg,https://upload.wikimedia.org/wikipedia/commons/5/5a/ISS030-E-204259_-_View_of_Earth.jpg,https://commons.wikimedia.org/wiki/File:ISS030-E-204259_-_View_of_Earth.jpg,https://commons.wikimedia.org/w/index.php?curid=111932717,,39.777723115449575,20.17333256963372,10000,3,AL
111932722,6,File:ISS030-E-204258 - View of Earth.jpg,16,local,False,False,False,39.8,20.1,True,https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/ISS030-E-204258_-_View_of_Earth.jpg/320px-ISS030-E-204258_-_View_of_Earth.jpg,320,213,https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/ISS030-E-204258_-_View_of_Earth.jpg/480px-ISS030-E-204258_-_View_of_Earth.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/ISS030-E-204258_-_View_of_Earth.jpg/640px-ISS030-E-204258_-_View_of_Earth.jpg,https://upload.wikimedia.org/wikipedia/commons/4/48/ISS030-E-204258_-_View_of_Earth.jpg,https://commons.wikimedia.org/wiki/File:ISS030-E-204258_-_View_of_Earth.jpg,https://commons.wikimedia.org/w/index.php?curid=111932722,,39.777723115449575,20.17333256963372,10000,3,AL
112066626,6,File:ISS031-E-11960 - View of Albania.jpg,17,local,False,False,False,39.8,20.1,False,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/ISS031-E-11960_-_View_of_Albania.jpg/320px-ISS031-E-11960_-_View_of_Albania.jpg,320,213,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/ISS031-E-11960_-_View_of_Albania.jpg/480px-ISS031-E-11960_-_View_of_Albania.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/ISS031-E-11960_-_View_of_Albania.jpg/640px-ISS031-E-11960_-_View_of_Albania.jpg,https://upload.wikimedia.org/wikipedia/commons/a/a4/ISS031-E-11960_-_View_of_Albania.jpg,https://commons.wikimedia.org/wiki/File:ISS031-E-11960_-_View_of_Albania.jpg,https://commons.wikimedia.org/w/index.php?curid=112066626,253.0,39.777723115449575,20.17333256963372,10000,3,AL
121214667,6,File:ISS065-E-490136 - View of Earth.jpg,18,local,False,False,False,39.8,20.2,True,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dd/ISS065-E-490136_-_View_of_Earth.jpg/320px-ISS065-E-490136_-_View_of_Earth.jpg,320,213,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dd/ISS065-E-490136_-_View_of_Earth.jpg/480px-ISS065-E-490136_-_View_of_Earth.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dd/ISS065-E-490136_-_View_of_Earth.jpg/639px-ISS065-E-490136_-_View_of_Earth.jpg,https://upload.wikimedia.org/wikipedia/commons/d/dd/ISS065-E-490136_-_View_of_Earth.jpg,https://commons.wikimedia.org/wiki/File:ISS065-E-490136_-_View_of_Earth.jpg,https://commons.wikimedia.org/w/index.php?curid=121214667,,39.777723115449575,20.17333256963372,10000,3,AL
121214669,6,File:ISS065-E-490137 - View of Earth.jpg,19,local,False,False,False,39.8,20.2,True,https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/ISS065-E-490137_-_View_of_Earth.jpg/320px-ISS065-E-490137_-_View_of_Earth.jpg,320,213,https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/ISS065-E-490137_-_View_of_Earth.jpg/480px-ISS065-E-490137_-_View_of_Earth.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/ISS065-E-490137_-_View_of_Earth.jpg/639px-ISS065-E-490137_-_View_of_Earth.jpg,https://upload.wikimedia.org/wikipedia/commons/0/00/ISS065-E-490137_-_View_of_Earth.jpg,https://commons.wikimedia.org/wiki/File:ISS065-E-490137_-_View_of_Earth.jpg,https://commons.wikimedia.org/w/index.php?curid=121214669,,39.777723115449575,20.17333256963372,10000,3,AL
121214672,6,File:ISS065-E-493465 - View of Earth.jpg,20,local,False,False,False,39.8,20.2,True,https://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/ISS065-E-493465_-_View_of_Earth.jpg/320px-ISS065-E-493465_-_View_of_Earth.jpg,320,213,https://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/ISS065-E-493465_-_View_of_Earth.jpg/480px-ISS065-E-493465_-_View_of_Earth.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/ISS065-E-493465_-_View_of_Earth.jpg/639px-ISS065-E-493465_-_View_of_Earth.jpg,https://upload.wikimedia.org/wikipedia/commons/b/ba/ISS065-E-493465_-_View_of_Earth.jpg,https://commons.wikimedia.org/wiki/File:ISS065-E-493465_-_View_of_Earth.jpg,https://commons.wikimedia.org/w/index.php?curid=121214672,,39.777723115449575,20.17333256963372,10000,3,AL
121214675,6,File:ISS065-E-493466 - View of Earth.jpg,21,local,False,False,False,39.8,20.2,True,https://upload.wikimedia.org/wikipedia/commons/thumb/3/39/ISS065-E-493466_-_View_of_Earth.jpg/320px-ISS065-E-493466_-_View_of_Earth.jpg,320,213,https://upload.wikimedia.org/wikipedia/commons/thumb/3/39/ISS065-E-493466_-_View_of_Earth.jpg/480px-ISS065-E-493466_-_View_of_Earth.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/39/ISS065-E-493466_-_View_of_Earth.jpg/639px-ISS065-E-493466_-_View_of_Earth.jpg,https://upload.wikimedia.org/wikipedia/commons/3/39/ISS065-E-493466_-_View_of_Earth.jpg,https://commons.wikimedia.org/wiki/File:ISS065-E-493466_-_View_of_Earth.jpg,https://commons.wikimedia.org/w/index.php?curid=121214675,,39.777723115449575,20.17333256963372,10000,3,AL
123718989,6,File:ISS067-E-58949 - View of Earth.jpg,22,local,False,False,False,39.8,20.1,True,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/ISS067-E-58949_-_View_of_Earth.jpg/320px-ISS067-E-58949_-_View_of_Earth.jpg,320,213,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/ISS067-E-58949_-_View_of_Earth.jpg/480px-ISS067-E-58949_-_View_of_Earth.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/ISS067-E-58949_-_View_of_Earth.jpg/639px-ISS067-E-58949_-_View_of_Earth.jpg,https://upload.wikimedia.org/wikipedia/commons/e/ea/ISS067-E-58949_-_View_of_Earth.jpg,https://commons.wikimedia.org/wiki/File:ISS067-E-58949_-_View_of_Earth.jpg,https://commons.wikimedia.org/w/index.php?curid=123718989,,39.777723115449575,20.17333256963372,10000,3,AL
123745167,6,File:ISS067-E-77508 - View of Earth.jpg,23,local,False,False,False,39.8,20.1,True,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/ISS067-E-77508_-_View_of_Earth.jpg/320px-ISS067-E-77508_-_View_of_Earth.jpg,320,213,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/ISS067-E-77508_-_View_of_Earth.jpg/480px-ISS067-E-77508_-_View_of_Earth.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/ISS067-E-77508_-_View_of_Earth.jpg/639px-ISS067-E-77508_-_View_of_Earth.jpg,https://upload.wikimedia.org/wikipedia/commons/2/2d/ISS067-E-77508_-_View_of_Earth.jpg,https://commons.wikimedia.org/wiki/File:ISS067-E-77508_-_View_of_Earth.jpg,https://commons.wikimedia.org/w/index.php?curid=123745167,,39.777723115449575,20.17333256963372,10000,3,AL
123745175,6,File:ISS067-E-77510 - View of Earth.jpg,24,local,False,False,False,39.7,20.2,True,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/ISS067-E-77510_-_View_of_Earth.jpg/320px-ISS067-E-77510_-_View_of_Earth.jpg,320,213,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/ISS067-E-77510_-_View_of_Earth.jpg/480px-ISS067-E-77510_-_View_of_Earth.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/ISS067-E-77510_-_View_of_Earth.jpg/639px-ISS067-E-77510_-_View_of_Earth.jpg,https://upload.wikimedia.org/wikipedia/commons/5/5e/ISS067-E-77510_-_View_of_Earth.jpg,https://commons.wikimedia.org/wiki/File:ISS067-E-77510_-_View_of_Earth.jpg,https://commons.wikimedia.org/w/index.php?curid=123745175,,39.777723115449575,20.17333256963372,10000,3,AL
123745179,6,File:ISS067-E-77511 - View of Earth.jpg,25,local,False,False,False,39.7,20.2,True,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/ISS067-E-77511_-_View_of_Earth.jpg/320px-ISS067-E-77511_-_View_of_Earth.jpg,320,213,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/ISS067-E-77511_-_View_of_Earth.jpg/480px-ISS067-E-77511_-_View_of_Earth.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/ISS067-E-77511_-_View_of_Earth.jpg/639px-ISS067-E-77511_-_View_of_Earth.jpg,https://upload.wikimedia.org/wikipedia/commons/f/fa/ISS067-E-77511_-_View_of_Earth.jpg,https://commons.wikimedia.org/wiki/File:ISS067-E-77511_-_View_of_Earth.jpg,https://commons.wikimedia.org/w/index.php?curid=123745179,,39.777723115449575,20.17333256963372,10000,3,AL
124378808,6,"File:Cattle being herded east of Lake Butrinti around a ruin, September 2022 02.jpg",26,local,False,False,False,39.76375,20.065069,True,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/Cattle_being_herded_east_of_Lake_Butrinti_around_a_ruin%2C_September_2022_02.jpg/320px-Cattle_being_herded_east_of_Lake_Butrinti_around_a_ruin%2C_September_2022_02.jpg,320,240,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/Cattle_being_herded_east_of_Lake_Butrinti_around_a_ruin%2C_September_2022_02.jpg/480px-Cattle_being_herded_east_of_Lake_Butrinti_around_a_ruin%2C_September_2022_02.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/Cattle_being_herded_east_of_Lake_Butrinti_around_a_ruin%2C_September_2022_02.jpg/640px-Cattle_being_herded_east_of_Lake_Butrinti_around_a_ruin%2C_September_2022_02.jpg,https://upload.wikimedia.org/wikipedia/commons/a/ae/Cattle_being_herded_east_of_Lake_Butrinti_around_a_ruin%2C_September_2022_02.jpg,"https://commons.wikimedia.org/wiki/File:Cattle_being_herded_east_of_Lake_Butrinti_around_a_ruin,_September_2022_02.jpg",https://commons.wikimedia.org/w/index.php?curid=124378808,,39.777723115449575,20.17333256963372,10000,3,AL
124378809,6,"File:Cattle being herded east of Lake Butrinti around a ruin, September 2022 03.jpg",27,local,False,False,False,39.76375,20.065069,True,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/Cattle_being_herded_east_of_Lake_Butrinti_around_a_ruin%2C_September_2022_03.jpg/320px-Cattle_being_herded_east_of_Lake_Butrinti_around_a_ruin%2C_September_2022_03.jpg,320,240,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/Cattle_being_herded_east_of_Lake_Butrinti_around_a_ruin%2C_September_2022_03.jpg/480px-Cattle_being_herded_east_of_Lake_Butrinti_around_a_ruin%2C_September_2022_03.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/Cattle_being_herded_east_of_Lake_Butrinti_around_a_ruin%2C_September_2022_03.jpg/640px-Cattle_being_herded_east_of_Lake_Butrinti_around_a_ruin%2C_September_2022_03.jpg,https://upload.wikimedia.org/wikipedia/commons/e/e6/Cattle_being_herded_east_of_Lake_Butrinti_around_a_ruin%2C_September_2022_03.jpg,"https://commons.wikimedia.org/wiki/File:Cattle_being_herded_east_of_Lake_Butrinti_around_a_ruin,_September_2022_03.jpg",https://commons.wikimedia.org/w/index.php?curid=124378809,,39.777723115449575,20.17333256963372,10000,3,AL
